league,season,team,player,nation,pos,age,born,90s,Tackles_Tkl,Tackles_TklW,Tackles_Def 3rd,Tackles_Mid 3rd,Tackles_Att 3rd,Challenges_Tkl,Challenges_Att,Challenges_Tkl%,Challenges_Lost,Blocks_Blocks,Blocks_Sh,Blocks_Pass,Int,Tkl+Int,Clr,Err
GER-Bundesliga,2425,Stuttgart,Jarzinho Malanga,GER,DF,18-318,2006,0.0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0
GER-Bundesliga,2425,Stuttgart,Josha Vagnoman,GER,"DF,MF",24-164,2000,20.4,26,14,11,13,2,17,34,50.0,17,16,2,14,14,40,57,1
GER-Bundesliga,2425,Stuttgart,Julian Chabot,GER,DF,27-101,1998,25.2,37,24,19,15,3,15,32,46.9,17,29,19,10,38,75,135,0
GER-Bundesliga,2425,Stuttgart,Justin Diehl,GER,"FW,DF",20-178,2004,1.2,1,0,0,1,0,1,1,100.0,0,2,0,2,0,1,0,0
GER-Bundesliga,2425,Stuttgart,Leonidas Stergiou,SUI,DF,23-082,2002,9.5,24,13,9,11,4,16,19,84.2,3,16,5,11,14,38,39,0
GER-Bundesliga,2425,Stuttgart,Luca Jaquez,SUI,DF,21-356,2003,2.8,3,0,3,0,0,1,3,33.3,2,2,0,2,3,6,4,0
GER-Bundesliga,2425,Stuttgart,Maximilian Mittelstädt,GER,DF,28-067,1997,27.4,79,54,42,30,7,53,73,72.6,20,47,11,36,47,126,96,2
GER-Bundesliga,2425,Stuttgart,Nick Woltemade,GER,"FW,MF",23-099,2002,18.0,10,7,2,4,4,6,10,60.0,4,23,2,21,1,11,15,1
GER-Bundesliga,2425,Stuttgart,Nikolas Nartey,DEN,MF,25-091,2000,0.2,0,0,0,0,0,0,0,,0,0,0,0,0,0,4,0
GER-Bundesliga,2425,Stuttgart,Pascal Stenzel,GER,DF,29-065,1996,3.2,3,2,1,0,2,2,5,40.0,3,5,1,4,2,5,6,0
GER-Bundesliga,2425,Stuttgart,Ramon Hendriks,NED,DF,23-310,2001,12.8,20,9,11,7,2,9,13,69.2,4,15,7,8,19,39,63,0
GER-Bundesliga,2425,Stuttgart,Yannik Keitel,GER,MF,25-098,2000,3.0,9,6,3,5,1,9,10,90.0,1,5,2,3,4,13,6,0
GER-Bundesliga,2425,Union Berlin,Alexander Schwolow,GER,GK,32-356,1992,6.0,0,0,0,0,0,0,0,,0,0,0,0,0,0,2,1
GER-Bundesliga,2425,Union Berlin,Aljoscha Kemlein,GER,MF,20-295,2004,10.2,10,4,4,5,1,5,14,35.7,9,14,3,11,6,16,15,0
GER-Bundesliga,2425,Union Berlin,Andrej Ilic,SRB,FW,25-051,2000,10.4,2,2,0,2,0,0,6,0.0,6,7,3,4,5,7,6,1
GER-Bundesliga,2425,Union Berlin,András Schäfer,HUN,MF,26-041,1999,17.0,52,26,23,24,5,25,41,61.0,16,33,6,27,22,74,36,0
GER-Bundesliga,2425,Union Berlin,Benedict Hollerbach,GER,"FW,MF",24-007,2001,28.2,43,22,8,23,12,21,51,41.2,30,35,0,35,2,45,13,1
GER-Bundesliga,2425,Union Berlin,Christopher Trimmel,AUT,"DF,MF",38-089,1987,19.3,38,25,23,14,1,28,42,66.7,14,14,6,8,18,56,92,0
GER-Bundesliga,2425,Union Berlin,Danilho Doekhi,NED,DF,26-328,1998,34.0,37,24,18,16,3,13,23,56.5,10,35,16,19,44,81,169,1
GER-Bundesliga,2425,Union Berlin,David Preu,GER,"MF,DF",20-210,2004,1.3,1,1,0,1,0,0,2,0.0,2,4,2,2,0,1,2,0
GER-Bundesliga,2425,Union Berlin,Diogo Leite,POR,DF,26-121,1999,28.3,64,32,43,17,4,33,50,66.0,17,61,25,36,57,121,162,1
GER-Bundesliga,2425,Union Berlin,Frederik Rønnow,DEN,GK,32-293,1992,28.0,0,0,0,0,0,0,1,0.0,1,0,0,0,0,0,22,2
GER-Bundesliga,2425,Union Berlin,Ivan Prtajin,CRO,FW,29-010,1996,1.8,3,2,0,1,2,0,0,,0,2,0,2,0,3,3,0
GER-Bundesliga,2425,Union Berlin,Janik Haberer,GER,"MF,DF",31-052,1994,18.8,39,29,16,21,2,26,44,59.1,18,16,0,16,17,56,37,0
GER-Bundesliga,2425,Union Berlin,Jeong Woo-yeong,KOR,"MF,FW",25-246,1999,14.0,10,7,5,5,0,3,11,27.3,8,10,1,9,11,21,11,0
GER-Bundesliga,2425,Union Berlin,Jordan Pefok,USA,FW,29-028,1996,10.1,11,6,6,0,5,3,7,42.9,4,9,2,7,4,15,18,0
GER-Bundesliga,2425,Union Berlin,Josip Juranović,CRO,"DF,MF",29-281,1995,12.9,21,13,12,6,3,10,25,40.0,15,13,6,7,7,28,42,2
GER-Bundesliga,2425,Union Berlin,Jérôme Roussillon,FRA,"DF,MF",32-138,1993,1.5,0,0,0,0,0,0,2,0.0,2,0,0,0,2,2,7,0
GER-Bundesliga,2425,Union Berlin,Kevin Vogt,GER,DF,33-243,1991,15.2,12,8,7,5,0,8,13,61.5,5,16,8,8,9,21,75,1
GER-Bundesliga,2425,Union Berlin,Kevin Volland,GER,"FW,MF",32-298,1992,0.7,0,0,0,0,0,0,0,,0,1,0,1,0,0,1,0
GER-Bundesliga,2425,Union Berlin,Leopold Querfeld,AUT,DF,21-155,2003,19.4,25,12,21,4,0,13,18,72.2,5,25,10,15,19,44,144,2
GER-Bundesliga,2425,Union Berlin,Lucas Tousart,FRA,MF,28-025,1997,6.2,17,9,6,9,2,5,12,41.7,7,11,4,7,7,24,27,0
GER-Bundesliga,2425,Union Berlin,László Bénes,SVK,"MF,FW",27-257,1997,6.5,2,2,1,1,0,1,3,33.3,2,5,1,4,3,5,9,0
GER-Bundesliga,2425,Union Berlin,Marin Ljubicic,CRO,"FW,MF",23-085,2002,3.1,2,1,0,2,0,1,3,33.3,2,2,0,2,0,2,7,0
GER-Bundesliga,2425,Union Berlin,Rani Khedira,GER,MF,31-117,1994,30.3,68,40,30,35,3,24,38,63.2,14,33,11,22,44,112,55,0
GER-Bundesliga,2425,Union Berlin,Robert Skov,DEN,"DF,MF",29-004,1996,9.5,15,11,8,7,0,10,20,50.0,10,8,1,7,8,23,9,0
GER-Bundesliga,2425,Union Berlin,Robin Gosens,GER,DF,30-323,1994,1.0,0,0,0,0,0,0,3,0.0,3,1,0,1,1,1,2,0
GER-Bundesliga,2425,Union Berlin,Tim Skarke,GER,"FW,MF",28-259,1996,12.9,14,11,5,8,1,10,19,52.6,9,7,0,7,5,19,17,0
GER-Bundesliga,2425,Union Berlin,Tom Rothe,GER,"DF,MF",20-207,2004,18.6,45,28,27,15,3,29,51,56.9,22,41,5,36,18,63,57,1
GER-Bundesliga,2425,Union Berlin,Yorbe Vertessen,BEL,"MF,FW",24-136,2001,8.0,6,3,3,2,1,2,8,25.0,6,6,0,6,3,9,6,0
GER-Bundesliga,2425,Werder Bremen,Amos Pieper,GER,DF,27-127,1998,16.6,32,17,16,11,5,21,33,63.6,12,28,17,11,24,56,98,1
GER-Bundesliga,2425,Werder Bremen,André Silva,POR,FW,29-199,1995,4.2,2,2,1,1,0,0,1,0.0,1,3,1,2,0,2,3,0
GER-Bundesliga,2425,Werder Bremen,Anthony Jung,GER,DF,33-202,1991,21.1,34,22,22,11,1,22,34,64.7,12,23,14,9,25,59,77,1
GER-Bundesliga,2425,Werder Bremen,Derrick Köhn,GER,"DF,FW",26-109,1999,14.9,20,10,7,10,3,10,14,71.4,4,21,4,17,10,30,26,0
GER-Bundesliga,2425,Werder Bremen,Felix Agu,GER,DF,25-239,1999,19.5,30,14,12,14,4,12,23,52.2,11,27,9,18,21,51,48,0
GER-Bundesliga,2425,Werder Bremen,Issa Kaboré,BFA,"DF,FW",24-012,2001,3.4,8,4,2,5,1,4,6,66.7,2,8,2,6,2,10,7,0
GER-Bundesliga,2425,Werder Bremen,Jens Stage,DEN,MF,28-197,1996,24.5,49,30,22,24,3,25,46,54.3,21,44,10,34,18,67,42,2
GER-Bundesliga,2425,Werder Bremen,Julián Malatini,ARG,DF,23-358,2001,5.0,11,9,5,5,1,5,11,45.5,6,8,3,5,7,18,17,0
GER-Bundesliga,2425,Werder Bremen,Justin Njinmah,GER,"FW,MF",24-190,2000,10.6,6,2,1,4,1,3,5,60.0,2,5,0,5,3,9,1,0
GER-Bundesliga,2425,Werder Bremen,Keke Maximilian Topp,GER,"FW,MF",21-060,2004,2.8,3,1,0,2,1,1,2,50.0,1,0,0,0,1,4,4,0
GER-Bundesliga,2425,Werder Bremen,Leonardo Bittencourt,GER,MF,31-156,1993,10.9,25,9,15,7,3,6,18,33.3,12,8,0,8,15,40,11,0
GER-Bundesliga,2425,Werder Bremen,Marco Friedl,AUT,DF,27-069,1998,24.0,62,42,35,26,1,38,66,57.6,28,41,24,17,34,96,130,1
GER-Bundesliga,2425,Werder Bremen,Marco Grüll,AUT,"FW,MF",26-322,1998,13.1,12,9,1,5,6,4,17,23.5,13,14,2,12,3,15,10,0
GER-Bundesliga,2425,Werder Bremen,Marvin Ducksch,GER,FW,31-078,1994,26.9,10,7,3,5,2,3,14,21.4,11,10,2,8,8,18,26,3
GER-Bundesliga,2425,Werder Bremen,Michael Zetterer,GER,GK,29-316,1995,34.0,0,0,0,0,0,0,1,0.0,1,1,0,1,1,1,10,7
GER-Bundesliga,2425,Werder Bremen,Miloš Veljković,SRB,DF,29-240,1995,11.4,10,5,6,3,1,7,15,46.7,8,14,9,5,2,12,47,1
GER-Bundesliga,2425,Werder Bremen,Mitchell Weiser,GER,"DF,MF",31-033,1994,31.9,61,40,19,34,8,28,56,50.0,28,33,3,30,22,83,61,3
GER-Bundesliga,2425,Werder Bremen,Niklas Stark,GER,DF,30-040,1995,23.4,33,21,20,11,2,14,21,66.7,7,41,27,14,36,69,129,1
GER-Bundesliga,2425,Werder Bremen,Oliver Burke,SCO,FW,28-047,1997,10.1,11,4,5,1,5,4,6,66.7,2,20,0,20,2,13,6,0
GER-Bundesliga,2425,Werder Bremen,Olivier Deman,BEL,DF,25-048,2000,0.7,6,3,2,4,0,2,7,28.6,5,3,1,2,3,9,4,0
GER-Bundesliga,2425,Werder Bremen,Romano Schmid,AUT,MF,25-117,2000,31.5,43,25,10,22,11,24,51,47.1,27,42,3,39,11,54,9,2
GER-Bundesliga,2425,Werder Bremen,Senne Lynen,BEL,MF,26-094,1999,30.4,72,39,36,30,6,39,69,56.5,30,56,13,43,65,137,75,5
GER-Bundesliga,2425,Werder Bremen,Skelly Alvero,FRA,MF,23-020,2002,2.6,11,6,5,5,1,4,5,80.0,1,4,0,4,2,13,10,0
GER-Bundesliga,2425,Wolfsburg,Andreas Skov Olsen,DEN,"FW,MF",25-146,1999,5.9,8,6,5,3,0,4,4,100.0,0,4,0,4,2,10,12,0
GER-Bundesliga,2425,Wolfsburg,Aster Vranckx,BEL,MF,22-232,2002,6.2,11,6,3,8,0,3,9,33.3,6,14,3,11,10,21,13,0
GER-Bundesliga,2425,Wolfsburg,Bence Dárdai,HUN,MF,19-120,2006,14.5,24,14,9,13,2,16,30,53.3,14,20,4,16,12,36,28,1
GER-Bundesliga,2425,Wolfsburg,Cedric Zesiger,SUI,DF,26-334,1998,5.8,13,8,6,5,2,6,12,50.0,6,6,5,1,3,16,28,0
GER-Bundesliga,2425,Wolfsburg,David Odogu,GER,DF,18-355,2006,2.2,6,4,4,2,0,3,5,60.0,2,2,2,0,2,8,25,1
GER-Bundesliga,2425,Wolfsburg,Denis Vavro,SVK,DF,29-044,1996,27.3,21,13,16,5,0,11,23,47.8,12,48,32,16,37,58,234,3
GER-Bundesliga,2425,Wolfsburg,Jakub Kamiński,POL,"DF,MF",22-353,2002,12.6,17,8,8,3,6,9,22,40.9,13,17,7,10,13,30,23,1
GER-Bundesliga,2425,Wolfsburg,Joakim Mæhle,DEN,DF,28-004,1997,24.3,34,15,26,6,2,17,45,37.8,28,24,3,21,25,59,57,2
GER-Bundesliga,2425,Wolfsburg,Jonas Wind,DEN,"FW,MF",26-106,1999,21.8,10,6,1,8,1,4,8,50.0,4,17,3,14,6,16,15,0
GER-Bundesliga,2425,Wolfsburg,Kamil Grabara,POL,GK,26-136,1999,28.7,0,0,0,0,0,0,2,0.0,2,1,0,1,0,0,16,2
GER-Bundesliga,2425,Wolfsburg,Kevin Behrens,GER,FW,34-110,1991,1.9,1,1,0,1,0,0,1,0.0,1,0,0,0,1,2,2,0
GER-Bundesliga,2425,Wolfsburg,Kevin Paredes,USA,DF,22-017,2003,1.4,3,1,3,0,0,2,3,66.7,1,2,2,0,1,4,0,0
GER-Bundesliga,2425,Wolfsburg,Kilian Fischer,GER,DF,24-224,2000,25.5,64,44,48,12,4,47,89,52.8,42,41,8,33,19,83,98,2
GER-Bundesliga,2425,Wolfsburg,Konstantinos Koulierakis,GRE,DF,21-177,2003,27.4,40,20,25,13,2,25,40,62.5,15,34,14,20,33,73,147,2
GER-Bundesliga,2425,Wolfsburg,Lovro Majer,CRO,MF,27-127,1998,3.4,2,1,0,1,1,1,5,20.0,4,5,1,4,1,3,2,1
GER-Bundesliga,2425,Wolfsburg,Lukas Nmecha,GER,"FW,MF",26-161,1998,5.2,2,0,1,1,0,0,1,0.0,1,3,0,3,2,4,4,0
GER-Bundesliga,2425,Wolfsburg,Mads Roerslev,DEN,DF,25-334,1999,3.3,10,9,8,1,1,6,9,66.7,3,2,2,0,5,15,16,0
GER-Bundesliga,2425,Wolfsburg,Marius Müller,GER,GK,31-316,1993,5.3,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0
GER-Bundesliga,2425,Wolfsburg,Mattias Svanberg,SWE,MF,26-139,1999,13.5,20,10,6,11,3,9,19,47.4,10,11,4,7,15,35,26,0
GER-Bundesliga,2425,Wolfsburg,Maximilian Arnold,GER,MF,30-362,1994,26.2,34,20,13,18,3,15,33,45.5,18,21,11,10,24,58,70,2
GER-Bundesliga,2425,Wolfsburg,Mohamed Amoura,ALG,FW,25-015,2000,27.4,29,22,14,5,10,14,37,37.8,23,42,2,40,9,38,24,0
GER-Bundesliga,2425,Wolfsburg,Patrick Wimmer,AUT,"MF,FW",23-359,2001,19.7,47,35,19,21,7,15,46,32.6,31,31,4,27,32,79,15,2
GER-Bundesliga,2425,Wolfsburg,Ridle Baku,GER,"FW,MF",27-046,1998,13.0,23,15,9,9,5,8,19,42.1,11,22,1,21,15,38,15,0
GER-Bundesliga,2425,Wolfsburg,Salih Özcan,TUR,MF,27-133,1998,3.9,2,2,1,0,1,1,5,20.0,4,5,1,4,7,9,5,0
GER-Bundesliga,2425,Wolfsburg,Sebastiaan Bornauw,BEL,DF,26-063,1999,8.8,9,6,4,4,1,4,8,50.0,4,14,12,2,12,21,36,0
GER-Bundesliga,2425,Wolfsburg,Tiago Tomás,POR,"FW,MF",22-342,2002,20.9,33,19,15,11,7,15,35,42.9,20,17,4,13,9,42,19,0
GER-Bundesliga,2425,Wolfsburg,Yannick Gerhardt,GER,"MF,DF",31-072,1994,16.9,28,16,13,14,1,11,30,36.7,19,32,8,24,17,45,47,0
ITA-Serie A,2425,Atalanta,Ademola Lookman,NGA,"MF,FW",27-216,1997,24.5,32,15,9,15,8,11,19,57.9,8,18,0,18,3,35,5,1
ITA-Serie A,2425,Atalanta,Alberto Manzoni,ITA,MF,19-333,2005,0.1,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0
ITA-Serie A,2425,Atalanta,Ben Godfrey,ENG,DF,27-129,1998,0.3,0,0,0,0,0,0,1,0.0,1,1,1,0,0,0,0,0
ITA-Serie A,2425,Atalanta,Berat Djimsiti,ALB,DF,32-094,1993,28.3,50,31,27,22,1,28,39,71.8,11,33,20,13,40,90,126,2
ITA-Serie A,2425,Atalanta,Charles De Ketelaere,BEL,"MF,FW",24-075,2001,22.0,12,8,2,8,2,4,15,26.7,11,13,3,10,3,15,9,0
ITA-Serie A,2425,Atalanta,Daniel Maldini,ITA,"FW,MF",23-225,2001,2.4,2,2,0,1,1,1,2,50.0,1,1,0,1,1,3,3,0
ITA-Serie A,2425,Atalanta,Davide Zappacosta,ITA,DF,32-347,1992,23.0,26,16,15,5,6,20,39,51.3,19,28,6,22,11,37,32,2
ITA-Serie A,2425,Atalanta,Federico Cassa,ITA,"MF,FW",19-112,2006,0.2,0,0,0,0,0,0,0,,0,1,0,1,0,0,0,0
ITA-Serie A,2425,Atalanta,Gianluca Scamacca,ITA,FW,26-143,1999,0.1,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0
ITA-Serie A,2425,Atalanta,Giorgio Scalvini,ITA,DF,21-164,2003,3.0,8,4,5,3,0,5,9,55.6,4,0,0,0,4,12,7,0
ITA-Serie A,2425,Atalanta,Ibrahim Sulemana,GHA,MF,22-002,2003,2.5,8,4,3,5,0,2,6,33.3,4,1,0,1,0,8,1,0
ITA-Serie A,2425,Atalanta,Isak Hien,SWE,DF,26-131,1999,25.9,48,28,27,21,0,27,44,61.4,17,31,18,13,31,79,82,2
ITA-Serie A,2425,Atalanta,Juan Cuadrado,COL,"DF,MF",36-363,1988,9.0,19,9,9,6,4,11,23,47.8,12,14,2,12,7,26,9,0
ITA-Serie A,2425,Atalanta,Juan Musso,ARG,GK,31-018,1994,1.0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0
ITA-Serie A,2425,Atalanta,Lazar Samardzic,SRB,MF,23-089,2002,13.0,21,15,5,7,9,12,25,48.0,13,9,1,8,2,23,6,0
ITA-Serie A,2425,Atalanta,Marco Brescianini,ITA,MF,25-124,2000,10.4,18,11,5,9,4,8,10,80.0,2,15,2,13,2,20,6,0
ITA-Serie A,2425,Atalanta,Marco Carnesecchi,ITA,GK,24-327,2000,33.0,0,0,0,0,0,0,0,,0,1,0,1,0,0,25,2
ITA-Serie A,2425,Atalanta,Marco Palestra,ITA,DF,20-082,2005,2.0,5,4,3,2,0,3,3,100.0,0,3,0,3,2,7,4,0
ITA-Serie A,2425,Atalanta,Mario Pašalić,CRO,MF,30-104,1995,21.5,26,16,11,13,2,11,25,44.0,14,21,6,15,12,38,27,1
ITA-Serie A,2425,Atalanta,Marten de Roon,NED,"MF,DF",34-056,1991,34.0,74,48,32,38,4,30,66,45.5,36,40,7,33,47,121,67,1
ITA-Serie A,2425,Atalanta,Mateo Retegui,ITA,FW,26-025,1999,25.5,14,9,0,9,5,3,16,18.8,13,7,0,7,4,18,16,0
ITA-Serie A,2425,Atalanta,Matteo Ruggeri,ITA,DF,22-317,2002,18.5,39,24,15,14,10,25,37,67.6,12,28,3,25,19,58,44,1
ITA-Serie A,2425,Atalanta,Mitchel Bakker,NED,MF,24-338,2000,0.2,1,0,1,0,0,1,1,100.0,0,0,0,0,0,1,0,0
ITA-Serie A,2425,Atalanta,Nicolò Zaniolo,ITA,"FW,MF",25-326,1999,4.0,0,0,0,0,0,0,2,0.0,2,0,0,0,1,1,0,0
ITA-Serie A,2425,Atalanta,Odilon Kossounou,CIV,DF,24-140,2001,11.5,14,9,7,6,1,5,11,45.5,6,14,5,9,12,26,22,1
ITA-Serie A,2425,Atalanta,Rafael Tolói,ITA,DF,34-226,1990,5.2,10,5,3,5,2,4,11,36.4,7,8,2,6,8,18,11,0
ITA-Serie A,2425,Atalanta,Raoul Bellanova,ITA,DF,25-007,2000,25.9,23,13,8,12,3,12,20,60.0,8,12,3,9,18,41,44,0
ITA-Serie A,2425,Atalanta,Rui Patrício,POR,GK,37-098,1988,3.0,0,0,0,0,0,0,0,,0,0,0,0,0,0,3,0
ITA-Serie A,2425,Atalanta,Sead Kolašinac,BIH,DF,31-338,1993,21.1,41,26,21,20,0,16,30,53.3,14,16,7,9,25,66,53,1
ITA-Serie A,2425,Atalanta,Stefan Posch,AUT,DF,28-010,1997,3.8,14,10,5,6,3,7,8,87.5,1,5,1,4,4,18,13,0
ITA-Serie A,2425,Atalanta,Vanja Vlahović,SRB,"FW,MF",21-062,2004,0.7,1,1,0,0,1,0,0,,0,0,0,0,0,1,0,0
ITA-Serie A,2425,Atalanta,Éderson,BRA,MF,25-321,1999,31.6,51,31,18,28,5,22,34,64.7,12,29,6,23,35,86,35,1
ITA-Serie A,2425,Bologna,Benjamín Domínguez,ARG,FW,21-247,2003,14.2,18,7,2,11,5,6,20,30.0,14,15,1,14,4,22,7,0
ITA-Serie A,2425,Bologna,Charalambos Lykogiannis,GRE,DF,31-214,1993,10.8,21,12,13,7,1,10,20,50.0,10,9,5,4,10,31,34,1
ITA-Serie A,2425,Bologna,Dan Ndoye,SUI,FW,24-211,2000,22.8,24,18,8,7,9,14,25,56.0,11,22,0,22,8,32,4,0
ITA-Serie A,2425,Bologna,Davide Calabria,ITA,DF,28-169,1996,6.8,12,8,5,5,2,5,12,41.7,7,4,0,4,2,14,22,1
ITA-Serie A,2425,Bologna,Emil Holm,SWE,DF,25-011,2000,12.1,34,21,17,14,3,20,30,66.7,10,19,4,15,10,44,51,1
ITA-Serie A,2425,Bologna,Estanis,ESP,FW,21-273,2003,0.1,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0
ITA-Serie A,2425,Bologna,Federico Ravaglia,ITA,GK,25-194,1999,10.7,0,0,0,0,0,0,0,,0,0,0,0,0,0,7,0
ITA-Serie A,2425,Bologna,Giovanni Fabbian,ITA,MF,22-130,2003,11.3,10,6,1,3,6,7,13,53.8,6,7,2,5,2,12,4,0
ITA-Serie A,2425,Bologna,Jens Odgaard,DEN,"MF,FW",26-054,1999,21.7,20,14,3,12,5,6,21,28.6,15,19,2,17,9,29,12,1
ITA-Serie A,2425,Bologna,Jesper Karlsson,SWE,FW,26-303,1998,3.3,1,0,0,0,1,0,2,0.0,2,4,0,4,0,1,3,0
ITA-Serie A,2425,Bologna,Jhon Lucumí,COL,DF,26-332,1998,28.0,51,29,23,28,0,28,40,70.0,12,32,14,18,25,76,87,7
ITA-Serie A,2425,Bologna,Juan Miranda,ESP,DF,25-125,2000,25.3,32,18,11,14,7,14,33,42.4,19,21,3,18,23,55,50,1
ITA-Serie A,2425,Bologna,Kacper Urbanski,POL,MF,20-259,2004,2.7,5,2,4,0,1,4,6,66.7,2,5,1,4,2,7,5,0
ITA-Serie A,2425,Bologna,Lewis Ferguson,SCO,MF,25-273,1999,9.9,21,11,3,13,5,7,13,53.8,6,9,2,7,5,26,9,0
ITA-Serie A,2425,Bologna,Lorenzo De Silvestri,ITA,DF,37-001,1988,11.3,11,6,7,1,3,7,16,43.8,9,12,4,8,10,21,31,0
ITA-Serie A,2425,Bologna,Martin Erlic,CRO,DF,27-120,1998,3.7,2,0,0,2,0,1,2,50.0,1,5,4,1,2,4,9,0
ITA-Serie A,2425,Bologna,Michel Aebischer,SUI,MF,28-138,1997,7.5,17,12,7,7,3,9,13,69.2,4,4,1,3,6,23,6,0
ITA-Serie A,2425,Bologna,Nicolò Cambiaghi,ITA,FW,24-147,2000,6.5,16,10,6,7,3,5,10,50.0,5,9,0,9,2,18,2,0
ITA-Serie A,2425,Bologna,Nicolò Casale,ITA,DF,27-099,1998,9.0,9,4,4,4,1,4,8,50.0,4,14,7,7,14,23,40,2
ITA-Serie A,2425,Bologna,Nikola Moro,CRO,MF,27-073,1998,13.4,35,27,7,21,7,22,33,66.7,11,18,7,11,13,48,18,0
ITA-Serie A,2425,Bologna,Oussama El Azzouzi,MAR,MF,23-360,2001,0.2,0,0,0,0,0,0,0,,0,0,0,0,2,2,0,0
ITA-Serie A,2425,Bologna,Remo Freuler,SUI,MF,33-039,1992,34.7,78,40,28,40,10,33,78,42.3,45,37,4,33,38,116,56,1
ITA-Serie A,2425,Bologna,Riccardo Orsolini,ITA,FW,28-120,1997,19.9,14,12,5,5,4,4,10,40.0,6,25,0,25,8,22,10,1
ITA-Serie A,2425,Bologna,Sam Beukema,NED,DF,26-188,1998,33.5,54,29,27,24,3,22,41,53.7,19,36,21,15,30,84,111,0
ITA-Serie A,2425,Bologna,Samuel Iling-Junior,ENG,"FW,MF",21-232,2003,1.3,3,2,1,1,1,0,1,0.0,1,1,0,1,2,5,2,0
ITA-Serie A,2425,Bologna,Santiago Castro,ARG,FW,20-237,2004,24.9,18,10,4,9,5,6,17,35.3,11,13,2,11,3,21,20,0
ITA-Serie A,2425,Bologna,Stefan Posch,AUT,DF,28-010,1997,7.9,26,15,12,9,5,15,25,60.0,10,19,4,15,5,31,22,0
ITA-Serie A,2425,Bologna,Thijs Dallinga,NED,FW,24-294,2000,12.8,10,5,0,4,6,3,3,100.0,0,10,1,9,1,11,13,1
ITA-Serie A,2425,Bologna,Tommaso Pobega,ITA,MF,25-313,1999,12.6,32,19,12,14,6,21,29,72.4,8,15,4,11,13,45,16,0
ITA-Serie A,2425,Bologna,Łukasz Skorupski,POL,GK,34-019,1991,26.3,1,0,1,0,0,1,3,33.3,2,0,0,0,0,1,13,2
ITA-Serie A,2425,Cagliari,Adam Obert,SVK,DF,22-274,2002,12.0,31,18,12,17,2,16,27,59.3,11,19,7,12,23,54,48,2
ITA-Serie A,2425,Cagliari,Alen Sherri,ALB,GK,27-160,1997,6.9,1,0,1,0,0,1,2,50.0,1,0,0,0,1,2,1,0
ITA-Serie A,2425,Cagliari,Alessandro Deiola,ITA,MF,29-296,1995,15.9,31,20,11,17,3,10,32,31.3,22,26,12,14,13,44,38,0
ITA-Serie A,2425,Cagliari,Antoine Makoumbou,CGO,MF,26-310,1998,23.9,42,23,28,11,3,19,25,76.0,6,26,5,21,17,59,28,0
ITA-Serie A,2425,Cagliari,Elia Caprile,ITA,GK,23-272,2001,18.0,1,0,1,0,0,0,2,0.0,2,0,0,0,0,1,9,1
ITA-Serie A,2425,Cagliari,Florinel Coman,ROU,"FW,MF",27-044,1998,2.9,5,3,3,1,1,2,2,100.0,0,2,0,2,1,6,3,0
ITA-Serie A,2425,Cagliari,Gabriele Zappa,ITA,DF,25-153,1999,34.0,40,23,20,17,3,18,35,51.4,17,42,22,20,23,63,93,1
ITA-Serie A,2425,Cagliari,Gianluca Gaetano,ITA,"MF,FW",25-019,2000,11.2,11,8,4,6,1,5,15,33.3,10,8,0,8,6,17,8,0
ITA-Serie A,2425,Cagliari,Gianluca Lapadula,PER,"FW,MF",35-106,1990,3.4,2,0,1,0,1,0,1,0.0,1,0,0,0,0,2,1,0
ITA-Serie A,2425,Cagliari,Giuseppe Ciocci,ITA,GK,23-120,2002,0.1,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0
ITA-Serie A,2425,Cagliari,José Luis Palomino,ARG,DF,35-139,1990,12.0,27,15,16,9,2,15,21,71.4,6,21,11,10,22,49,46,0
ITA-Serie A,2425,Cagliari,Kingstone Mutandwa,ZAM,"FW,MF",22-139,2003,1.4,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0
ITA-Serie A,2425,Cagliari,Leonardo Pavoletti,ITA,"FW,MF",36-179,1988,4.9,1,0,0,1,0,0,0,,0,4,1,3,0,1,3,0
ITA-Serie A,2425,Cagliari,Mateusz Wieteska,POL,DF,28-102,1997,2.0,1,0,0,1,0,1,1,100.0,0,3,2,1,7,8,6,0
ITA-Serie A,2425,Cagliari,Matteo Prati,ITA,MF,21-147,2003,6.3,10,4,2,7,1,3,11,27.3,8,5,2,3,7,17,10,1
ITA-Serie A,2425,Cagliari,Mattia Felici,ITA,"MF,FW",24-037,2001,10.3,17,12,8,7,2,4,11,36.4,7,10,0,10,7,24,7,1
ITA-Serie A,2425,Cagliari,Michel Ndary Adopo,FRA,MF,24-309,2000,26.8,55,32,16,31,8,15,29,51.7,14,20,5,15,27,82,25,0
ITA-Serie A,2425,Cagliari,Nadir Zortea,ITA,"DF,MF",25-339,1999,30.1,30,14,16,12,2,14,37,37.8,23,11,0,11,19,49,47,2
