league,season,team,player,nation,position,age,born_year,90s,goals,shoots,shoots_on_target,perc_shoots_on_target,shoots_90s,shoots_on_target_90s,goals_over_shoots,goals_over_shoots_on_target,average_shot_distance,shoots_free_kicks,penalties_scored,penalties_attempted,xG,no_penalty_xG,no_penalty_xg_over_shoots,goals_xG_difference,no_penalties_goals_xG_difference
Premier League,2425,Brighton,James Milner,ENG,MF,39,1986.0,1.9,0,2,0,0.0,1.07,0.0,0.0,0.0,16.0,0,0,0,0.2,0.2,0.08,-0.2,-0.2
Premier League,2425,Brighton,Jan Paul van Hecke,NED,DF,24,2000.0,31.9,1,16,5,31.3,0.5,0.16,0.06,0.2,14.1,0,0,0,1.3,1.3,0.08,-0.3,-0.3
Premier League,2425,Brighton,Jason Steele,ENG,GK,34,1990.0,2.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0
Premier League,2425,Brighton,Jeremy Sarmiento,ECU,MF,22,2002.0,0.1,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0
Premier League,2425,Brighton,João Pedro,BRA,"FW,MF",23,2001.0,21.6,10,42,15,35.7,1.94,0.69,0.12,0.33,17.2,0,5,5,8.9,5.0,0.12,1.1,0.0
Premier League,2425,Brighton,Joël Veltman,NED,DF,33,1992.0,18.5,0,6,1,16.7,0.32,0.05,0.0,0.0,19.7,0,0,0,0.5,0.5,0.08,-0.5,-0.5
Premier League,2425,Brighton,Julio Enciso,PAR,"MF,FW",21,2004.0,3.3,0,20,11,55.0,6.12,3.37,0.0,0.0,21.3,1,0,0,1.0,1.0,0.05,-1.0,-1.0
Premier League,2425,Brighton,Kaoru Mitoma,JPN,"FW,MF",28,1997.0,28.4,10,57,27,47.4,2.01,0.95,0.18,0.37,13.9,0,0,0,9.2,9.2,0.16,0.8,0.8
Premier League,2425,Brighton,Lewis Dunk,ENG,DF,33,1991.0,23.1,0,12,3,25.0,0.52,0.13,0.0,0.0,12.1,1,0,0,0.8,0.8,0.07,-0.8,-0.8
Premier League,2425,Brighton,Mats Wieffer,NED,"MF,DF",25,1999.0,10.3,1,8,4,50.0,0.78,0.39,0.13,0.25,12.9,0,0,0,0.7,0.7,0.09,0.3,0.3
Premier League,2425,Brighton,Matt O'Riley,DEN,MF,24,2000.0,10.3,1,21,6,28.6,2.05,0.59,0.05,0.17,17.0,2,0,0,2.0,2.0,0.1,-1.0,-1.0
Premier League,2425,Brighton,Pervis Estupiñán,ECU,DF,27,1998.0,26.7,1,28,9,32.1,1.05,0.34,0.04,0.11,24.5,3,0,0,1.2,1.2,0.04,-0.2,-0.2
Premier League,2425,Brighton,Simon Adingra,CIV,"FW,MF",23,2002.0,11.7,2,30,8,26.7,2.57,0.68,0.07,0.25,16.7,0,0,0,2.4,2.4,0.08,-0.4,-0.4
Premier League,2425,Brighton,Solly March,ENG,"FW,MF",30,1994.0,1.9,0,2,0,0.0,1.07,0.0,0.0,0.0,22.5,0,0,0,0.1,0.1,0.04,-0.1,-0.1
Premier League,2425,Brighton,Tariq Lamptey,GHA,DF,24,2000.0,9.6,2,6,2,33.3,0.63,0.21,0.33,1.0,18.5,0,0,0,0.4,0.4,0.06,1.6,1.6
Premier League,2425,Brighton,Yankuba Minteh,GAM,"FW,MF",20,2004.0,19.4,6,32,15,46.9,1.65,0.77,0.19,0.4,14.1,0,0,0,4.0,4.0,0.12,2.0,2.0
Premier League,2425,Brighton,Yasin Ayari,SWE,MF,21,2003.0,21.3,2,27,8,29.6,1.26,0.37,0.07,0.25,18.8,2,0,0,2.4,2.4,0.09,-0.4,-0.4
Premier League,2425,Chelsea,Axel Disasi,FRA,DF,27,1998.0,4.0,1,2,1,50.0,0.49,0.25,0.5,1.0,12.3,0,0,0,0.3,0.3,0.14,0.7,0.7
Premier League,2425,Chelsea,Benoît Badiashile,FRA,DF,24,2001.0,3.7,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0
Premier League,2425,Chelsea,Christopher Nkunku,FRA,FW,27,1997.0,10.2,3,25,11,44.0,2.44,1.07,0.12,0.27,12.6,0,0,0,4.8,4.8,0.19,-1.8,-1.8
Premier League,2425,Chelsea,Cole Palmer,ENG,MF,23,2002.0,34.5,15,120,43,35.8,3.48,1.25,0.09,0.26,20.4,12,4,5,17.2,13.3,0.11,-2.2,-2.3
Premier League,2425,Chelsea,Enzo Fernández,ARG,MF,24,2001.0,31.7,6,53,20,37.7,1.67,0.63,0.11,0.3,18.1,2,0,0,6.1,6.1,0.11,-0.1,-0.1
Premier League,2425,Chelsea,Filip Jørgensen,DEN,GK,23,2002.0,6.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0
Premier League,2425,Chelsea,Jadon Sancho,ENG,FW,25,2000.0,18.9,3,24,8,33.3,1.27,0.42,0.13,0.38,15.1,0,0,0,2.2,2.2,0.09,0.8,0.8
Premier League,2425,Chelsea,Joshua Acheampong,ENG,DF,19,2006.0,1.9,0,2,0,0.0,1.06,0.0,0.0,0.0,8.9,0,0,0,0.2,0.2,0.11,-0.2,-0.2
Premier League,2425,Chelsea,João Félix,POR,"FW,MF",25,1999.0,4.1,1,20,5,25.0,4.88,1.22,0.05,0.2,15.9,0,0,0,2.2,2.2,0.11,-1.2,-1.2
Premier League,2425,Chelsea,Kiernan Dewsbury-Hall,ENG,"MF,FW",26,1998.0,2.9,0,1,0,0.0,0.35,0.0,0.0,0.0,7.8,0,0,0,0.2,0.2,0.22,-0.2,-0.2
Premier League,2425,Chelsea,Levi Colwill,ENG,DF,22,2003.0,34.0,1,16,3,18.8,0.47,0.09,0.06,0.33,9.9,0,0,0,1.3,1.3,0.08,-0.3,-0.3
Premier League,2425,Chelsea,Malo Gusto,FRA,DF,22,2003.0,20.5,0,22,4,18.2,1.07,0.19,0.0,0.0,21.3,0,0,0,1.7,1.7,0.08,-1.7,-1.7
Premier League,2425,Chelsea,Marc Cucurella,ESP,DF,26,1998.0,32.2,5,24,11,45.8,0.75,0.34,0.21,0.45,16.1,0,0,0,2.8,2.8,0.12,2.2,2.2
Premier League,2425,Chelsea,Marc Guiu,ESP,FW,19,2006.0,0.8,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0
Premier League,2425,Chelsea,Mathis Amougou,FRA,MF,19,2006.0,0.1,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0
Premier League,2425,Chelsea,Moisés Caicedo,ECU,"MF,DF",23,2001.0,36.2,1,20,3,15.0,0.55,0.08,0.05,0.33,25.3,0,0,0,0.8,0.8,0.04,0.2,0.2
Premier League,2425,Chelsea,Mykhailo Mudryk,UKR,FW,24,2001.0,1.7,0,1,1,100.0,0.6,0.6,0.0,0.0,11.6,0,0,0,0.3,0.3,0.25,-0.3,-0.3
Premier League,2425,Chelsea,Nicolas Jackson,SEN,FW,23,2001.0,24.7,10,76,34,44.7,3.08,1.38,0.13,0.29,12.9,0,0,0,12.3,12.3,0.16,-2.3,-2.3
Premier League,2425,Chelsea,Noni Madueke,ENG,FW,23,2002.0,21.6,7,79,30,38.0,3.65,1.39,0.09,0.23,14.3,0,0,0,9.6,9.6,0.12,-2.6,-2.6
Premier League,2425,Chelsea,Pedro Neto,POR,FW,25,2000.0,24.4,4,57,17,29.8,2.34,0.7,0.07,0.24,18.5,0,0,0,3.2,3.2,0.06,0.8,0.8
Premier League,2425,Chelsea,Reece James,ENG,"DF,MF",25,1999.0,10.8,1,11,3,27.3,1.02,0.28,0.09,0.33,23.2,3,0,0,0.4,0.4,0.04,0.6,0.6
Premier League,2425,Chelsea,Renato Veiga,POR,"DF,MF",21,2003.0,2.0,0,3,1,33.3,1.49,0.5,0.0,0.0,17.1,0,0,0,0.1,0.1,0.05,-0.1,-0.1
Premier League,2425,Chelsea,Robert Sánchez,ESP,GK,27,1997.0,31.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0
Premier League,2425,Chelsea,Roméo Lavia,BEL,MF,21,2004.0,8.5,0,1,0,0.0,0.12,0.0,0.0,0.0,16.0,0,0,0,0.2,0.2,0.18,-0.2,-0.2
Premier League,2425,Chelsea,Shumaira Mheuka,ENG,MF,17,2007.0,0.0,0,1,1,100.0,90.0,90.0,0.0,0.0,7.2,0,0,0,0.1,0.1,0.06,-0.1,-0.1
Premier League,2425,Chelsea,Tosin Adarabioyo,ENG,DF,27,1997.0,14.7,1,13,2,15.4,0.89,0.14,0.08,0.5,12.5,0,0,0,0.9,0.9,0.07,0.1,0.1
Premier League,2425,Chelsea,Trevoh Chalobah,ENG,DF,25,1999.0,10.1,0,7,2,28.6,0.69,0.2,0.0,0.0,11.1,0,0,0,0.8,0.8,0.11,-0.8,-0.8
Premier League,2425,Chelsea,Tyrique George,ENG,FW,19,2006.0,2.0,1,3,1,33.3,1.48,0.49,0.33,1.0,15.0,0,0,0,0.2,0.2,0.07,0.8,0.8
Premier League,2425,Chelsea,Wesley Fofana,FRA,DF,24,2000.0,13.0,0,3,0,0.0,0.23,0.0,0.0,0.0,10.6,0,0,0,0.4,0.4,0.13,-0.4,-0.4
Premier League,2425,Crystal Palace,Adam Wharton,ENG,MF,20,2004.0,14.6,0,13,5,38.5,0.89,0.34,0.0,0.0,25.4,0,0,0,0.4,0.4,0.03,-0.4,-0.4
Premier League,2425,Crystal Palace,Asher Agbinone,ENG,MF,19,2005.0,0.1,0,1,0,0.0,15.0,0.0,0.0,0.0,26.3,0,0,0,0.0,0.0,0.02,0.0,0.0
Premier League,2425,Crystal Palace,Ben Chilwell,ENG,DF,28,1996.0,2.9,1,5,3,60.0,1.74,1.04,0.2,0.33,25.4,2,0,0,0.2,0.2,0.05,0.8,0.8
Premier League,2425,Crystal Palace,Caleb Kporha,ENG,DF,18,2006.0,0.1,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0
Premier League,2425,Crystal Palace,Chadi Riad,MAR,DF,21,2003.0,1.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0
Premier League,2425,Crystal Palace,Cheick Doucouré,MLI,MF,25,2000.0,5.0,0,7,0,0.0,1.39,0.0,0.0,0.0,20.6,0,0,0,0.4,0.4,0.06,-0.4,-0.4
Premier League,2425,Crystal Palace,Chris Richards,USA,DF,25,2000.0,20.4,1,12,6,50.0,0.59,0.29,0.08,0.17,11.0,0,0,0,1.3,1.3,0.11,-0.3,-0.3
Premier League,2425,Crystal Palace,Daichi Kamada,JPN,MF,28,1996.0,16.4,0,20,4,20.0,1.22,0.24,0.0,0.0,20.3,0,0,0,1.1,1.1,0.05,-1.1,-1.1
Premier League,2425,Crystal Palace,Daniel Muñoz,COL,DF,28,1996.0,34.9,4,37,14,37.8,1.06,0.4,0.11,0.29,12.7,0,0,0,4.9,4.9,0.13,-0.9,-0.9
Premier League,2425,Crystal Palace,Dean Henderson,ENG,GK,28,1997.0,37.0,0,1,0,0.0,0.03,0.0,0.0,0.0,14.9,0,0,0,0.0,0.0,0.01,0.0,0.0
Premier League,2425,Crystal Palace,Eberechi Eze,ENG,"MF,FW",26,1998.0,28.1,8,100,27,27.0,3.56,0.96,0.07,0.26,21.6,16,1,2,10.4,8.9,0.09,-2.4,-1.9
Premier League,2425,Crystal Palace,Eddie Nketiah,ENG,"FW,MF",25,1999.0,11.2,3,42,15,35.7,3.76,1.34,0.07,0.2,13.8,0,0,0,5.5,5.5,0.13,-2.5,-2.5
Premier League,2425,Crystal Palace,Ismaila Sarr,SEN,MF,27,1998.0,29.1,7,57,27,47.4,1.96,0.93,0.12,0.26,13.2,0,0,0,10.1,10.1,0.18,-3.1,-3.1
Premier League,2425,Crystal Palace,Jean-Philippe Mateta,FRA,FW,27,1997.0,28.7,14,66,28,42.4,2.3,0.97,0.18,0.43,15.4,0,2,2,12.9,11.3,0.17,1.1,0.7
Premier League,2425,Crystal Palace,Jefferson Lerma,COL,"MF,DF",30,1994.0,24.3,0,26,8,30.8,1.07,0.33,0.0,0.0,19.8,0,0,0,1.1,1.1,0.04,-1.1,-1.1
Premier League,2425,Crystal Palace,Jeffrey Schlupp,GHA,"MF,DF",32,1992.0,1.1,0,4,2,50.0,3.5,1.75,0.0,0.0,17.7,0,0,0,0.2,0.2,0.04,-0.2,-0.2
Premier League,2425,Crystal Palace,Joachim Andersen,DEN,DF,28,1996.0,1.0,0,1,1,100.0,1.0,1.0,0.0,0.0,25.2,0,0,0,0.0,0.0,0.04,0.0,0.0
Premier League,2425,Crystal Palace,Joel Ward,ENG,DF,35,1989.0,0.8,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0
Premier League,2425,Crystal Palace,Jordan Ayew,GHA,"FW,MF",33,1991.0,0.2,0,1,0,0.0,4.29,0.0,0.0,0.0,5.5,0,0,0,0.5,0.5,0.46,-0.5,-0.5
Premier League,2425,Crystal Palace,Justin Devenny,NIR,MF,21,2003.0,5.3,1,9,5,55.6,1.69,0.94,0.11,0.2,21.8,1,0,0,0.7,0.7,0.08,0.3,0.3
Premier League,2425,Crystal Palace,Marc Guéhi,ENG,DF,24,2000.0,34.0,3,15,7,46.7,0.44,0.21,0.2,0.43,10.7,0,0,0,2.0,2.0,0.13,1.0,1.0
Premier League,2425,Crystal Palace,Matheus França,BRA,"MF,FW",21,2004.0,0.6,1,5,3,60.0,8.33,5.0,0.2,0.33,14.8,0,0,0,0.2,0.2,0.03,0.8,0.8
Premier League,2425,Crystal Palace,Maxence Lacroix,FRA,DF,25,2000.0,33.6,1,30,5,16.7,0.89,0.15,0.03,0.2,10.8,0,0,0,3.4,3.4,0.11,-2.4,-2.4
Premier League,2425,Crystal Palace,Nathaniel Clyne,ENG,"DF,MF",34,1991.0,5.4,0,2,0,0.0,0.37,0.0,0.0,0.0,31.4,0,0,0,0.0,0.0,0.01,0.0,0.0
Premier League,2425,Crystal Palace,Odsonne Édouard,FRA,"MF,FW",27,1998.0,1.3,0,5,1,20.0,3.91,0.78,0.0,0.0,20.9,0,0,0,0.4,0.4,0.08,-0.4,-0.4
Premier League,2425,Crystal Palace,Romain Esse,ENG,MF,20,2005.0,1.4,1,1,1,100.0,0.71,0.71,1.0,1.0,2.8,0,0,0,0.3,0.3,0.32,0.7,0.7
Premier League,2425,Crystal Palace,Trevoh Chalobah,ENG,DF,25,1999.0,11.8,3,11,4,36.4,0.93,0.34,0.27,0.75,15.1,0,0,0,1.2,1.2,0.11,1.8,1.8
Premier League,2425,Crystal Palace,Tyrick Mitchell,ENG,DF,25,1999.0,33.4,0,12,3,25.0,0.36,0.09,0.0,0.0,12.8,0,0,0,1.3,1.3,0.11,-1.3,-1.3
Premier League,2425,Crystal Palace,Will Hughes,ENG,MF,30,1995.0,22.6,0,21,1,4.8,0.93,0.04,0.0,0.0,22.5,0,0,0,1.1,1.1,0.05,-1.1,-1.1
Premier League,2425,Everton,Abdoulaye Doucouré,MLI,MF,32,1993.0,28.3,3,31,9,29.0,1.09,0.32,0.1,0.33,14.0,0,0,0,4.1,4.1,0.13,-1.1,-1.1
Premier League,2425,Everton,Armando Broja,ALB,FW,23,2001.0,3.7,0,4,0,0.0,1.08,0.0,0.0,0.0,17.3,0,0,0,0.1,0.1,0.03,-0.1,-0.1
Premier League,2425,Everton,Ashley Young,ENG,DF,39,1985.0,19.8,1,6,3,50.0,0.3,0.15,0.17,0.33,24.5,3,0,0,0.3,0.3,0.04,0.7,0.7
Premier League,2425,Everton,Beto,GNB,FW,27,1998.0,16.1,8,46,23,50.0,2.86,1.43,0.17,0.35,12.7,0,0,0,8.0,8.0,0.17,0.0,0.0
Premier League,2425,Everton,Carlos Alcaraz,ARG,"FW,MF",22,2002.0,7.7,1,21,7,33.3,2.74,0.91,0.05,0.14,19.9,0,0,0,1.4,1.4,0.07,-0.4,-0.4
Premier League,2425,Everton,Dominic Calvert-Lewin,ENG,FW,28,1997.0,17.8,3,48,18,37.5,2.69,1.01,0.06,0.17,12.2,0,0,0,6.3,6.3,0.13,-3.3,-3.3
Premier League,2425,Everton,Dwight McNeil,ENG,"MF,FW",25,1999.0,15.1,4,25,10,40.0,1.66,0.66,0.16,0.4,21.9,0,0,0,1.1,1.1,0.04,2.9,2.9
Premier League,2425,Everton,Harrison Armstrong,ENG,MF,18,2007.0,0.5,0,1,0,0.0,1.87,0.0,0.0,0.0,5.8,0,0,0,0.4,0.4,0.37,-0.4,-0.4
Premier League,2425,Everton,Idrissa Gana Gueye,SEN,MF,35,1989.0,33.0,0,27,5,18.5,0.82,0.15,0.0,0.0,25.2,0,0,0,1.1,1.1,0.04,-1.1,-1.1
Premier League,2425,Everton,Iliman Ndiaye,SEN,FW,25,2000.0,26.2,9,34,15,44.1,1.3,0.57,0.21,0.47,17.0,0,2,2,6.2,4.6,0.14,2.8,2.4
Premier League,2425,Everton,Jack Harrison,ENG,FW,28,1996.0,22.1,1,28,7,25.0,1.27,0.32,0.04,0.14,16.4,0,0,0,3.5,3.5,0.12,-2.5,-2.5
Premier League,2425,Everton,Jake O'Brien,IRL,DF,24,2001.0,16.5,2,6,3,50.0,0.36,0.18,0.33,0.67,11.1,0,0,0,0.8,0.8,0.13,1.2,1.2
Premier League,2425,Everton,James Garner,ENG,"MF,DF",24,2001.0,16.7,0,10,3,30.0,0.6,0.18,0.0,0.0,20.9,1,0,0,0.6,0.6,0.06,-0.6,-0.6
Premier League,2425,Everton,James Tarkowski,ENG,DF,32,1992.0,32.5,1,15,4,26.7,0.46,0.12,0.07,0.25,8.4,0,0,0,1.3,1.3,0.09,-0.3,-0.3
Premier League,2425,Everton,Jarrad Branthwaite,ENG,DF,22,2002.0,27.9,0,10,3,30.0,0.36,0.11,0.0,0.0,8.2,0,0,0,1.2,1.2,0.12,-1.2,-1.2
Premier League,2425,Everton,Jesper Lindstrøm,DEN,FW,25,2000.0,13.8,0,28,10,35.7,2.03,0.73,0.0,0.0,21.0,6,0,0,2.1,2.1,0.08,-2.1,-2.1
Premier League,2425,Everton,Jordan Pickford,ENG,GK,31,1994.0,37.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0
Premier League,2425,Everton,Mason Holgate,ENG,"FW,DF",28,1996.0,0.1,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0
Premier League,2425,Everton,Michael Keane,ENG,DF,32,1993.0,10.7,3,10,4,40.0,0.94,0.38,0.3,0.75,13.2,0,0,0,0.6,0.6,0.06,2.4,2.4
Premier League,2425,Everton,Nathan Patterson,SCO,DF,23,2001.0,3.9,0,1,0,0.0,0.26,0.0,0.0,0.0,16.8,0,0,0,0.1,0.1,0.07,-0.1,-0.1
Premier League,2425,Everton,Orel Mangala,BEL,MF,27,1998.0,14.0,1,16,6,37.5,1.14,0.43,0.06,0.17,22.1,0,0,0,1.1,1.1,0.07,-0.1,-0.1
Premier League,2425,Everton,Roman Dixon,ENG,DF,20,2004.0,1.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0
Premier League,2425,Everton,Séamus Coleman,IRL,DF,36,1988.0,2.4,0,1,1,100.0,0.42,0.42,0.0,0.0,10.5,0,0,0,0.6,0.6,0.57,-0.6,-0.6
Premier League,2425,Everton,Tim Iroegbunam,ENG,MF,21,2003.0,6.4,0,5,0,0.0,0.78,0.0,0.0,0.0,22.5,0,0,0,0.2,0.2,0.05,-0.2,-0.2
Premier League,2425,Everton,Vitaliy Mykolenko,UKR,DF,25,1999.0,33.2,1,14,1,7.1,0.42,0.03,0.07,1.0,20.6,0,0,0,0.5,0.5,0.04,0.5,0.5
Premier League,2425,Everton,Youssef Chermiti,POR,"FW,MF",21,2004.0,0.5,0,3,1,33.3,6.0,2.0,0.0,0.0,13.2,0,0,0,0.1,0.1,0.04,-0.1,-0.1
Premier League,2425,Fulham,Adama Traoré,ESP,"FW,MF",29,1996.0,18.9,2,38,12,31.6,2.01,0.64,0.05,0.17,14.2,0,0,0,3.9,3.9,0.1,-1.9,-1.9
Premier League,2425,Fulham,Alex Iwobi,NGA,"FW,MF",29,1996.0,32.8,9,67,29,43.3,2.04,0.88,0.13,0.31,18.1,0,0,0,4.7,4.7,0.07,4.3,4.3
Premier League,2425,Fulham,Andreas Pereira,BRA,MF,29,1996.0,21.7,2,36,8,22.2,1.66,0.37,0.06,0.25,22.5,6,0,1,3.5,2.7,0.08,-1.5,-0.7
Premier League,2425,Fulham,Antonee Robinson,USA,DF,27,1997.0,34.2,0,16,2,12.5,0.47,0.06,0.0,0.0,22.1,0,0,0,0.7,0.7,0.04,-0.7,-0.7
Premier League,2425,Fulham,Bernd Leno,GER,GK,33,1992.0,37.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0
Premier League,2425,Fulham,Calvin Bassey,NGA,DF,25,1999.0,34.2,1,14,4,28.6,0.41,0.12,0.07,0.25,15.3,0,0,0,1.0,1.0,0.07,0.0,0.0
Premier League,2425,Fulham,Carlos Vinícius,BRA,"MF,FW",30,1995.0,0.2,0,1,1,100.0,5.63,5.63,0.0,0.0,17.4,0,0,0,0.0,0.0,0.04,0.0,0.0
Premier League,2425,Fulham,Emile Smith Rowe,ENG,MF,24,2000.0,22.4,6,37,11,29.7,1.65,0.49,0.16,0.55,16.0,0,0,0,4.5,4.5,0.12,1.5,1.5
Premier League,2425,Fulham,Harrison Reed,ENG,MF,30,1995.0,1.2,0,3,2,66.7,2.5,1.67,0.0,0.0,21.7,0,0,0,0.2,0.2,0.08,-0.2,-0.2
Premier League,2425,Fulham,Harry Wilson,WAL,"FW,MF",28,1997.0,12.2,6,41,15,36.6,3.35,1.23,0.15,0.4,18.1,1,0,0,4.0,4.0,0.1,2.0,2.0
Premier League,2425,Fulham,Issa Diop,FRA,DF,28,1997.0,14.9,0,5,2,40.0,0.34,0.13,0.0,0.0,10.7,0,0,0,0.5,0.5,0.11,-0.5,-0.5
Premier League,2425,Fulham,Jay Stansfield,ENG,MF,22,2002.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0
Premier League,2425,Fulham,Joachim Andersen,DEN,DF,28,1996.0,27.7,0,19,4,21.1,0.69,0.14,0.0,0.0,15.1,0,0,0,1.0,1.0,0.05,-1.0,-1.0
Premier League,2425,Fulham,Jorge Cuenca,ESP,DF,25,1999.0,2.9,0,1,0,0.0,0.34,0.0,0.0,0.0,13.1,0,0,0,0.0,0.0,0.02,0.0,0.0
Premier League,2425,Fulham,Joshua King,ENG,MF,18,2007.0,1.3,0,2,0,0.0,1.59,0.0,0.0,0.0,10.4,0,0,0,0.2,0.2,0.12,-0.2,-0.2
Premier League,2425,Fulham,Kenny Tete,NED,DF,29,1995.0,18.7,0,23,2,8.7,1.23,0.11,0.0,0.0,15.9,0,0,0,1.3,1.3,0.06,-1.3,-1.3
Premier League,2425,Fulham,Martial Godo,ENG,"FW,DF",22,2003.0,0.3,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0
Premier League,2425,Fulham,Raúl Jiménez,MEX,FW,34,1991.0,26.7,12,91,30,33.0,3.41,1.12,0.1,0.3,14.3,1,3,3,11.7,9.4,0.1,0.3,-0.4
Premier League,2425,Fulham,Reiss Nelson,ENG,FW,25,1999.0,5.4,1,12,6,50.0,2.22,1.11,0.08,0.17,15.4,0,0,0,1.1,1.1,0.09,-0.1,-0.1
Premier League,2425,Fulham,Rodrigo Muniz,BRA,FW,24,2001.0,10.7,8,39,19,48.7,3.64,1.77,0.21,0.42,12.0,0,0,0,5.8,5.8,0.15,2.2,2.2
Premier League,2425,Fulham,Ryan Sessegnon,ENG,"FW,DF",25,2000.0,6.3,4,14,8,57.1,2.24,1.28,0.29,0.5,12.8,0,0,0,1.6,1.6,0.12,2.4,2.4
Premier League,2425,Fulham,Sander Berge,NOR,MF,27,1998.0,24.7,0,2,0,0.0,0.08,0.0,0.0,0.0,7.6,0,0,0,0.2,0.2,0.08,-0.2,-0.2
Premier League,2425,Fulham,Saša Lukić,SRB,MF,28,1996.0,25.1,0,18,2,11.1,0.72,0.08,0.0,0.0,20.2,0,0,0,1.2,1.2,0.06,-1.2,-1.2
Premier League,2425,Fulham,Timothy Castagne,BEL,DF,29,1995.0,18.3,0,8,3,37.5,0.44,0.16,0.0,0.0,14.0,0,0,0,0.4,0.4,0.05,-0.4,-0.4
Premier League,2425,Fulham,Tom Cairney,SCO,MF,34,1991.0,6.2,2,9,4,44.4,1.46,0.65,0.22,0.5,21.3,2,0,0,0.5,0.5,0.06,1.5,1.5
Premier League,2425,Fulham,Willian,BRA,"FW,MF",36,1988.0,2.9,0,7,0,0.0,2.45,0.0,0.0,0.0,22.1,0,0,0,0.3,0.3,0.04,-0.3,-0.3
Premier League,2425,Ipswich Town,Alex Palmer,ENG,GK,28,1996.0,13.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0
Premier League,2425,Ipswich Town,Ali Al Hamadi,IRQ,FW,23,2002.0,1.5,0,4,0,0.0,2.69,0.0,0.0,0.0,15.7,0,0,0,0.4,0.4,0.09,-0.4,-0.4
Premier League,2425,Ipswich Town,Arijanet Muric,KVX,GK,26,1998.0,18.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0
Premier League,2425,Ipswich Town,Axel Tuanzebe,COD,DF,27,1997.0,18.0,0,4,0,0.0,0.22,0.0,0.0,0.0,15.7,0,0,0,0.2,0.2,0.05,-0.2,-0.2
Premier League,2425,Ipswich Town,Ben Godfrey,ENG,DF,27,1998.0,1.8,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0
Premier League,2425,Ipswich Town,Ben Johnson,ENG,"DF,FW",25,2000.0,15.0,1,7,3,42.9,0.47,0.2,0.14,0.33,12.6,0,0,0,1.1,1.1,0.15,-0.1,-0.1
Premier League,2425,Ipswich Town,Cameron Burgess,AUS,DF,29,1995.0,17.1,0,10,2,20.0,0.58,0.12,0.0,0.0,9.6,0,0,0,1.1,1.1,0.11,-1.1,-1.1
Premier League,2425,Ipswich Town,Chiedozie Ogbene,IRL,FW,28,1997.0,2.6,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0
Premier League,2425,Ipswich Town,Christian Walton,ENG,GK,29,1995.0,6.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0
Premier League,2425,Ipswich Town,Conor Chaplin,ENG,"MF,FW",28,1997.0,8.8,1,14,3,21.4,1.6,0.34,0.07,0.33,18.4,0,0,0,1.3,1.3,0.09,-0.3,-0.3
Premier League,2425,Ipswich Town,Conor Townsend,ENG,DF,32,1993.0,3.7,0,1,0,0.0,0.27,0.0,0.0,0.0,16.7,0,0,0,0.0,0.0,0.03,0.0,0.0
Premier League,2425,Ipswich Town,Dara O'Shea,IRL,DF,26,1999.0,33.7,0,22,2,9.1,0.65,0.06,0.0,0.0,13.6,0,0,0,1.3,1.3,0.06,-1.3,-1.3
