league,season,team,player,nation,position,age,born_year,90s,passes_attempted,play_passes,fk_passes,free_kicks_passes,through_ball_passes,switches_passes,crosses_passes,throw_ins_passes,corner_kicks_passes,inswinging_corner_kicks,outswinging_corner_kicks,straight_corner_kicks,passes_completed,passes_offside,passes_blocked_by_rival
Serie A,2425,Cagliari,Paulo Azzi,BRA,DF,30,1994.0,4.7,180,161,19,1,1,0,22,18,0,0,0,0,126,0,4
Serie A,2425,Cagliari,Roberto Piccoli,ITA,FW,24,2001.0,34.7,517,447,66,0,0,4,8,3,0,0,0,0,343,4,17
Serie A,2425,Cagliari,Răzvan Marin,ROU,MF,29,1996.0,15.6,741,643,96,47,5,4,77,4,44,3,39,0,564,2,17
Serie A,2425,Cagliari,Sebastiano Luperto,ITA,DF,28,1996.0,36.0,1568,1492,68,46,1,2,8,7,0,0,0,0,1315,8,12
Serie A,2425,Cagliari,Simone Scuffet,ITA,GK,28,1996.0,13.0,407,264,140,40,0,0,0,1,0,0,0,0,286,3,0
Serie A,2425,Cagliari,Tommaso Augello,ITA,DF,30,1994.0,30.1,1640,1264,366,48,0,6,207,261,57,5,51,0,1179,10,50
Serie A,2425,Cagliari,Yerry Mina,COL,DF,30,1994.0,28.5,1393,1313,77,66,1,2,1,6,0,0,0,0,1197,3,8
Serie A,2425,Cagliari,Zito Luvumbo,ANG,"FW,MF",23,2002.0,17.8,302,287,15,1,0,1,65,4,2,1,0,0,181,0,16
Serie A,2425,Como,Alberto Cerri,ITA,FW,29,1996.0,1.0,23,22,1,0,0,0,0,0,0,0,0,0,15,0,0
Serie A,2425,Como,Alberto Dossena,ITA,DF,26,1998.0,20.3,1020,952,65,43,0,3,1,4,0,0,0,0,894,3,8
Serie A,2425,Como,Alberto Moreno,ESP,DF,32,1992.0,19.2,1082,909,170,31,1,5,49,139,0,0,0,0,893,3,20
Serie A,2425,Como,Alessandro Gabrielloni,ITA,"FW,MF",30,1994.0,1.6,49,46,3,0,0,0,1,1,0,0,0,0,28,0,4
Serie A,2425,Como,Alessio Iovine,ITA,"DF,FW",34,1991.0,4.3,226,181,45,3,0,1,17,42,0,0,0,0,170,0,5
Serie A,2425,Como,Ali Jasim,IRQ,"FW,DF",21,2004.0,0.1,9,9,0,0,0,0,1,0,0,0,0,0,7,0,0
Serie A,2425,Como,Alieu Fadera,GAM,"FW,DF",23,2001.0,18.3,591,541,49,1,3,3,39,48,0,0,0,0,441,1,28
Serie A,2425,Como,Anastasios Douvikas,GRE,FW,25,1999.0,6.4,106,92,14,0,1,0,2,1,0,0,0,0,81,0,4
Serie A,2425,Como,Andrea Belotti,ITA,FW,31,1993.0,6.6,120,108,12,0,1,0,5,0,0,0,0,0,90,0,6
Serie A,2425,Como,Assane Diao,SEN,"FW,MF",19,2005.0,13.9,304,295,7,3,0,0,12,3,1,0,0,0,241,2,22
Serie A,2425,Como,Ben Lhassine Kone,CIV,MF,25,2000.0,0.6,24,22,2,2,0,0,0,0,0,0,0,0,23,0,0
Serie A,2425,Como,Daniele Baselli,ITA,MF,33,1992.0,0.2,27,26,1,1,0,0,0,0,0,0,0,0,24,0,0
Serie A,2425,Como,Dele Alli,ENG,MF,29,1996.0,0.1,3,3,0,0,0,0,0,0,0,0,0,0,3,0,0
Serie A,2425,Como,Edoardo Goldaniga,ITA,DF,31,1993.0,28.1,1517,1366,145,63,0,13,9,58,0,0,0,0,1310,6,10
Serie A,2425,Como,Emil Audero,IDN,GK,28,1997.0,8.0,253,217,36,15,0,0,0,0,0,0,0,0,209,0,0
Serie A,2425,Como,Federico Barba,ITA,DF,31,1993.0,4.8,292,263,29,12,0,1,3,9,0,0,0,0,258,0,0
Serie A,2425,Como,Fellipe Jack,BRA,DF,19,2006.0,1.9,98,88,10,4,0,1,0,5,0,0,0,0,77,0,8
Serie A,2425,Como,Gabriel Strefezza,BRA,"FW,MF",28,1997.0,29.1,1158,1045,105,31,8,10,123,7,63,20,23,0,875,8,41
Serie A,2425,Como,Ignace Van Der Brempt,BEL,DF,23,2002.0,14.0,679,544,135,13,0,2,20,122,0,0,0,0,551,0,17
Serie A,2425,Como,Ivan Smolčić,CRO,DF,24,2000.0,7.0,394,321,73,15,0,4,4,58,0,0,0,0,327,0,4
Serie A,2425,Como,Jean Butez,FRA,GK,29,1995.0,18.5,752,666,86,43,0,0,0,0,0,0,0,0,588,0,1
Serie A,2425,Como,Jonathan Ikone,FRA,FW,27,1998.0,6.0,168,164,4,0,4,1,1,3,0,0,0,0,136,0,3
Serie A,2425,Como,Luca Mazzitelli,ITA,MF,29,1995.0,3.7,197,191,5,2,1,2,12,2,0,0,0,0,156,1,4
Serie A,2425,Como,Lucas Da Cunha,FRA,MF,23,2001.0,29.0,1702,1552,147,81,3,12,102,6,60,11,29,0,1439,3,30
Serie A,2425,Como,Marc-Oliver Kempf,GER,DF,30,1995.0,29.1,1718,1582,127,59,3,14,4,12,0,0,0,0,1498,9,12
Serie A,2425,Como,Marco Sala,ITA,DF,25,1999.0,2.9,152,134,18,1,0,1,9,17,0,0,0,0,115,0,5
Serie A,2425,Como,Matthias Braunöder,AUT,MF,23,2002.0,3.0,146,143,3,3,0,0,0,0,0,0,0,0,128,0,1
Serie A,2425,Como,Maxence Caqueret,FRA,MF,25,2000.0,12.1,568,550,15,11,1,2,16,1,3,0,2,0,472,3,15
Serie A,2425,Como,Máximo Perrone,ARG,MF,22,2003.0,20.6,1343,1296,42,38,7,6,4,3,1,0,0,0,1214,5,14
Serie A,2425,Como,Mërgim Vojvoda,KVX,DF,30,1995.0,8.0,460,392,67,8,0,0,26,50,9,2,2,0,375,1,3
Serie A,2425,Como,Nicolás Paz,ARG,"MF,FW",20,2004.0,29.9,1231,1173,47,17,15,3,41,3,22,6,9,0,992,11,29
Serie A,2425,Como,Oliver Abildgaard,DEN,MF,28,1996.0,0.1,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0
Serie A,2425,Como,Patrick Cutrone,ITA,FW,27,1998.0,22.7,478,423,51,0,0,2,30,2,0,0,0,0,336,4,19
Serie A,2425,Como,Pepe Reina,ESP,GK,42,1982.0,11.5,364,301,63,29,0,0,0,0,0,0,0,0,278,0,0
Serie A,2425,Como,Sergi Roberto,ESP,MF,33,1992.0,7.7,506,486,19,14,2,0,6,2,3,1,2,0,457,1,10
Serie A,2425,Como,Simone Verdi,ITA,"MF,FW",32,1992.0,1.3,60,50,9,3,1,0,14,1,5,1,3,0,31,1,4
Serie A,2425,Como,Yannik Engelhardt,GER,"MF,DF",24,2001.0,12.9,701,648,52,24,1,3,1,28,0,0,0,0,622,1,11
Serie A,2425,Como,Álex Valle,ESP,DF,21,2004.0,11.4,661,533,126,27,0,4,15,99,0,0,0,0,562,2,20
Serie A,2425,Empoli,Alberto Grassi,ITA,MF,30,1995.0,23.5,799,760,33,27,2,1,10,4,0,0,0,0,596,6,13
Serie A,2425,Empoli,Ardian Ismajli,ALB,DF,28,1996.0,26.9,945,886,58,47,0,2,0,1,0,0,0,0,815,1,4
Serie A,2425,Empoli,Christian Kouamé,CIV,"FW,MF",27,1997.0,5.6,153,146,6,0,1,2,2,4,0,0,0,0,93,1,2
Serie A,2425,Empoli,Devis Vásquez,COL,GK,27,1998.0,31.0,1067,836,229,85,1,1,0,0,0,0,0,0,634,2,1
Serie A,2425,Empoli,Emmanuel Ekong,SWE,"MF,FW",22,2002.0,2.1,44,43,1,0,0,0,0,1,0,0,0,0,30,0,2
Serie A,2425,Empoli,Emmanuel Gyasi,GHA,"DF,FW",31,1994.0,34.9,1051,774,273,2,2,2,35,271,0,0,0,0,813,4,35
Serie A,2425,Empoli,Faustino Anjorin,ENG,MF,23,2001.0,12.0,421,399,21,8,2,4,17,0,8,4,2,0,337,1,8
Serie A,2425,Empoli,Francesco Caputo,ITA,FW,37,1987.0,0.1,2,2,0,0,0,0,0,0,0,0,0,0,2,0,0
Serie A,2425,Empoli,Giuseppe Pezzella,ITA,"DF,FW",27,1997.0,31.0,1198,879,314,21,2,0,171,270,20,6,10,0,800,5,57
Serie A,2425,Empoli,Ismael Konate,CIV,"FW,MF",19,2006.0,1.2,31,31,0,0,0,1,1,0,0,0,0,0,15,0,1
Serie A,2425,Empoli,Jacopo Bacci,ITA,MF,19,2005.0,0.3,11,10,0,0,0,0,0,0,0,0,0,0,6,1,1
Serie A,2425,Empoli,Jacopo Fazzini,ITA,MF,22,2003.0,14.4,398,368,26,5,4,0,27,1,13,3,2,0,288,4,18
Serie A,2425,Empoli,Jacopo Seghetti,ITA,GK,20,2005.0,1.0,22,15,6,1,0,0,0,0,0,0,0,0,14,1,0
Serie A,2425,Empoli,Junior Sambia,FRA,"DF,FW",28,1996.0,4.2,169,126,43,4,1,2,26,34,5,2,3,0,114,0,4
Serie A,2425,Empoli,Liam Henderson,SCO,MF,29,1996.0,25.3,963,841,118,50,5,5,91,4,46,23,12,1,702,4,9
Serie A,2425,Empoli,Liberato Cacace,NZL,"DF,MF",24,2000.0,24.1,880,707,168,25,1,5,94,67,46,16,16,0,605,5,29
Serie A,2425,Empoli,Lorenzo Colombo,ITA,"FW,MF",23,2002.0,24.5,499,463,35,0,3,6,10,3,0,0,0,0,336,1,15
Serie A,2425,Empoli,Lorenzo Tosto,ITA,DF,19,2006.0,0.0,4,4,0,0,0,0,0,0,0,0,0,0,4,0,0
Serie A,2425,Empoli,Luca Marianucci,ITA,DF,20,2004.0,11.9,461,414,43,18,0,9,7,17,0,0,0,0,354,4,4
Serie A,2425,Empoli,Marco Silvestri,ITA,GK,34,1991.0,5.0,148,124,24,11,0,0,0,0,0,0,0,0,94,0,0
Serie A,2425,Empoli,Mattia De Sciglio,ITA,DF,32,1992.0,8.5,299,255,44,16,0,4,7,28,0,0,0,0,233,0,7
Serie A,2425,Empoli,Mattia Viti,ITA,DF,23,2002.0,27.6,1101,919,181,72,1,5,0,2,0,0,0,0,880,1,8
Serie A,2425,Empoli,Nicolas Haas,SUI,MF,29,1996.0,3.2,121,119,1,0,0,0,0,1,0,0,0,0,99,1,1
Serie A,2425,Empoli,Ola Solbakken,NOR,"MF,FW",26,1998.0,8.3,189,184,4,0,1,5,5,2,0,0,0,0,133,1,6
Serie A,2425,Empoli,Petar Stojanović,SVN,MF,29,1995.0,0.0,3,3,0,0,0,0,0,0,0,0,0,0,1,0,0
Serie A,2425,Empoli,Pietro Pellegri,ITA,FW,24,2001.0,4.6,72,62,10,0,0,0,3,0,0,0,0,0,50,0,10
Serie A,2425,Empoli,Saba Goglichidze,GEO,DF,20,2004.0,27.3,884,816,66,58,0,7,5,6,0,0,0,0,689,2,13
Serie A,2425,Empoli,Sebastian Walukiewicz,POL,DF,25,2000.0,2.0,62,55,6,2,0,1,2,4,0,0,0,0,48,1,0
Serie A,2425,Empoli,Sebastiano Esposito,ITA,"FW,MF",22,2002.0,25.0,715,657,53,14,7,6,53,6,19,9,4,0,432,5,38
Serie A,2425,Empoli,Szymon Żurkowski,POL,MF,27,1997.0,1.2,33,33,0,0,0,0,0,0,0,0,0,0,27,0,2
Serie A,2425,Empoli,Thomas Campaniello,ITA,FW,17,2008.0,0.3,14,13,1,0,0,0,0,0,0,0,0,0,9,0,0
Serie A,2425,Empoli,Tyronne Ebuehi,NGA,"DF,MF",29,1995.0,0.8,46,29,17,1,0,0,2,16,0,0,0,0,33,0,0
Serie A,2425,Empoli,Viktor Kovalenko,UKR,MF,29,1996.0,0.9,37,36,1,1,0,1,1,0,0,0,0,0,26,0,0
Serie A,2425,Empoli,Youssef Maleh,MAR,MF,26,1998.0,16.8,560,542,13,8,1,1,16,4,0,0,0,0,398,5,12
Serie A,2425,Fiorentina,Albert Guðmundsson,ISL,"FW,MF",27,1997.0,13.9,487,446,40,8,1,1,22,5,7,6,0,0,405,1,14
Serie A,2425,Fiorentina,Alessandro Bianco,ITA,MF,22,2002.0,0.2,12,11,0,0,0,1,0,0,0,0,0,0,9,1,0
Serie A,2425,Fiorentina,Amir Richardson,MAR,MF,23,2002.0,11.4,571,557,13,11,1,1,4,2,0,0,0,0,500,1,7
Serie A,2425,Fiorentina,Andrea Colpani,ITA,"FW,MF",26,1999.0,16.1,466,429,34,7,2,6,33,5,22,12,1,0,376,3,7
Serie A,2425,Fiorentina,Antonín Barák,CZE,MF,30,1994.0,0.6,20,20,0,0,0,0,1,0,0,0,0,0,17,0,0
Serie A,2425,Fiorentina,Cher Ndour,ITA,"MF,DF",20,2004.0,4.4,221,215,4,2,0,1,7,2,0,0,0,0,180,2,5
Serie A,2425,Fiorentina,Christian Kouamé,CIV,"FW,MF",27,1997.0,6.9,197,188,7,1,0,0,6,6,0,0,0,0,137,2,4
Serie A,2425,Fiorentina,Cristiano Biraghi,ITA,DF,32,1992.0,4.8,309,246,60,28,0,3,30,8,22,7,8,1,259,3,5
Serie A,2425,Fiorentina,Danilo Cataldi,ITA,MF,30,1994.0,19.2,1000,937,57,43,2,3,21,5,9,3,2,0,845,6,11
Serie A,2425,Fiorentina,David de Gea,ESP,GK,34,1990.0,34.0,1117,787,322,82,0,1,0,0,0,0,0,0,815,8,0
Serie A,2425,Fiorentina,Dodô,BRA,DF,26,1998.0,33.6,1668,1398,267,31,2,7,136,235,1,0,1,0,1296,3,45
Serie A,2425,Fiorentina,Edoardo Bove,ITA,"MF,FW",23,2002.0,9.5,344,321,19,15,1,3,2,3,1,0,0,0,282,4,13
Serie A,2425,Fiorentina,Fabiano Parisi,ITA,"DF,MF",24,2000.0,12.5,476,415,60,6,1,1,14,54,0,0,0,0,383,1,13
Serie A,2425,Fiorentina,Jonathan Ikone,FRA,"FW,MF",27,1998.0,3.7,102,100,2,2,0,1,1,0,0,0,0,0,86,0,4
Serie A,2425,Fiorentina,Luca Ranieri,ITA,DF,26,1999.0,33.1,1725,1600,110,72,0,8,8,7,0,0,0,0,1474,15,12
Serie A,2425,Fiorentina,Lucas Beltrán,ARG,"FW,MF",24,2001.0,20.8,574,539,31,2,4,5,7,6,0,0,0,0,447,4,10
Serie A,2425,Fiorentina,Lucas Martínez Quarta,ARG,DF,29,1996.0,3.9,255,243,11,7,0,3,0,4,0,0,0,0,226,1,1
Serie A,2425,Fiorentina,Maat Daniel Caprini,ITA,FW,19,2006.0,0.1,6,6,0,0,0,0,0,0,0,0,0,0,5,0,0
Serie A,2425,Fiorentina,Marin Pongračić,CRO,DF,27,1997.0,15.1,760,704,56,48,1,5,1,5,1,0,0,0,677,0,4
Serie A,2425,Fiorentina,Matias Moreno,ARG,DF,21,2003.0,1.6,71,67,4,4,0,1,2,0,0,0,0,0,58,0,3
Serie A,2425,Fiorentina,Michael Folorunsho,ITA,"FW,MF",27,1998.0,7.2,252,228,23,7,0,0,21,15,1,1,0,0,178,1,11
Serie A,2425,Fiorentina,Michael Kayode,ITA,"DF,FW",20,2004.0,1.4,68,52,16,1,0,0,6,15,0,0,0,0,43,0,4
Serie A,2425,Fiorentina,Moise Kean,ITA,FW,25,2000.0,29.0,313,284,27,1,1,5,9,3,0,0,0,0,217,2,15
Serie A,2425,Fiorentina,Nicolò Fagioli,ITA,MF,24,2001.0,9.7,526,487,37,25,1,7,23,5,5,4,1,0,435,2,9
Serie A,2425,Fiorentina,Nicolò Zaniolo,ITA,FW,25,1999.0,3.8,74,70,3,1,0,1,4,1,1,0,0,0,52,1,4
Serie A,2425,Fiorentina,Pablo Marí,ESP,DF,31,1993.0,11.2,539,517,18,12,0,0,0,2,0,0,0,0,490,4,2
Serie A,2425,Fiorentina,Pietro Comuzzo,ITA,DF,20,2005.0,23.6,1211,1169,39,23,0,3,3,16,0,0,0,0,1036,3,10
Serie A,2425,Fiorentina,Pietro Terracciano,ITA,GK,35,1990.0,3.0,89,75,14,3,0,0,0,0,0,0,0,0,70,0,0
Serie A,2425,Fiorentina,Riccardo Sottil,ITA,"FW,MF",25,1999.0,9.3,278,265,12,3,1,0,41,4,5,2,0,0,196,1,8
Serie A,2425,Fiorentina,Robin Gosens,GER,DF,30,1994.0,27.0,1276,1053,218,23,1,4,58,195,0,0,0,0,973,5,27
Serie A,2425,Fiorentina,Rolando Mandragora,ITA,MF,27,1997.0,20.5,883,776,101,63,3,6,35,6,26,8,8,0,688,6,16
Serie A,2425,Fiorentina,Sofyan Amrabat,MAR,MF,28,1996.0,2.0,133,122,11,10,0,4,3,1,0,0,0,0,112,0,0
Serie A,2425,Fiorentina,Tommaso Rubino,ITA,MF,18,2006.0,0.1,3,3,0,0,1,0,0,0,0,0,0,0,1,0,0
Serie A,2425,Fiorentina,Yacine Adli,FRA,MF,24,2000.0,13.7,890,795,90,44,3,14,63,6,39,17,19,0,718,5,12
Serie A,2425,Genoa,Aarón Martín,ESP,DF,28,1997.0,33.3,1657,1206,446,91,0,3,254,250,105,47,53,0,1201,5,29
Serie A,2425,Genoa,Alan Matturro,URU,DF,20,2004.0,10.0,359,325,33,4,0,1,8,28,0,0,0,0,280,1,7
Serie A,2425,Genoa,Alessandro Marcandalli,ITA,DF,22,2002.0,0.5,20,19,1,1,0,0,0,0,0,0,0,0,12,0,1
Serie A,2425,Genoa,Alessandro Vogliacco,ITA,DF,26,1998.0,7.9,341,319,21,5,0,4,11,16,0,0,0,0,266,1,8
Serie A,2425,Genoa,Alessandro Zanoli,ITA,"FW,DF",24,2000.0,19.0,507,464,43,0,2,1,65,43,0,0,0,0,339,0,24
Serie A,2425,Genoa,Andrea Pinamonti,ITA,FW,26,1999.0,31.7,667,609,53,1,4,2,17,1,0,0,0,0,419,5,28
Serie A,2425,Genoa,Benjamin Siegrist,SUI,GK,33,1992.0,1.0,36,26,10,1,0,0,0,0,0,0,0,0,23,0,0
Serie A,2425,Genoa,Brooke Norton-Cuffy,ENG,"DF,FW",21,2004.0,7.1,246,212,33,3,0,0,11,30,0,0,0,0,185,1,8
Serie A,2425,Genoa,Caleb Ekuban,GHA,FW,31,1994.0,5.9,101,93,7,0,0,0,3,0,0,0,0,0,71,1,3
Serie A,2425,Genoa,David Akpan Ankeye,NGA,"FW,MF",23,2002.0,0.5,7,7,0,0,0,0,0,0,0,0,0,0,6,0,0
Serie A,2425,Genoa,Emil Bohinen,NOR,MF,26,1999.0,1.8,86,85,1,1,0,1,0,0,0,0,0,0,69,0,3
Serie A,2425,Genoa,Fabio Miretti,ITA,"MF,FW",21,2003.0,18.6,567,494,67,20,5,8,61,7,33,7,22,0,422,6,14
Serie A,2425,Genoa,Federico Accornero,ITA,MF,21,2004.0,0.1,6,6,0,0,0,0,1,0,0,0,0,0,4,0,1
Serie A,2425,Genoa,Filippo Melegoni,ITA,"MF,FW",26,1999.0,1.0,16,14,2,0,1,0,2,2,0,0,0,0,9,0,3
Serie A,2425,Genoa,Gastón Pereiro,URU,MF,29,1995.0,0.3,15,13,2,1,0,0,1,0,1,1,0,0,11,0,1
Serie A,2425,Genoa,Honest Ahanor,ITA,"DF,MF",17,2008.0,3.0,76,64,12,1,0,0,4,10,1,1,0,0,51,0,3
Serie A,2425,Genoa,Jean Onana,CMR,MF,25,2000.0,2.4,103,100,3,3,0,0,1,0,0,0,0,0,85,0,0
Serie A,2425,Genoa,Jeff Ekhator,ITA,"FW,MF",18,2006.0,8.2,161,152,7,0,3,0,10,2,1,0,0,0,107,2,6
Serie A,2425,Genoa,Johan Vásquez,MEX,DF,26,1998.0,33.8,1760,1661,96,70,0,4,7,7,0,0,0,0,1491,3,19
Serie A,2425,Genoa,Junior Messias,BRA,"MF,FW",34,1991.0,8.4,215,204,11,2,1,1,22,6,2,0,1,0,140,0,8
Serie A,2425,Genoa,Koni De Winter,BEL,DF,22,2002.0,22.7,1242,1150,89,48,0,3,4,39,0,0,0,0,1078,3,9
Serie A,2425,Genoa,Lior Kasa,ISR,"MF,FW",19,2005.0,2.6,72,69,3,1,0,2,2,0,2,1,1,0,62,0,0
Serie A,2425,Genoa,Lorenzo Venturino,ITA,"FW,MF",18,2006.0,1.2,45,44,1,0,0,0,9,1,0,0,0,0,24,0,6
Serie A,2425,Genoa,Mario Balotelli,ITA,"FW,MF",34,1990.0,0.7,15,14,0,0,0,1,3,0,0,0,0,0,4,1,1
Serie A,2425,Genoa,Mattia Bani,ITA,DF,31,1993.0,16.1,846,815,29,27,0,3,4,1,0,0,0,0,742,2,5
Serie A,2425,Genoa,Maxwel Cornet,CIV,"FW,MF",28,1996.0,2.6,71,70,1,0,0,1,8,1,0,0,0,0,49,0,5
Serie A,2425,Genoa,Milan Badelj,CRO,MF,36,1989.0,16.4,836,794,37,31,4,7,5,3,2,0,0,0,681,5,10
Serie A,2425,Genoa,Morten Frendrup,DEN,MF,24,2001.0,34.5,1250,1210,34,23,3,3,3,10,0,0,0,0,1067,6,23
Serie A,2425,Genoa,Morten Thorsby,NOR,"MF,FW",29,1996.0,21.1,530,528,0,0,3,0,9,0,0,0,0,0,353,2,20
Serie A,2425,Genoa,Nicola Leali,ITA,GK,32,1993.0,29.0,938,636,300,86,0,1,0,0,0,0,0,0,667,2,2
Serie A,2425,Genoa,Patrizio Masini,ITA,MF,24,2001.0,16.1,627,602,25,21,2,4,26,3,0,0,0,0,480,0,23
Serie A,2425,Genoa,Pierluigi Gollini,ITA,GK,30,1995.0,7.0,250,181,69,17,0,0,0,0,0,0,0,0,206,0,0
Serie A,2425,Genoa,Ruslan Malinovskyi,UKR,"MF,FW",32,1993.0,4.3,201,194,7,3,6,1,3,2,2,1,1,0,164,0,4
Serie A,2425,Genoa,Sebastian Otoa,DEN,DF,21,2004.0,1.0,34,33,1,0,0,0,0,1,0,0,0,0,29,0,0
Serie A,2425,Genoa,Stefano Sabelli,ITA,DF,32,1993.0,22.6,1189,932,250,27,3,4,59,220,3,0,2,0,812,7,28
Serie A,2425,Genoa,Vitinha,POR,"FW,MF",25,2000.0,14.1,316,284,31,10,2,1,45,8,2,0,2,0,187,1,21
Serie A,2425,Hellas Verona,Abdou Harroui,NED,"MF,FW",27,1998.0,5.1,202,197,4,1,1,0,9,3,0,0,0,0,160,1,6
Serie A,2425,Hellas Verona,Alphadjo Cissè,ITA,"FW,MF",18,2006.0,0.1,8,8,0,0,0,0,0,0,0,0,0,0,6,0,0
Serie A,2425,Hellas Verona,Amin Sarr,SWE,FW,24,2001.0,20.5,453,428,24,0,1,1,7,2,0,0,0,0,318,1,16
Serie A,2425,Hellas Verona,Antoine Bernede,FRA,MF,25,1999.0,6.5,242,231,11,2,0,3,13,4,4,2,2,0,178,0,10
Serie A,2425,Hellas Verona,Casper Tengstedt,DEN,FW,24,2000.0,16.9,298,266,31,0,4,2,10,6,0,0,0,0,201,1,18
Serie A,2425,Hellas Verona,Cheikh Tidiane Niasse,SEN,MF,25,2000.0,8.4,240,233,6,4,0,2,2,1,0,0,0,0,192,1,6
Serie A,2425,Hellas Verona,Dailon Livramento,CPV,"FW,MF",24,2001.0,10.1,171,168,2,0,0,2,18,0,0,0,0,0,90,1,14
Serie A,2425,Hellas Verona,Daniel Bandeira,POR,MF,25,2000.0,4.5,235,221,14,7,0,1,8,0,7,4,3,0,194,0,1
Serie A,2425,Hellas Verona,Daniel Mosquera,COL,FW,25,1999.0,14.9,326,310,15,0,1,0,2,1,0,0,0,0,225,1,9
Serie A,2425,Hellas Verona,Daniel Oyegoke,ENG,DF,22,2003.0,1.1,46,31,14,0,0,0,4,14,0,0,0,0,32,1,1
Serie A,2425,Hellas Verona,Daniele Ghilardi,ITA,DF,22,2003.0,21.5,790,740,47,18,1,10,9,28,0,0,0,0,625,3,10
Serie A,2425,Hellas Verona,Darko Lazović,SRB,"DF,MF",34,1990.0,16.2,505,435,68,2,2,0,70,54,12,8,3,0,315,2,23
Serie A,2425,Hellas Verona,Davide Faraoni,ITA,DF,33,1991.0,2.9,95,79,16,1,0,0,12,15,0,0,0,0,65,0,2
Serie A,2425,Hellas Verona,Diego Coppola,ITA,DF,21,2003.0,31.5,1118,1102,11,11,1,5,0,0,0,0,0,0,906,5,6
Serie A,2425,Hellas Verona,Domagoj Bradarić,CRO,DF,25,1999.0,20.6,756,557,198,21,0,5,78,152,25,12,10,0,549,1,24
Serie A,2425,Hellas Verona,Faride Alidou,GER,"FW,MF",23,2001.0,0.8,20,18,2,1,0,0,3,0,1,1,0,0,16,0,0
Serie A,2425,Hellas Verona,Flavius Daniliuc,AUT,DF,24,2001.0,11.2,449,394,55,8,1,0,6,47,0,0,0,0,375,0,7
Serie A,2425,Hellas Verona,Giangiacomo Magnani,ITA,DF,29,1995.0,11.8,393,373,19,14,0,2,2,5,0,0,0,0,317,1,2
Serie A,2425,Hellas Verona,Grigoris Kastanos,CYP,"MF,FW",27,1998.0,9.7,323,293,29,8,3,3,23,5,15,6,7,1,224,1,8
Serie A,2425,Hellas Verona,Jackson Tchatchoua,CMR,"DF,MF",23,2001.0,34.2,1102,904,194,8,2,6,116,186,0,0,0,0,824,4,35
Serie A,2425,Hellas Verona,Junior Ajayi,CIV,FW,20,2004.0,0.1,4,4,0,0,0,0,0,0,0,0,0,0,4,0,0
Serie A,2425,Hellas Verona,Lorenzo Montipò,ITA,GK,29,1996.0,36.0,1068,644,414,116,0,3,0,0,0,0,0,0,520,10,1
Serie A,2425,Hellas Verona,Martin Frese,DEN,DF,27,1998.0,6.0,251,216,34,2,0,0,10,32,0,0,0,0,178,1,3
Serie A,2425,Hellas Verona,Mathis Lambourde,FRA,"FW,MF",19,2006.0,1.0,23,21,1,0,0,0,1,0,0,0,0,0,13,1,1
Serie A,2425,Hellas Verona,Nicolás Valentini,ARG,DF,24,2001.0,11.5,439,414,24,15,1,8,5,9,0,0,0,0,301,1,11
Serie A,2425,Hellas Verona,Ondrej Duda,SVK,MF,30,1994.0,25.6,1182,1024,152,64,3,15,89,8,65,26,32,0,928,6,13
Serie A,2425,Hellas Verona,Paweł Dawidowicz,POL,"DF,MF",30,1995.0,19.5,787,719,67,34,1,5,1,33,0,0,0,0,645,1,7
Serie A,2425,Hellas Verona,Reda Belahyane,MAR,MF,20,2004.0,18.4,701,685,15,14,1,3,3,1,0,0,0,0,587,1,9
Serie A,2425,Hellas Verona,Simone Perilli,ITA,GK,30,1995.0,1.0,23,12,11,5,0,0,0,0,0,0,0,0,9,0,0
Serie A,2425,Hellas Verona,Suat Serdar,GER,MF,28,1997.0,14.4,458,439,13,8,3,5,9,3,2,0,0,0,344,6,17
Serie A,2425,Hellas Verona,Tomáš Suslov,SVK,"MF,FW",22,2002.0,22.5,521,438,80,29,2,9,49,11,20,9,7,0,381,3,19
Serie A,2425,Hellas Verona,Yllan Okou,FRA,DF,22,2002.0,0.0,2,1,1,0,0,0,0,1,0,0,0,0,0,0,0
Serie A,2425,Inter,Alessandro Bastoni,ITA,DF,26,1999.0,26.7,2225,1990,223,74,3,22,64,115,0,0,0,0,1966,12,18
Serie A,2425,Inter,Benjamin Pavard,FRA,DF,29,1996.0,17.6,1150,1109,39,21,0,4,11,18,0,0,0,0,1050,2,7
Serie A,2425,Inter,Carlos Augusto,BRA,DF,26,1999.0,18.8,1228,1117,109,22,2,2,20,83,0,0,0,0,1083,2,19
Serie A,2425,Inter,Davide Frattesi,ITA,MF,25,1999.0,13.6,360,344,14,10,5,0,8,4,0,0,0,0,297,2,10
Serie A,2425,Inter,Denzel Dumfries,NED,"DF,FW",29,1996.0,21.7,831,678,150,5,2,3,57,145,0,0,0,0,603,3,27
Serie A,2425,Inter,Federico Dimarco,ITA,"DF,FW",27,1997.0,24.2,1275,1090,178,24,3,13,190,81,73,12,46,0,973,7,29
Serie A,2425,Inter,Francesco Acerbi,ITA,DF,37,1988.0,19.0,1297,1256,39,24,0,2,10,8,0,0,0,0,1200,2,5
Serie A,2425,Inter,Hakan Çalhanoğlu,TUR,MF,31,1994.0,21.6,1690,1532,155,62,7,17,122,4,88,30,47,1,1464,3,12
