league,season,team,player,nation,position,age,born_year,90s,touches,touches_def_penalty_area,touches_def_third,touches_mid_third,touches_ofe_third,touches_ofe_penalty_area,touches_live,take_ons_attempted,take_ons_successful,perc_take_ons,times_tackled_during_take_ons,perc_tackles,carries,carries_distance,progressive_carries_distance,progressive_carries,carries_into_ofe_third,carries_into_penalty_area,miscontrols,dispossessed,passes_received,progressive_passes_received
Serie A,2425,Atalanta,Lazar Samardzic,SRB,MF,23,2002.0,13.0,867,6,61,353,459,54,867,60,27,45.0,32,53.3,573,3612,1652,54,40,21,36,19,658,99
Serie A,2425,Atalanta,Marco Brescianini,ITA,MF,25,2000.0,10.4,515,7,62,242,218,36,515,25,7,28.0,15,60.0,336,2195,1112,44,27,12,27,19,394,66
Serie A,2425,Atalanta,Marco Carnesecchi,ITA,GK,24,2000.0,33.0,1138,999,1135,3,0,0,1138,0,0,0.0,0,0.0,661,3387,1904,0,0,0,0,0,565,0
Serie A,2425,Atalanta,Marco Palestra,ITA,DF,20,2005.0,2.0,120,3,26,48,46,12,120,11,4,36.4,4,36.4,80,580,378,13,4,6,3,1,82,13
Serie A,2425,Atalanta,Mario Pašalić,CRO,MF,30,1995.0,21.5,1545,44,271,905,381,68,1544,17,4,23.5,12,70.6,1027,5450,2668,44,50,6,23,22,1185,67
Serie A,2425,Atalanta,Marten de Roon,NED,"MF,DF",34,1991.0,34.0,2538,89,615,1479,463,19,2538,13,6,46.2,6,46.2,1475,6603,3579,37,51,1,24,9,1754,32
Serie A,2425,Atalanta,Mateo Retegui,ITA,FW,26,1999.0,25.5,839,18,28,360,457,167,834,28,10,35.7,12,42.9,533,2135,461,21,11,11,90,46,677,191
Serie A,2425,Atalanta,Matteo Ruggeri,ITA,DF,22,2002.0,18.5,1394,44,348,600,456,13,1394,11,6,54.5,4,36.4,748,3825,1959,58,32,0,13,4,916,102
Serie A,2425,Atalanta,Mitchel Bakker,NED,MF,24,2000.0,0.2,10,0,2,5,3,0,10,0,0,0.0,0,0.0,6,23,15,0,0,0,0,0,7,1
Serie A,2425,Atalanta,Nicolò Zaniolo,ITA,"FW,MF",25,1999.0,4.0,153,0,3,62,90,25,153,16,6,37.5,7,43.8,118,584,237,7,6,5,18,14,147,33
Serie A,2425,Atalanta,Odilon Kossounou,CIV,DF,24,2001.0,11.5,736,44,254,399,86,15,736,12,5,41.7,7,58.3,434,2122,1093,13,6,4,11,3,494,14
Serie A,2425,Atalanta,Rafael Tolói,ITA,DF,34,1990.0,5.2,340,19,108,182,55,3,340,3,2,66.7,1,33.3,195,836,444,5,6,0,6,3,234,5
Serie A,2425,Atalanta,Raoul Bellanova,ITA,DF,25,2000.0,25.9,1438,45,327,565,563,47,1438,48,21,43.8,23,47.9,813,5103,2731,82,51,8,28,11,924,189
Serie A,2425,Atalanta,Rui Patrício,POR,GK,37,1988.0,3.0,107,86,107,0,0,0,107,0,0,0.0,0,0.0,68,367,197,0,0,0,0,0,59,0
Serie A,2425,Atalanta,Sead Kolašinac,BIH,DF,31,1993.0,21.1,1458,71,483,761,230,27,1458,15,3,20.0,12,80.0,878,4210,2812,52,52,2,17,16,1001,47
Serie A,2425,Atalanta,Stefan Posch,AUT,DF,28,1997.0,3.8,263,18,97,129,39,4,263,2,1,50.0,1,50.0,185,1147,619,4,5,0,2,5,173,4
Serie A,2425,Atalanta,Vanja Vlahović,SRB,"FW,MF",21,2004.0,0.7,18,0,0,4,14,7,18,2,0,0.0,1,50.0,13,40,13,0,0,0,6,1,12,5
Serie A,2425,Atalanta,Éderson,BRA,MF,25,1999.0,31.6,2275,62,483,1251,568,56,2275,51,23,45.1,25,49.0,1476,6939,3302,39,57,12,44,41,1678,79
Serie A,2425,Bologna,Benjamín Domínguez,ARG,FW,21,2003.0,14.2,555,6,34,200,335,55,555,74,28,37.8,41,55.4,396,2428,1263,50,26,23,45,33,420,123
Serie A,2425,Bologna,Charalambos Lykogiannis,GRE,DF,31,1993.0,10.8,747,29,203,336,213,8,747,7,3,42.9,2,28.6,341,1336,592,10,7,1,6,3,439,30
Serie A,2425,Bologna,Dan Ndoye,SUI,FW,24,2000.0,22.8,979,4,71,397,534,97,977,94,36,38.3,42,44.7,728,5582,2997,131,53,47,74,45,798,219
Serie A,2425,Bologna,Davide Calabria,ITA,DF,28,1996.0,6.8,481,10,141,238,107,4,481,3,0,0.0,3,100.0,269,1194,576,6,6,0,9,3,282,19
Serie A,2425,Bologna,Emil Holm,SWE,DF,25,2000.0,12.1,874,44,262,367,255,26,874,23,10,43.5,8,34.8,422,2270,1117,26,17,5,25,12,468,42
Serie A,2425,Bologna,Estanis,ESP,FW,21,2003.0,0.1,13,0,0,1,12,6,13,3,2,66.7,1,33.3,5,39,20,1,0,1,0,0,6,1
Serie A,2425,Bologna,Federico Ravaglia,ITA,GK,25,1999.0,10.7,458,318,451,7,0,0,458,1,1,100.0,0,0.0,310,1675,917,0,0,0,0,0,290,0
Serie A,2425,Bologna,Giovanni Fabbian,ITA,MF,22,2003.0,11.3,325,5,41,152,140,46,325,16,2,12.5,9,56.3,195,1289,355,14,6,5,30,16,232,41
Serie A,2425,Bologna,Jens Odgaard,DEN,"MF,FW",26,1999.0,21.7,759,11,60,340,368,68,759,53,15,28.3,29,54.7,454,2628,1024,35,26,12,56,33,548,99
Serie A,2425,Bologna,Jesper Karlsson,SWE,FW,26,1998.0,3.3,128,1,14,48,68,6,128,6,2,33.3,3,50.0,97,557,207,6,8,0,6,9,106,31
Serie A,2425,Bologna,Jhon Lucumí,COL,DF,26,1998.0,28.0,2229,190,866,1295,87,20,2229,14,10,71.4,2,14.3,1422,7588,4083,34,22,0,13,4,1515,7
Serie A,2425,Bologna,Juan Miranda,ESP,DF,25,2000.0,25.3,2080,62,588,848,655,20,2080,20,7,35.0,12,60.0,1047,3726,1792,34,27,4,23,8,1270,88
Serie A,2425,Bologna,Kacper Urbanski,POL,MF,20,2004.0,2.7,163,6,23,68,73,10,163,5,3,60.0,2,40.0,107,551,201,5,2,0,8,3,110,19
Serie A,2425,Bologna,Lewis Ferguson,SCO,MF,25,1999.0,9.9,682,13,87,440,159,13,681,8,4,50.0,2,25.0,439,2609,1093,18,19,2,11,10,489,19
Serie A,2425,Bologna,Lorenzo De Silvestri,ITA,DF,37,1988.0,11.3,637,30,195,306,137,10,637,5,1,20.0,4,80.0,301,1142,439,4,7,0,6,2,366,29
Serie A,2425,Bologna,Martin Erlic,CRO,DF,27,1998.0,3.7,268,22,102,153,13,7,268,1,0,0.0,0,0.0,179,832,465,4,1,0,2,0,201,1
Serie A,2425,Bologna,Michel Aebischer,SUI,MF,28,1997.0,7.5,451,11,64,285,107,9,451,5,3,60.0,1,20.0,271,1108,443,7,10,2,5,6,324,15
Serie A,2425,Bologna,Nicolò Cambiaghi,ITA,FW,24,2000.0,6.5,318,1,38,104,181,33,318,22,9,40.9,7,31.8,227,1638,845,43,9,14,14,10,244,58
Serie A,2425,Bologna,Nicolò Casale,ITA,DF,27,1998.0,9.0,564,57,273,281,18,7,564,3,3,100.0,0,0.0,303,1459,651,3,1,0,6,1,331,2
Serie A,2425,Bologna,Nikola Moro,CRO,MF,27,1998.0,13.4,923,19,148,579,201,3,923,12,7,58.3,4,33.3,486,2144,968,17,11,0,11,4,592,21
Serie A,2425,Bologna,Oussama El Azzouzi,MAR,MF,23,2001.0,0.2,20,0,3,15,2,0,20,0,0,0.0,0,0.0,14,81,20,0,0,0,0,0,18,0
Serie A,2425,Bologna,Remo Freuler,SUI,MF,33,1992.0,34.7,2183,67,388,1377,434,31,2183,13,5,38.5,7,53.8,1187,5421,2533,39,44,1,32,14,1467,55
Serie A,2425,Bologna,Riccardo Orsolini,ITA,FW,28,1997.0,19.9,876,9,83,333,471,83,873,70,31,44.3,34,48.6,566,3664,1703,58,26,24,44,25,650,178
Serie A,2425,Bologna,Sam Beukema,NED,DF,26,1998.0,33.5,2419,158,920,1363,147,32,2419,2,1,50.0,0,0.0,1519,9080,4593,27,33,1,12,8,1625,9
Serie A,2425,Bologna,Samuel Iling-Junior,ENG,"FW,MF",21,2003.0,1.3,110,0,7,31,73,6,110,7,3,42.9,4,57.1,64,367,190,5,4,1,3,1,79,27
Serie A,2425,Bologna,Santiago Castro,ARG,FW,20,2004.0,24.9,708,23,55,305,356,101,707,42,18,42.9,22,52.4,421,1848,591,17,23,8,70,64,509,134
Serie A,2425,Bologna,Stefan Posch,AUT,DF,28,1997.0,7.9,602,33,186,290,133,13,602,11,3,27.3,8,72.7,295,1505,581,11,8,1,9,12,348,35
Serie A,2425,Bologna,Thijs Dallinga,NED,FW,24,2000.0,12.8,439,15,28,199,214,65,439,11,2,18.2,9,81.8,243,1033,213,9,6,8,42,22,343,84
Serie A,2425,Bologna,Tommaso Pobega,ITA,MF,25,1999.0,12.6,574,24,101,349,131,20,574,7,3,42.9,4,57.1,276,1184,504,12,10,2,13,5,338,23
Serie A,2425,Bologna,Łukasz Skorupski,POL,GK,34,1991.0,26.3,1155,870,1146,9,0,0,1155,1,1,100.0,0,0.0,778,3571,1920,0,0,0,0,0,750,0
Serie A,2425,Cagliari,Adam Obert,SVK,DF,22,2002.0,12.0,710,67,309,312,105,13,710,14,5,35.7,9,64.3,298,1488,797,12,9,0,26,7,330,19
Serie A,2425,Cagliari,Alen Sherri,ALB,GK,27,1997.0,6.9,244,212,242,3,0,0,244,0,0,0.0,0,0.0,137,609,299,0,0,0,0,0,115,0
Serie A,2425,Cagliari,Alessandro Deiola,ITA,MF,29,1995.0,15.9,686,49,189,352,152,20,686,4,3,75.0,1,25.0,332,1199,553,11,4,1,15,11,398,36
Serie A,2425,Cagliari,Antoine Makoumbou,CGO,MF,26,1998.0,23.9,1367,59,452,714,210,4,1367,19,10,52.6,8,42.1,818,3733,1324,11,18,0,17,24,957,14
Serie A,2425,Cagliari,Elia Caprile,ITA,GK,23,2001.0,18.0,756,620,754,2,0,0,756,0,0,0.0,0,0.0,408,1899,1065,0,0,0,1,0,335,0
Serie A,2425,Cagliari,Florinel Coman,ROU,"FW,MF",27,1998.0,2.9,121,2,23,50,50,8,121,5,2,40.0,2,40.0,84,472,178,5,8,2,12,6,98,22
Serie A,2425,Cagliari,Gabriele Zappa,ITA,DF,25,1999.0,34.0,2017,120,803,887,342,34,2017,29,13,44.8,14,48.3,1100,5592,3190,57,39,4,31,7,1191,82
Serie A,2425,Cagliari,Gianluca Gaetano,ITA,"MF,FW",25,2000.0,11.2,490,10,44,225,224,43,490,27,14,51.9,13,48.1,297,1318,435,11,15,7,31,16,356,82
Serie A,2425,Cagliari,Gianluca Lapadula,PER,"FW,MF",35,1990.0,3.4,96,1,6,32,58,22,96,2,2,100.0,0,0.0,43,229,112,7,2,5,6,1,71,16
Serie A,2425,Cagliari,Giuseppe Ciocci,ITA,GK,23,2002.0,0.1,1,0,1,0,0,0,1,0,0,0.0,0,0.0,0,0,0,0,0,0,0,0,0,0
Serie A,2425,Cagliari,José Luis Palomino,ARG,DF,35,1990.0,12.0,707,101,417,265,31,5,707,1,0,0.0,1,100.0,384,1724,735,4,4,0,3,1,422,1
Serie A,2425,Cagliari,Kingstone Mutandwa,ZAM,"FW,MF",22,2003.0,1.4,43,0,4,23,16,4,43,3,1,33.3,2,66.7,25,183,41,1,1,0,7,0,31,7
Serie A,2425,Cagliari,Leonardo Pavoletti,ITA,"FW,MF",36,1988.0,4.9,225,4,15,107,104,28,225,1,0,0.0,0,0.0,86,189,63,1,2,0,18,2,168,26
Serie A,2425,Cagliari,Mateusz Wieteska,POL,DF,28,1997.0,2.0,116,18,64,51,2,2,116,0,0,0.0,0,0.0,69,426,205,1,0,0,1,0,70,0
Serie A,2425,Cagliari,Matteo Prati,ITA,MF,21,2003.0,6.3,313,12,89,177,48,3,313,11,3,27.3,6,54.5,155,569,244,2,3,0,4,2,177,7
Serie A,2425,Cagliari,Mattia Felici,ITA,"MF,FW",24,2001.0,10.3,422,13,76,151,202,37,422,57,19,33.3,30,52.6,259,1802,962,39,18,19,26,10,280,75
Serie A,2425,Cagliari,Michel Ndary Adopo,FRA,MF,24,2000.0,26.8,1222,51,268,713,254,32,1222,42,19,45.2,20,47.6,656,2774,1212,20,21,1,39,26,783,61
Serie A,2425,Cagliari,Nadir Zortea,ITA,"DF,MF",25,1999.0,30.1,1115,43,260,487,387,31,1115,87,38,43.7,47,54.0,661,3945,1877,69,38,8,57,31,732,144
Serie A,2425,Cagliari,Nicola Pintus,ITA,DF,19,2005.0,0.0,3,1,3,0,0,0,3,0,0,0.0,0,0.0,1,0,0,0,0,0,0,0,1,0
Serie A,2425,Cagliari,Nicolas Viola,ITA,"FW,MF",35,1989.0,14.1,595,8,57,294,255,34,595,30,11,36.7,16,53.3,326,1527,700,21,17,7,30,21,389,70
Serie A,2425,Cagliari,Paulo Azzi,BRA,DF,30,1994.0,4.7,242,19,66,97,84,8,242,13,8,61.5,4,30.8,119,804,450,15,10,3,3,4,135,26
Serie A,2425,Cagliari,Roberto Piccoli,ITA,FW,24,2001.0,34.7,919,29,76,468,385,144,918,63,14,22.2,41,65.1,510,2406,774,30,27,14,114,45,666,165
Serie A,2425,Cagliari,Răzvan Marin,ROU,MF,29,1996.0,15.6,860,20,168,462,241,22,858,24,13,54.2,11,45.8,471,2414,1106,22,19,4,18,16,544,29
Serie A,2425,Cagliari,Sebastiano Luperto,ITA,DF,28,1996.0,36.0,1912,251,1064,777,81,29,1912,6,1,16.7,4,66.7,1060,4925,2541,22,15,2,12,3,1190,11
Serie A,2425,Cagliari,Simone Scuffet,ITA,GK,28,1996.0,13.0,442,382,438,4,0,0,442,0,0,0.0,0,0.0,201,1040,641,0,0,0,0,0,178,0
Serie A,2425,Cagliari,Tommaso Augello,ITA,DF,30,1994.0,30.1,1903,103,658,697,569,12,1903,43,24,55.8,18,41.9,885,4194,2239,58,37,3,27,18,1021,113
Serie A,2425,Cagliari,Yerry Mina,COL,DF,30,1994.0,28.5,1796,332,1046,686,89,43,1796,8,3,37.5,2,25.0,948,4855,2737,17,11,0,20,13,969,9
Serie A,2425,Cagliari,Zito Luvumbo,ANG,"FW,MF",23,2002.0,17.8,477,4,44,166,277,67,477,63,25,39.7,25,39.7,347,2694,1426,70,21,35,67,29,367,125
Serie A,2425,Como,Alberto Cerri,ITA,FW,29,1996.0,1.0,36,1,4,12,21,9,36,0,0,0.0,0,0.0,20,54,10,0,0,1,2,3,29,11
Serie A,2425,Como,Alberto Dossena,ITA,DF,26,1998.0,20.3,1220,173,677,517,31,20,1220,6,4,66.7,2,33.3,693,2716,1465,4,1,0,8,3,776,1
Serie A,2425,Como,Alberto Moreno,ESP,DF,32,1992.0,19.2,1224,58,391,563,283,17,1224,7,3,42.9,3,42.9,722,3027,1350,23,30,4,18,3,805,58
Serie A,2425,Como,Alessandro Gabrielloni,ITA,"FW,MF",30,1994.0,1.6,64,3,5,25,36,7,64,0,0,0.0,0,0.0,43,247,128,5,2,1,2,3,44,13
Serie A,2425,Como,Alessio Iovine,ITA,"DF,FW",34,1991.0,4.3,266,13,86,120,62,4,266,1,1,100.0,0,0.0,120,629,338,9,8,2,1,0,149,8
Serie A,2425,Como,Ali Jasim,IRQ,"FW,DF",21,2004.0,0.1,11,0,6,4,1,0,11,0,0,0.0,0,0.0,7,54,36,1,0,0,0,0,8,1
Serie A,2425,Como,Alieu Fadera,GAM,"FW,DF",23,2001.0,18.3,844,16,148,326,391,60,844,68,26,38.2,34,50.0,544,3868,2239,74,34,32,41,33,533,160
Serie A,2425,Como,Anastasios Douvikas,GRE,FW,25,1999.0,6.4,182,2,13,73,99,34,182,9,5,55.6,4,44.4,112,494,174,8,8,8,25,12,134,36
Serie A,2425,Como,Andrea Belotti,ITA,FW,31,1993.0,6.6,185,7,23,82,82,28,185,6,2,33.3,2,33.3,106,477,203,9,5,3,10,10,131,33
Serie A,2425,Como,Assane Diao,SEN,"FW,MF",19,2005.0,13.9,523,16,65,191,273,58,523,72,19,26.4,35,48.6,376,2757,1349,50,33,27,50,38,396,116
Serie A,2425,Como,Ben Lhassine Kone,CIV,MF,25,2000.0,0.6,35,2,8,22,6,0,35,1,1,100.0,0,0.0,25,115,17,0,0,0,5,5,23,1
Serie A,2425,Como,Daniele Baselli,ITA,MF,33,1992.0,0.2,31,1,6,23,2,0,31,0,0,0.0,0,0.0,22,134,45,2,0,0,1,0,24,0
Serie A,2425,Como,Dele Alli,ENG,MF,29,1996.0,0.1,4,0,0,2,2,0,4,0,0,0.0,0,0.0,3,7,4,0,0,0,1,0,4,1
Serie A,2425,Como,Edoardo Goldaniga,ITA,DF,31,1993.0,28.1,1757,154,848,800,117,25,1757,7,3,42.9,4,57.1,1008,5274,2711,20,16,0,10,8,1189,8
Serie A,2425,Como,Emil Audero,IDN,GK,28,1997.0,8.0,269,219,268,1,0,0,269,0,0,0.0,0,0.0,177,821,476,0,0,0,0,0,162,0
Serie A,2425,Como,Federico Barba,ITA,DF,31,1993.0,4.8,320,33,155,144,21,5,320,0,0,0.0,0,0.0,201,999,567,5,2,0,1,1,215,5
Serie A,2425,Como,Fellipe Jack,BRA,DF,19,2006.0,1.9,127,10,74,48,5,1,127,1,0,0.0,1,100.0,62,281,188,2,1,0,5,0,71,1
Serie A,2425,Como,Gabriel Strefezza,BRA,"FW,MF",28,1997.0,29.1,1483,27,197,595,704,93,1483,82,36,43.9,33,40.2,1033,5384,2695,80,42,33,49,53,1110,190
Serie A,2425,Como,Ignace Van Der Brempt,BEL,DF,23,2002.0,14.0,840,44,270,391,194,14,840,28,13,46.4,12,42.9,428,2163,1028,18,12,4,21,10,464,35
Serie A,2425,Como,Ivan Smolčić,CRO,DF,24,2000.0,7.0,475,29,184,224,70,10,475,2,0,0.0,2,100.0,227,824,296,3,5,0,8,3,256,9
Serie A,2425,Como,Jean Butez,FRA,GK,29,1995.0,18.5,799,641,791,9,0,0,799,0,0,0.0,0,0.0,529,2734,1543,0,0,0,1,0,447,0
Serie A,2425,Como,Jonathan Ikone,FRA,FW,27,1998.0,6.0,257,4,26,110,125,31,257,29,8,27.6,20,69.0,168,1060,612,23,11,12,9,14,188,55
Serie A,2425,Como,Luca Mazzitelli,ITA,MF,29,1995.0,3.7,235,9,56,134,49,10,235,5,4,80.0,1,20.0,132,599,245,2,5,0,3,5,170,14
Serie A,2425,Como,Lucas Da Cunha,FRA,MF,23,2001.0,29.0,1928,54,378,1030,527,40,1928,29,12,41.4,17,58.6,1192,6139,3048,63,52,13,20,16,1382,85
Serie A,2425,Como,Marc-Oliver Kempf,GER,DF,30,1995.0,29.1,2010,305,1004,932,85,26,2010,5,4,80.0,1,20.0,1136,5290,2703,17,8,1,12,5,1313,4
Serie A,2425,Como,Marco Sala,ITA,DF,25,1999.0,2.9,173,9,54,69,51,1,173,2,1,50.0,0,0.0,113,565,311,10,10,1,1,1,116,16
Serie A,2425,Como,Matthias Braunöder,AUT,MF,23,2002.0,3.0,175,4,43,108,25,3,175,4,1,25.0,2,50.0,88,362,187,2,4,1,3,2,112,0
Serie A,2425,Como,Maxence Caqueret,FRA,MF,25,2000.0,12.1,697,9,134,367,205,24,697,33,14,42.4,15,45.5,451,2069,882,15,17,1,29,17,512,46
Serie A,2425,Como,Máximo Perrone,ARG,MF,22,2003.0,20.6,1502,61,372,932,205,15,1502,8,3,37.5,5,62.5,928,3599,1645,16,18,1,20,16,1164,19
Serie A,2425,Como,Mërgim Vojvoda,KVX,DF,30,1995.0,8.0,522,32,148,231,147,14,522,11,3,27.3,7,63.6,292,1211,590,16,11,4,4,4,343,40
Serie A,2425,Como,Nicolás Paz,ARG,"MF,FW",20,2004.0,29.9,1683,21,226,820,667,85,1682,135,69,51.1,58,43.0,1088,6141,2881,77,62,16,101,45,1265,170
Serie A,2425,Como,Oliver Abildgaard,DEN,MF,28,1996.0,0.1,2,0,1,1,0,0,2,0,0,0.0,0,0.0,0,0,0,0,0,0,0,0,0,0
Serie A,2425,Como,Patrick Cutrone,ITA,FW,27,1998.0,22.7,692,5,27,281,388,119,691,24,9,37.5,12,50.0,443,2242,1061,53,16,26,62,26,508,155
Serie A,2425,Como,Pepe Reina,ESP,GK,42,1982.0,11.5,381,307,380,1,0,0,381,1,0,0.0,0,0.0,243,1354,755,0,0,0,0,0,193,0
Serie A,2425,Como,Sergi Roberto,ESP,MF,33,1992.0,7.7,582,19,114,348,123,9,582,10,3,30.0,6,60.0,340,1514,775,10,13,2,14,5,429,19
Serie A,2425,Como,Simone Verdi,ITA,"MF,FW",32,1992.0,1.3,75,2,7,37,32,1,75,2,2,100.0,0,0.0,44,270,150,3,4,1,0,4,51,13
Serie A,2425,Como,Yannik Engelhardt,GER,"MF,DF",24,2001.0,12.9,835,41,202,511,130,16,835,15,9,60.0,3,20.0,524,2720,1239,18,13,2,22,7,553,18
Serie A,2425,Como,Álex Valle,ESP,DF,21,2004.0,11.4,799,26,276,375,155,12,799,18,9,50.0,9,50.0,422,2234,1067,19,20,4,18,8,460,30
Serie A,2425,Empoli,Alberto Grassi,ITA,MF,30,1995.0,23.5,1001,67,282,581,151,25,1001,10,4,40.0,5,50.0,417,2046,774,16,11,1,25,17,514,23
Serie A,2425,Empoli,Ardian Ismajli,ALB,DF,28,1996.0,26.9,1332,238,837,496,7,7,1332,0,0,0.0,0,0.0,559,2565,993,2,1,0,8,2,628,0
Serie A,2425,Empoli,Christian Kouamé,CIV,"FW,MF",27,1997.0,5.6,217,6,10,104,105,22,217,13,5,38.5,7,53.8,114,568,245,5,4,1,13,7,171,39
Serie A,2425,Empoli,Devis Vásquez,COL,GK,27,1998.0,31.0,1145,894,1130,15,1,0,1145,1,1,100.0,0,0.0,683,3426,2099,0,0,0,2,0,596,0
Serie A,2425,Empoli,Emmanuel Ekong,SWE,"MF,FW",22,2002.0,2.1,84,0,11,29,46,6,84,20,7,35.0,11,55.0,50,455,215,8,2,5,8,9,65,19
Serie A,2425,Empoli,Emmanuel Gyasi,GHA,"DF,FW",31,1994.0,34.9,1352,87,326,658,379,49,1352,35,20,57.1,13,37.1,561,2410,858,22,18,9,53,24,664,106
Serie A,2425,Empoli,Faustino Anjorin,ENG,MF,23,2001.0,12.0,600,24,128,339,146,17,600,38,15,39.5,20,52.6,310,1739,977,27,17,6,23,10,365,33
Serie A,2425,Empoli,Francesco Caputo,ITA,FW,37,1987.0,0.1,2,0,0,1,1,0,2,0,0,0.0,0,0.0,1,1,0,0,0,0,0,0,1,1
Serie A,2425,Empoli,Giuseppe Pezzella,ITA,"DF,FW",27,1997.0,31.0,1525,88,435,612,498,32,1525,50,17,34.0,24,48.0,655,4029,2056,76,33,12,46,31,752,139
Serie A,2425,Empoli,Ismael Konate,CIV,"FW,MF",19,2006.0,1.2,49,3,10,20,20,3,49,2,2,100.0,0,0.0,23,115,74,5,2,2,5,1,34,7
Serie A,2425,Empoli,Jacopo Bacci,ITA,MF,19,2005.0,0.3,14,1,4,10,0,0,14,0,0,0.0,0,0.0,5,25,1,0,0,0,0,0,5,0
Serie A,2425,Empoli,Jacopo Fazzini,ITA,MF,22,2003.0,14.4,596,14,92,279,237,40,596,41,20,48.8,16,39.0,337,2181,1053,31,23,15,35,32,389,80
Serie A,2425,Empoli,Jacopo Seghetti,ITA,GK,20,2005.0,1.0,24,17,24,0,0,0,24,0,0,0.0,0,0.0,12,53,44,0,0,0,0,0,9,0
Serie A,2425,Empoli,Junior Sambia,FRA,"DF,FW",28,1996.0,4.2,227,5,24,116,89,8,227,17,7,41.2,7,41.2,100,474,232,5,6,1,8,5,105,20
Serie A,2425,Empoli,Liam Henderson,SCO,MF,29,1996.0,25.3,1154,43,226,669,267,13,1154,11,6,54.5,3,27.3,468,2005,841,15,17,3,22,9,645,51
Serie A,2425,Empoli,Liberato Cacace,NZL,"DF,MF",24,2000.0,24.1,1153,81,342,478,355,54,1153,50,14,28.0,33,66.0,526,3504,1866,53,34,7,39,19,611,92
Serie A,2425,Empoli,Lorenzo Colombo,ITA,"FW,MF",23,2002.0,24.5,824,18,77,410,349,82,823,48,23,47.9,24,50.0,432,2151,855,27,28,10,87,52,538,115
Serie A,2425,Empoli,Lorenzo Tosto,ITA,DF,19,2006.0,0.0,4,0,3,1,0,0,4,0,0,0.0,0,0.0,3,7,5,0,0,0,0,0,4,0
Serie A,2425,Empoli,Luca Marianucci,ITA,DF,20,2004.0,11.9,609,64,290,286,35,5,609,10,5,50.0,3,30.0,299,1326,722,12,5,0,7,3,311,3
Serie A,2425,Empoli,Marco Silvestri,ITA,GK,34,1991.0,5.0,162,130,162,0,0,0,162,0,0,0.0,0,0.0,103,565,359,0,0,0,0,0,93,0
Serie A,2425,Empoli,Mattia De Sciglio,ITA,DF,32,1992.0,8.5,394,35,165,187,44,9,394,4,1,25.0,2,50.0,161,719,257,4,3,0,5,4,191,7
Serie A,2425,Empoli,Mattia Viti,ITA,DF,23,2002.0,27.6,1436,255,771,626,52,12,1436,10,5,50.0,3,30.0,593,3016,1571,15,8,0,20,16,701,9
Serie A,2425,Empoli,Nicolas Haas,SUI,MF,29,1996.0,3.2,155,4,45,86,25,1,155,1,0,0.0,0,0.0,73,258,105,2,1,0,3,3,83,2
Serie A,2425,Empoli,Ola Solbakken,NOR,"MF,FW",26,1998.0,8.3,251,7,32,133,92,15,251,14,6,42.9,8,57.1,144,1067,418,18,10,6,14,8,185,30
Serie A,2425,Empoli,Petar Stojanović,SVN,MF,29,1995.0,0.0,3,1,2,1,0,0,3,0,0,0.0,0,0.0,2,5,1,0,0,0,0,0,1,0
Serie A,2425,Empoli,Pietro Pellegri,ITA,FW,24,2001.0,4.6,128,4,7,66,58,14,128,14,5,35.7,7,50.0,80,682,215,12,6,6,16,15,91,28
Serie A,2425,Empoli,Saba Goglichidze,GEO,DF,20,2004.0,27.3,1148,106,590,519,55,11,1148,10,4,40.0,4,40.0,534,2524,1101,12,13,2,19,5,623,8
Serie A,2425,Empoli,Sebastian Walukiewicz,POL,DF,25,2000.0,2.0,83,16,37,38,9,0,83,0,0,0.0,0,0.0,32,279,157,2,0,0,2,0,33,3
Serie A,2425,Empoli,Sebastiano Esposito,ITA,"FW,MF",22,2002.0,25.0,1050,11,85,521,460,93,1048,67,29,43.3,31,46.3,549,2314,1079,31,26,11,84,48,687,102
Serie A,2425,Empoli,Szymon Żurkowski,POL,MF,27,1997.0,1.2,59,5,17,35,7,4,59,4,2,50.0,2,50.0,28,190,35,1,0,1,5,4,29,3
Serie A,2425,Empoli,Thomas Campaniello,ITA,FW,17,2008.0,0.3,17,0,1,6,10,1,17,0,0,0.0,0,0.0,5,20,2,0,0,0,1,0,13,6
Serie A,2425,Empoli,Tyronne Ebuehi,NGA,"DF,MF",29,1995.0,0.8,59,1,5,30,24,3,59,1,1,100.0,0,0.0,20,93,45,3,0,2,3,2,19,3
Serie A,2425,Empoli,Viktor Kovalenko,UKR,MF,29,1996.0,0.9,44,0,8,24,12,3,44,1,1,100.0,0,0.0,21,106,43,1,0,0,1,2,31,3
Serie A,2425,Empoli,Youssef Maleh,MAR,MF,26,1998.0,16.8,744,18,167,432,158,15,744,13,4,30.8,6,46.2,299,1114,557,10,11,1,25,10,419,37
Serie A,2425,Fiorentina,Albert Guðmundsson,ISL,"FW,MF",27,1997.0,13.9,607,9,78,330,205,29,605,27,15,55.6,6,22.2,389,2394,995,32,25,9,28,14,450,56
Serie A,2425,Fiorentina,Alessandro Bianco,ITA,MF,22,2002.0,0.2,14,0,2,11,1,0,14,0,0,0.0,0,0.0,8,48,30,0,0,0,1,0,8,1
Serie A,2425,Fiorentina,Amir Richardson,MAR,MF,23,2002.0,11.4,693,34,141,405,150,15,693,19,11,57.9,6,31.6,415,2106,925,17,16,1,18,10,486,31
