league,season,team,player,nation,position,age,born_year,90s,shot_creating_actions,shot_creating_actions_90s,play_passes_to_shot,fk_passes_to_shot,take_ons_to_shot,shot_to_shot,fouls_drawn_to_shot,defensive_actions_to_shot,goal_creating_actions,goal_creating_actions_90s,play_passes_to_goal,fk_passes_to_goal,take_ons_to_goal,shot_to_goal,fouls_drawn_to_goal,defensive_actions_to_goal
Serie A,2425,Como,Jonathan Ikone,FRA,FW,27,1998.0,6.0,14,2.33,7,0,2,2,2,1,3,0.5,2,0,0,0,0,1
Serie A,2425,Como,Luca Mazzitelli,ITA,MF,29,1995.0,3.7,13,3.5,10,0,1,1,0,1,1,0.27,1,0,0,0,0,0
Serie A,2425,Como,Lucas Da Cunha,FRA,MF,23,2001.0,29.0,110,3.79,70,28,1,6,4,1,7,0.24,4,2,0,0,0,1
Serie A,2425,Como,Marc-Oliver Kempf,GER,DF,30,1995.0,29.1,34,1.17,29,0,0,5,0,0,2,0.07,2,0,0,0,0,0
Serie A,2425,Como,Marco Sala,ITA,DF,25,1999.0,2.9,6,2.07,6,0,0,0,0,0,0,0.0,0,0,0,0,0,0
Serie A,2425,Como,Matthias Braunöder,AUT,MF,23,2002.0,3.0,4,1.34,2,0,0,1,1,0,0,0.0,0,0,0,0,0,0
Serie A,2425,Como,Maxence Caqueret,FRA,MF,25,2000.0,12.1,41,3.4,34,1,3,2,1,0,8,0.66,7,0,1,0,0,0
Serie A,2425,Como,Máximo Perrone,ARG,MF,22,2003.0,20.6,49,2.37,47,1,0,0,1,0,4,0.19,4,0,0,0,0,0
Serie A,2425,Como,Mërgim Vojvoda,KVX,DF,30,1995.0,8.0,20,2.51,15,3,1,1,0,0,2,0.25,2,0,0,0,0,0
Serie A,2425,Como,Nicolás Paz,ARG,"MF,FW",20,2004.0,29.9,144,4.82,96,11,19,11,6,1,16,0.54,14,0,2,0,0,0
Serie A,2425,Como,Oliver Abildgaard,DEN,MF,28,1996.0,0.1,0,0.0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0
Serie A,2425,Como,Patrick Cutrone,ITA,FW,27,1998.0,22.7,49,2.15,33,0,1,10,3,2,6,0.26,6,0,0,0,0,0
Serie A,2425,Como,Pepe Reina,ESP,GK,42,1982.0,11.5,1,0.09,1,0,0,0,0,0,0,0.0,0,0,0,0,0,0
Serie A,2425,Como,Sergi Roberto,ESP,MF,33,1992.0,7.7,24,3.1,20,3,0,1,0,0,1,0.13,1,0,0,0,0,0
Serie A,2425,Como,Simone Verdi,ITA,"MF,FW",32,1992.0,1.3,8,6.26,6,2,0,0,0,0,0,0.0,0,0,0,0,0,0
Serie A,2425,Como,Yannik Engelhardt,GER,"MF,DF",24,2001.0,12.9,24,1.86,20,1,1,0,1,1,2,0.15,2,0,0,0,0,0
Serie A,2425,Como,Álex Valle,ESP,DF,21,2004.0,11.4,25,2.18,22,1,0,2,0,0,0,0.0,0,0,0,0,0,0
Serie A,2425,Empoli,Alberto Grassi,ITA,MF,30,1995.0,23.5,23,0.97,19,0,0,2,1,1,2,0.08,1,0,0,0,1,0
Serie A,2425,Empoli,Ardian Ismajli,ALB,DF,28,1996.0,26.9,7,0.26,5,1,0,0,0,1,1,0.04,1,0,0,0,0,0
Serie A,2425,Empoli,Christian Kouamé,CIV,"FW,MF",27,1997.0,5.6,23,4.08,15,0,3,2,2,1,0,0.0,0,0,0,0,0,0
Serie A,2425,Empoli,Devis Vásquez,COL,GK,27,1998.0,31.0,5,0.16,5,0,0,0,0,0,0,0.0,0,0,0,0,0,0
Serie A,2425,Empoli,Emmanuel Ekong,SWE,"MF,FW",22,2002.0,2.1,6,2.9,3,0,3,0,0,0,0,0.0,0,0,0,0,0,0
Serie A,2425,Empoli,Emmanuel Gyasi,GHA,"DF,FW",31,1994.0,34.9,39,1.12,32,4,1,1,1,0,5,0.14,4,1,0,0,0,0
Serie A,2425,Empoli,Faustino Anjorin,ENG,MF,23,2001.0,12.0,32,2.66,24,1,3,1,2,1,5,0.42,4,0,0,0,0,1
Serie A,2425,Empoli,Francesco Caputo,ITA,FW,37,1987.0,0.1,0,0.0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0
Serie A,2425,Empoli,Giuseppe Pezzella,ITA,"DF,FW",27,1997.0,31.0,56,1.81,42,10,2,0,2,0,5,0.16,5,0,0,0,0,0
Serie A,2425,Empoli,Ismael Konate,CIV,"FW,MF",19,2006.0,1.2,3,2.5,2,0,1,0,0,0,1,0.83,1,0,0,0,0,0
Serie A,2425,Empoli,Jacopo Bacci,ITA,MF,19,2005.0,0.3,0,0.0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0
Serie A,2425,Empoli,Jacopo Fazzini,ITA,MF,22,2003.0,14.4,44,3.06,33,1,2,3,5,0,7,0.49,7,0,0,0,0,0
Serie A,2425,Empoli,Jacopo Seghetti,ITA,GK,20,2005.0,1.0,0,0.0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0
Serie A,2425,Empoli,Junior Sambia,FRA,"DF,FW",28,1996.0,4.2,11,2.62,9,1,0,0,0,1,0,0.0,0,0,0,0,0,0
Serie A,2425,Empoli,Liam Henderson,SCO,MF,29,1996.0,25.3,57,2.25,42,10,2,1,1,1,5,0.2,4,1,0,0,0,0
Serie A,2425,Empoli,Liberato Cacace,NZL,"DF,MF",24,2000.0,24.1,53,2.2,33,13,4,2,1,0,4,0.17,2,2,0,0,0,0
Serie A,2425,Empoli,Lorenzo Colombo,ITA,"FW,MF",23,2002.0,24.5,54,2.21,33,0,5,7,8,1,3,0.12,1,0,1,1,0,0
Serie A,2425,Empoli,Lorenzo Tosto,ITA,DF,19,2006.0,0.0,0,0.0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0
Serie A,2425,Empoli,Luca Marianucci,ITA,DF,20,2004.0,11.9,12,1.01,6,2,2,2,0,0,0,0.0,0,0,0,0,0,0
Serie A,2425,Empoli,Marco Silvestri,ITA,GK,34,1991.0,5.0,0,0.0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0
Serie A,2425,Empoli,Mattia De Sciglio,ITA,DF,32,1992.0,8.5,8,0.94,5,1,0,0,1,1,0,0.0,0,0,0,0,0,0
Serie A,2425,Empoli,Mattia Viti,ITA,DF,23,2002.0,27.6,21,0.76,12,2,0,2,2,3,0,0.0,0,0,0,0,0,0
Serie A,2425,Empoli,Nicolas Haas,SUI,MF,29,1996.0,3.2,8,2.51,6,0,0,0,0,2,0,0.0,0,0,0,0,0,0
Serie A,2425,Empoli,Ola Solbakken,NOR,"MF,FW",26,1998.0,8.3,12,1.45,11,0,1,0,0,0,1,0.12,1,0,0,0,0,0
Serie A,2425,Empoli,Petar Stojanović,SVN,MF,29,1995.0,0.0,0,0.0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0
Serie A,2425,Empoli,Pietro Pellegri,ITA,FW,24,2001.0,4.6,15,3.27,10,0,4,1,0,0,2,0.44,0,0,2,0,0,0
Serie A,2425,Empoli,Saba Goglichidze,GEO,DF,20,2004.0,27.3,12,0.44,10,0,0,0,0,2,2,0.07,2,0,0,0,0,0
Serie A,2425,Empoli,Sebastian Walukiewicz,POL,DF,25,2000.0,2.0,4,2.0,4,0,0,0,0,0,0,0.0,0,0,0,0,0,0
Serie A,2425,Empoli,Sebastiano Esposito,ITA,"FW,MF",22,2002.0,25.0,76,3.04,50,4,6,8,7,1,5,0.2,0,0,2,2,1,0
Serie A,2425,Empoli,Szymon Żurkowski,POL,MF,27,1997.0,1.2,1,0.85,0,0,0,0,0,1,0,0.0,0,0,0,0,0,0
Serie A,2425,Empoli,Thomas Campaniello,ITA,FW,17,2008.0,0.3,0,0.0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0
Serie A,2425,Empoli,Tyronne Ebuehi,NGA,"DF,MF",29,1995.0,0.8,1,1.23,1,0,0,0,0,0,0,0.0,0,0,0,0,0,0
Serie A,2425,Empoli,Viktor Kovalenko,UKR,MF,29,1996.0,0.9,0,0.0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0
Serie A,2425,Empoli,Youssef Maleh,MAR,MF,26,1998.0,16.8,30,1.79,26,0,1,1,2,0,2,0.12,2,0,0,0,0,0
Serie A,2425,Fiorentina,Albert Guðmundsson,ISL,"FW,MF",27,1997.0,13.9,37,2.66,25,2,2,4,4,0,5,0.36,3,0,0,0,2,0
Serie A,2425,Fiorentina,Alessandro Bianco,ITA,MF,22,2002.0,0.2,0,0.0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0
Serie A,2425,Fiorentina,Amir Richardson,MAR,MF,23,2002.0,11.4,17,1.49,15,0,1,0,1,0,3,0.26,2,0,0,0,1,0
Serie A,2425,Fiorentina,Andrea Colpani,ITA,"FW,MF",26,1999.0,16.1,43,2.7,34,4,0,4,1,0,5,0.31,3,0,0,2,0,0
Serie A,2425,Fiorentina,Antonín Barák,CZE,MF,30,1994.0,0.6,3,5.0,3,0,0,0,0,0,0,0.0,0,0,0,0,0,0
Serie A,2425,Fiorentina,Cher Ndour,ITA,"MF,DF",20,2004.0,4.4,9,2.03,7,0,0,0,1,1,0,0.0,0,0,0,0,0,0
Serie A,2425,Fiorentina,Christian Kouamé,CIV,"FW,MF",27,1997.0,6.9,22,3.19,18,0,2,1,1,0,0,0.0,0,0,0,0,0,0
Serie A,2425,Fiorentina,Cristiano Biraghi,ITA,DF,32,1992.0,4.8,8,1.66,3,5,0,0,0,0,0,0.0,0,0,0,0,0,0
Serie A,2425,Fiorentina,Danilo Cataldi,ITA,MF,30,1994.0,19.2,32,1.68,21,6,0,3,1,1,1,0.05,0,1,0,0,0,0
Serie A,2425,Fiorentina,David de Gea,ESP,GK,34,1990.0,34.0,9,0.26,7,2,0,0,0,0,3,0.09,2,1,0,0,0,0
Serie A,2425,Fiorentina,Dodô,BRA,DF,26,1998.0,33.6,74,2.2,55,2,4,3,8,2,11,0.33,7,0,2,0,2,0
Serie A,2425,Fiorentina,Edoardo Bove,ITA,"MF,FW",23,2002.0,9.5,31,3.27,24,1,1,1,3,1,7,0.74,5,0,1,0,1,0
Serie A,2425,Fiorentina,Fabiano Parisi,ITA,"DF,MF",24,2000.0,12.5,14,1.12,8,1,3,0,2,0,2,0.16,0,0,2,0,0,0
Serie A,2425,Fiorentina,Jonathan Ikone,FRA,"FW,MF",27,1998.0,3.7,13,3.5,8,0,2,1,2,0,0,0.0,0,0,0,0,0,0
Serie A,2425,Fiorentina,Luca Ranieri,ITA,DF,26,1999.0,33.1,24,0.72,20,0,2,2,0,0,5,0.15,5,0,0,0,0,0
Serie A,2425,Fiorentina,Lucas Beltrán,ARG,"FW,MF",24,2001.0,20.8,63,3.03,55,1,1,2,2,2,9,0.43,8,0,0,0,1,0
Serie A,2425,Fiorentina,Lucas Martínez Quarta,ARG,DF,29,1996.0,3.9,4,1.03,4,0,0,0,0,0,0,0.0,0,0,0,0,0,0
Serie A,2425,Fiorentina,Maat Daniel Caprini,ITA,FW,19,2006.0,0.1,0,0.0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0
Serie A,2425,Fiorentina,Marin Pongračić,CRO,DF,27,1997.0,15.1,12,0.8,10,2,0,0,0,0,1,0.07,1,0,0,0,0,0
Serie A,2425,Fiorentina,Matias Moreno,ARG,DF,21,2003.0,1.6,3,1.87,2,0,1,0,0,0,0,0.0,0,0,0,0,0,0
Serie A,2425,Fiorentina,Michael Folorunsho,ITA,"FW,MF",27,1998.0,7.2,14,1.94,9,0,2,1,1,1,1,0.14,1,0,0,0,0,0
Serie A,2425,Fiorentina,Michael Kayode,ITA,"DF,FW",20,2004.0,1.4,4,2.83,2,0,2,0,0,0,0,0.0,0,0,0,0,0,0
Serie A,2425,Fiorentina,Moise Kean,ITA,FW,25,2000.0,29.0,55,1.89,26,1,15,7,5,1,6,0.21,2,0,2,2,0,0
Serie A,2425,Fiorentina,Nicolò Fagioli,ITA,MF,24,2001.0,9.7,27,2.79,19,5,0,2,1,0,3,0.31,3,0,0,0,0,0
Serie A,2425,Fiorentina,Nicolò Zaniolo,ITA,FW,25,1999.0,3.8,10,2.42,6,0,1,0,3,0,0,0.0,0,0,0,0,0,0
Serie A,2425,Fiorentina,Pablo Marí,ESP,DF,31,1993.0,11.2,6,0.54,6,0,0,0,0,0,0,0.0,0,0,0,0,0,0
Serie A,2425,Fiorentina,Pietro Comuzzo,ITA,DF,20,2005.0,23.6,18,0.76,15,0,0,1,0,2,1,0.04,1,0,0,0,0,0
Serie A,2425,Fiorentina,Pietro Terracciano,ITA,GK,35,1990.0,3.0,0,0.0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0
Serie A,2425,Fiorentina,Riccardo Sottil,ITA,"FW,MF",25,1999.0,9.3,35,3.78,23,0,5,3,4,0,4,0.43,3,0,0,0,1,0
Serie A,2425,Fiorentina,Robin Gosens,GER,DF,30,1994.0,27.0,60,2.22,45,6,2,5,1,1,13,0.48,7,2,0,4,0,0
Serie A,2425,Fiorentina,Rolando Mandragora,ITA,MF,27,1997.0,20.5,52,2.54,33,9,1,3,3,3,5,0.24,3,2,0,0,0,0
Serie A,2425,Fiorentina,Sofyan Amrabat,MAR,MF,28,1996.0,2.0,4,2.0,4,0,0,0,0,0,0,0.0,0,0,0,0,0,0
Serie A,2425,Fiorentina,Tommaso Rubino,ITA,MF,18,2006.0,0.1,1,11.25,1,0,0,0,0,0,0,0.0,0,0,0,0,0,0
Serie A,2425,Fiorentina,Yacine Adli,FRA,MF,24,2000.0,13.7,50,3.64,35,10,2,2,1,0,10,0.73,6,2,1,1,0,0
Serie A,2425,Genoa,Aarón Martín,ESP,DF,28,1997.0,33.3,93,2.79,41,47,2,1,2,0,11,0.33,7,4,0,0,0,0
Serie A,2425,Genoa,Alan Matturro,URU,DF,20,2004.0,10.0,9,0.9,7,1,0,0,0,1,0,0.0,0,0,0,0,0,0
Serie A,2425,Genoa,Alessandro Marcandalli,ITA,DF,22,2002.0,0.5,0,0.0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0
Serie A,2425,Genoa,Alessandro Vogliacco,ITA,DF,26,1998.0,7.9,6,0.76,4,0,0,2,0,0,0,0.0,0,0,0,0,0,0
Serie A,2425,Genoa,Alessandro Zanoli,ITA,"FW,DF",24,2000.0,19.0,32,1.68,25,2,2,1,1,1,1,0.05,1,0,0,0,0,0
Serie A,2425,Genoa,Andrea Pinamonti,ITA,FW,26,1999.0,31.7,48,1.52,35,1,0,10,2,0,5,0.16,3,0,0,2,0,0
Serie A,2425,Genoa,Benjamin Siegrist,SUI,GK,33,1992.0,1.0,0,0.0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0
Serie A,2425,Genoa,Brooke Norton-Cuffy,ENG,"DF,FW",21,2004.0,7.1,13,1.83,10,1,2,0,0,0,3,0.42,3,0,0,0,0,0
Serie A,2425,Genoa,Caleb Ekuban,GHA,FW,31,1994.0,5.9,13,2.22,11,0,0,2,0,0,3,0.51,3,0,0,0,0,0
Serie A,2425,Genoa,David Akpan Ankeye,NGA,"FW,MF",23,2002.0,0.5,1,2.0,0,0,0,0,1,0,1,2.0,0,0,0,0,1,0
Serie A,2425,Genoa,Emil Bohinen,NOR,MF,26,1999.0,1.8,5,2.69,4,0,0,0,1,0,0,0.0,0,0,0,0,0,0
Serie A,2425,Genoa,Fabio Miretti,ITA,"MF,FW",21,2003.0,18.6,53,2.84,29,11,4,5,4,0,6,0.32,4,2,0,0,0,0
Serie A,2425,Genoa,Federico Accornero,ITA,MF,21,2004.0,0.1,0,0.0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0
Serie A,2425,Genoa,Filippo Melegoni,ITA,"MF,FW",26,1999.0,1.0,1,1.01,1,0,0,0,0,0,1,1.01,1,0,0,0,0,0
Serie A,2425,Genoa,Gastón Pereiro,URU,MF,29,1995.0,0.3,1,2.9,1,0,0,0,0,0,0,0.0,0,0,0,0,0,0
Serie A,2425,Genoa,Honest Ahanor,ITA,"DF,MF",17,2008.0,3.0,5,1.67,3,0,0,0,1,1,0,0.0,0,0,0,0,0,0
Serie A,2425,Genoa,Jean Onana,CMR,MF,25,2000.0,2.4,4,1.68,4,0,0,0,0,0,0,0.0,0,0,0,0,0,0
Serie A,2425,Genoa,Jeff Ekhator,ITA,"FW,MF",18,2006.0,8.2,20,2.43,15,0,0,2,3,0,2,0.24,1,0,0,1,0,0
Serie A,2425,Genoa,Johan Vásquez,MEX,DF,26,1998.0,33.8,25,0.74,18,1,0,3,2,1,0,0.0,0,0,0,0,0,0
Serie A,2425,Genoa,Junior Messias,BRA,"MF,FW",34,1991.0,8.4,22,2.61,12,0,3,3,4,0,2,0.24,1,0,0,1,0,0
Serie A,2425,Genoa,Koni De Winter,BEL,DF,22,2002.0,22.7,15,0.66,11,2,0,0,1,1,1,0.04,1,0,0,0,0,0
Serie A,2425,Genoa,Lior Kasa,ISR,"MF,FW",19,2005.0,2.6,5,1.97,3,1,0,1,0,0,0,0.0,0,0,0,0,0,0
Serie A,2425,Genoa,Lorenzo Venturino,ITA,"FW,MF",18,2006.0,1.2,5,4.29,3,0,0,1,0,1,0,0.0,0,0,0,0,0,0
Serie A,2425,Genoa,Mario Balotelli,ITA,"FW,MF",34,1990.0,0.7,0,0.0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0
Serie A,2425,Genoa,Mattia Bani,ITA,DF,31,1993.0,16.1,7,0.44,6,0,0,1,0,0,2,0.12,1,0,0,1,0,0
Serie A,2425,Genoa,Maxwel Cornet,CIV,"FW,MF",28,1996.0,2.6,8,3.04,6,0,2,0,0,0,1,0.38,1,0,0,0,0,0
Serie A,2425,Genoa,Milan Badelj,CRO,MF,36,1989.0,16.4,26,1.59,20,0,0,4,2,0,1,0.06,0,0,0,1,0,0
Serie A,2425,Genoa,Morten Frendrup,DEN,MF,24,2001.0,34.5,53,1.54,46,0,0,0,3,4,4,0.12,4,0,0,0,0,0
Serie A,2425,Genoa,Morten Thorsby,NOR,"MF,FW",29,1996.0,21.1,55,2.61,48,0,0,4,2,1,2,0.09,2,0,0,0,0,0
Serie A,2425,Genoa,Nicola Leali,ITA,GK,32,1993.0,29.0,2,0.07,2,0,0,0,0,0,1,0.03,1,0,0,0,0,0
Serie A,2425,Genoa,Patrizio Masini,ITA,MF,24,2001.0,16.1,24,1.49,18,0,1,0,5,0,3,0.19,2,0,0,0,1,0
Serie A,2425,Genoa,Pierluigi Gollini,ITA,GK,30,1995.0,7.0,4,0.57,1,3,0,0,0,0,0,0.0,0,0,0,0,0,0
Serie A,2425,Genoa,Ruslan Malinovskyi,UKR,"MF,FW",32,1993.0,4.3,17,3.98,11,2,0,3,1,0,2,0.47,2,0,0,0,0,0
Serie A,2425,Genoa,Sebastian Otoa,DEN,DF,21,2004.0,1.0,0,0.0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0
Serie A,2425,Genoa,Stefano Sabelli,ITA,DF,32,1993.0,22.6,37,1.64,33,2,0,0,2,0,2,0.09,2,0,0,0,0,0
Serie A,2425,Genoa,Vitinha,POR,"FW,MF",25,2000.0,14.1,40,2.84,24,4,5,2,5,0,2,0.14,2,0,0,0,0,0
Serie A,2425,Hellas Verona,Abdou Harroui,NED,"MF,FW",27,1998.0,5.1,15,2.92,13,0,2,0,0,0,3,0.58,3,0,0,0,0,0
Serie A,2425,Hellas Verona,Alphadjo Cissè,ITA,"FW,MF",18,2006.0,0.1,1,10.0,1,0,0,0,0,0,0,0.0,0,0,0,0,0,0
Serie A,2425,Hellas Verona,Amin Sarr,SWE,FW,24,2001.0,20.5,44,2.15,34,0,3,5,2,0,3,0.15,1,0,0,2,0,0
Serie A,2425,Hellas Verona,Antoine Bernede,FRA,MF,25,1999.0,6.5,22,3.39,16,2,1,1,0,2,1,0.15,0,0,1,0,0,0
Serie A,2425,Hellas Verona,Casper Tengstedt,DEN,FW,24,2000.0,16.9,24,1.42,17,0,1,4,2,0,3,0.18,2,0,0,1,0,0
Serie A,2425,Hellas Verona,Cheikh Tidiane Niasse,SEN,MF,25,2000.0,8.4,12,1.43,10,0,0,0,1,1,0,0.0,0,0,0,0,0,0
Serie A,2425,Hellas Verona,Dailon Livramento,CPV,"FW,MF",24,2001.0,10.1,18,1.78,11,0,4,1,1,1,3,0.3,1,0,1,1,0,0
Serie A,2425,Hellas Verona,Daniel Bandeira,POR,MF,25,2000.0,4.5,6,1.33,5,1,0,0,0,0,0,0.0,0,0,0,0,0,0
Serie A,2425,Hellas Verona,Daniel Mosquera,COL,FW,25,1999.0,14.9,42,2.82,28,0,1,11,1,1,3,0.2,2,0,0,1,0,0
Serie A,2425,Hellas Verona,Daniel Oyegoke,ENG,DF,22,2003.0,1.1,0,0.0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0
Serie A,2425,Hellas Verona,Daniele Ghilardi,ITA,DF,22,2003.0,21.5,16,0.74,11,0,0,0,4,1,1,0.05,1,0,0,0,0,0
Serie A,2425,Hellas Verona,Darko Lazović,SRB,"DF,MF",34,1990.0,16.2,23,1.42,17,4,0,1,1,0,4,0.25,1,1,0,1,1,0
Serie A,2425,Hellas Verona,Davide Faraoni,ITA,DF,33,1991.0,2.9,3,1.04,3,0,0,0,0,0,0,0.0,0,0,0,0,0,0
Serie A,2425,Hellas Verona,Diego Coppola,ITA,DF,21,2003.0,31.5,10,0.32,9,0,0,1,0,0,1,0.03,1,0,0,0,0,0
Serie A,2425,Hellas Verona,Domagoj Bradarić,CRO,DF,25,1999.0,20.6,45,2.19,29,12,2,1,1,0,1,0.05,1,0,0,0,0,0
Serie A,2425,Hellas Verona,Faride Alidou,GER,"FW,MF",23,2001.0,0.8,2,2.54,1,0,1,0,0,0,0,0.0,0,0,0,0,0,0
Serie A,2425,Hellas Verona,Flavius Daniliuc,AUT,DF,24,2001.0,11.2,11,0.98,10,0,0,0,1,0,0,0.0,0,0,0,0,0,0
Serie A,2425,Hellas Verona,Giangiacomo Magnani,ITA,DF,29,1995.0,11.8,4,0.34,2,1,0,1,0,0,0,0.0,0,0,0,0,0,0
Serie A,2425,Hellas Verona,Grigoris Kastanos,CYP,"MF,FW",27,1998.0,9.7,24,2.47,13,8,0,2,1,0,2,0.21,1,1,0,0,0,0
Serie A,2425,Hellas Verona,Jackson Tchatchoua,CMR,"DF,MF",23,2001.0,34.2,59,1.73,52,3,1,2,0,1,2,0.06,2,0,0,0,0,0
Serie A,2425,Hellas Verona,Junior Ajayi,CIV,FW,20,2004.0,0.1,0,0.0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0
Serie A,2425,Hellas Verona,Lorenzo Montipò,ITA,GK,29,1996.0,36.0,5,0.14,5,0,0,0,0,0,0,0.0,0,0,0,0,0,0
Serie A,2425,Hellas Verona,Martin Frese,DEN,DF,27,1998.0,6.0,10,1.66,5,3,0,1,1,0,1,0.17,0,0,0,0,1,0
Serie A,2425,Hellas Verona,Mathis Lambourde,FRA,"FW,MF",19,2006.0,1.0,2,2.0,1,0,1,0,0,0,1,1.0,0,0,1,0,0,0
Serie A,2425,Hellas Verona,Nicolás Valentini,ARG,DF,24,2001.0,11.5,11,0.95,11,0,0,0,0,0,0,0.0,0,0,0,0,0,0
Serie A,2425,Hellas Verona,Ondrej Duda,SVK,MF,30,1994.0,25.6,71,2.77,43,18,2,3,4,1,6,0.23,4,2,0,0,0,0
Serie A,2425,Hellas Verona,Paweł Dawidowicz,POL,"DF,MF",30,1995.0,19.5,8,0.41,6,2,0,0,0,0,1,0.05,1,0,0,0,0,0
Serie A,2425,Hellas Verona,Reda Belahyane,MAR,MF,20,2004.0,18.4,41,2.23,34,0,3,1,1,2,3,0.16,2,0,0,0,0,1
Serie A,2425,Hellas Verona,Simone Perilli,ITA,GK,30,1995.0,1.0,0,0.0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0
Serie A,2425,Hellas Verona,Suat Serdar,GER,MF,28,1997.0,14.4,28,1.95,18,0,3,3,4,0,1,0.07,1,0,0,0,0,0
Serie A,2425,Hellas Verona,Tomáš Suslov,SVK,"MF,FW",22,2002.0,22.5,74,3.3,47,12,5,2,6,2,4,0.18,1,1,0,0,1,1
Serie A,2425,Hellas Verona,Yllan Okou,FRA,DF,22,2002.0,0.0,0,0.0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0
Serie A,2425,Inter,Alessandro Bastoni,ITA,DF,26,1999.0,26.7,71,2.66,61,4,0,1,3,2,11,0.41,9,1,0,0,1,0
Serie A,2425,Inter,Benjamin Pavard,FRA,DF,29,1996.0,17.6,21,1.19,19,0,0,1,1,0,1,0.06,1,0,0,0,0,0
Serie A,2425,Inter,Carlos Augusto,BRA,DF,26,1999.0,18.8,24,1.28,18,1,0,1,2,2,3,0.16,2,0,0,1,0,0
Serie A,2425,Inter,Davide Frattesi,ITA,MF,25,1999.0,13.6,19,1.4,13,0,2,2,2,0,2,0.15,1,0,0,0,1,0
Serie A,2425,Inter,Denzel Dumfries,NED,"DF,FW",29,1996.0,21.7,55,2.53,38,6,3,3,4,1,4,0.18,2,0,0,1,1,0
Serie A,2425,Inter,Federico Dimarco,ITA,"DF,FW",27,1997.0,24.2,96,4.0,57,26,2,9,2,0,14,0.58,10,2,0,2,0,0
Serie A,2425,Inter,Francesco Acerbi,ITA,DF,37,1988.0,19.0,20,1.05,20,0,0,0,0,0,1,0.05,1,0,0,0,0,0
Serie A,2425,Inter,Hakan Çalhanoğlu,TUR,MF,31,1994.0,21.6,99,4.58,58,33,1,5,0,2,14,0.65,7,6,0,1,0,0
Serie A,2425,Inter,Henrikh Mkhitaryan,ARM,MF,36,1989.0,26.6,101,3.8,96,2,2,0,1,0,12,0.45,11,0,0,0,1,0
Serie A,2425,Inter,Joaquín Correa,ARG,"FW,MF",30,1994.0,8.1,25,3.07,21,0,2,1,1,0,4,0.49,3,0,1,0,0,0
Serie A,2425,Inter,Josep Martinez,ESP,GK,26,1998.0,5.0,1,0.2,0,1,0,0,0,0,0,0.0,0,0,0,0,0,0
Serie A,2425,Inter,Kristjan Asllani,ALB,MF,23,2002.0,11.0,31,2.82,23,6,0,1,1,0,3,0.27,2,1,0,0,0,0
Serie A,2425,Inter,Lautaro Martínez,ARG,FW,27,1997.0,28.5,77,2.7,58,0,2,12,4,1,8,0.28,5,0,1,2,0,0
Serie A,2425,Inter,Luka Topalović,SVN,MF,19,2006.0,0.1,0,0.0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0
Serie A,2425,Inter,Marcus Thuram,FRA,FW,27,1997.0,25.4,90,3.54,66,0,7,7,9,1,16,0.63,10,0,2,1,3,0
Serie A,2425,Inter,Marko Arnautović,AUT,FW,36,1989.0,6.1,15,2.46,15,0,0,0,0,0,2,0.33,2,0,0,0,0,0
Serie A,2425,Inter,Matteo Darmian,ITA,DF,35,1989.0,19.8,34,1.72,26,3,0,1,2,2,4,0.2,4,0,0,0,0,0
Serie A,2425,Inter,Mehdi Taremi,IRN,FW,32,1992.0,9.1,33,3.64,25,0,1,3,4,0,4,0.44,2,0,0,1,1,0
Serie A,2425,Inter,Nicola Zalewski,POL,"DF,MF",23,2002.0,4.8,20,4.14,17,0,1,1,1,0,1,0.21,1,0,0,0,0,0
Serie A,2425,Inter,Nicolò Barella,ITA,MF,28,1997.0,27.7,112,4.07,89,7,5,5,4,2,15,0.54,14,0,1,0,0,0
Serie A,2425,Inter,Piotr Zieliński,POL,MF,31,1994.0,10.9,40,3.67,28,8,1,2,0,1,7,0.64,6,0,0,0,0,1
Serie A,2425,Inter,Stefan de Vrij,NED,DF,33,1992.0,19.2,14,0.73,9,0,0,5,0,0,3,0.16,2,0,0,1,0,0
Serie A,2425,Inter,Tajon Buchanan,CAN,"DF,FW",26,1999.0,1.1,3,2.84,1,0,2,0,0,0,0,0.0,0,0,0,0,0,0
