league,season,team,player,nation,position,age,born_year,90s,shot_creating_actions,shot_creating_actions_90s,play_passes_to_shot,fk_passes_to_shot,take_ons_to_shot,shot_to_shot,fouls_drawn_to_shot,defensive_actions_to_shot,goal_creating_actions,goal_creating_actions_90s,play_passes_to_goal,fk_passes_to_goal,take_ons_to_goal,shot_to_goal,fouls_drawn_to_goal,defensive_actions_to_goal
Bundesliga,2425,Union Berlin,Jérôme Roussillon,FRA,"DF,MF",32,1993.0,1.5,1,0.66,1,0,0,0,0,0,0,0.0,0,0,0,0,0,0
Bundesliga,2425,Union Berlin,Kevin Vogt,GER,DF,33,1991.0,15.2,17,1.12,15,2,0,0,0,0,0,0.0,0,0,0,0,0,0
Bundesliga,2425,Union Berlin,Kevin Volland,GER,"FW,MF",32,1992.0,0.7,1,1.48,1,0,0,0,0,0,0,0.0,0,0,0,0,0,0
Bundesliga,2425,Union Berlin,Leopold Querfeld,AUT,DF,21,2003.0,19.4,26,1.34,24,0,0,1,1,0,2,0.1,2,0,0,0,0,0
Bundesliga,2425,Union Berlin,Lucas Tousart,FRA,MF,28,1997.0,6.2,12,1.93,8,0,0,2,1,1,2,0.32,1,0,0,1,0,0
Bundesliga,2425,Union Berlin,László Bénes,SVK,"MF,FW",27,1997.0,6.5,30,4.58,17,12,0,1,0,0,1,0.15,0,1,0,0,0,0
Bundesliga,2425,Union Berlin,Marin Ljubicic,CRO,"FW,MF",23,2002.0,3.1,9,2.88,5,1,0,0,3,0,3,0.96,2,0,0,0,1,0
Bundesliga,2425,Union Berlin,Rani Khedira,GER,MF,31,1994.0,30.3,33,1.09,31,0,0,1,0,1,2,0.07,2,0,0,0,0,0
Bundesliga,2425,Union Berlin,Robert Skov,DEN,"DF,MF",29,1996.0,9.5,37,3.9,20,13,1,2,1,0,5,0.53,4,0,1,0,0,0
Bundesliga,2425,Union Berlin,Robin Gosens,GER,DF,30,1994.0,1.0,5,5.0,3,0,0,1,0,1,1,1.0,1,0,0,0,0,0
Bundesliga,2425,Union Berlin,Tim Skarke,GER,"FW,MF",28,1996.0,12.9,34,2.63,26,0,2,3,3,0,4,0.31,3,0,0,1,0,0
Bundesliga,2425,Union Berlin,Tom Rothe,GER,"DF,MF",20,2004.0,18.6,35,1.89,24,5,0,3,3,0,7,0.38,4,1,0,1,1,0
Bundesliga,2425,Union Berlin,Yorbe Vertessen,BEL,"MF,FW",24,2001.0,8.0,32,4.0,17,6,6,0,3,0,0,0.0,0,0,0,0,0,0
Bundesliga,2425,Werder Bremen,Amos Pieper,GER,DF,27,1998.0,16.6,5,0.3,5,0,0,0,0,0,0,0.0,0,0,0,0,0,0
Bundesliga,2425,Werder Bremen,André Silva,POR,FW,29,1995.0,4.2,15,3.6,11,0,1,2,1,0,1,0.24,1,0,0,0,0,0
Bundesliga,2425,Werder Bremen,Anthony Jung,GER,DF,33,1991.0,21.1,14,0.66,14,0,0,0,0,0,1,0.05,1,0,0,0,0,0
Bundesliga,2425,Werder Bremen,Derrick Köhn,GER,"DF,FW",26,1999.0,14.9,38,2.55,31,1,2,1,3,0,4,0.27,4,0,0,0,0,0
Bundesliga,2425,Werder Bremen,Felix Agu,GER,DF,25,1999.0,19.5,35,1.8,30,1,2,0,2,0,1,0.05,1,0,0,0,0,0
Bundesliga,2425,Werder Bremen,Issa Kaboré,BFA,"DF,FW",24,2001.0,3.4,15,4.38,9,0,1,4,1,0,4,1.17,1,0,0,2,1,0
Bundesliga,2425,Werder Bremen,Jens Stage,DEN,MF,28,1996.0,24.5,63,2.57,52,0,1,3,4,3,15,0.61,12,0,1,0,1,1
Bundesliga,2425,Werder Bremen,Julián Malatini,ARG,DF,23,2001.0,5.0,5,0.99,4,0,0,1,0,0,2,0.4,2,0,0,0,0,0
Bundesliga,2425,Werder Bremen,Justin Njinmah,GER,"FW,MF",24,2000.0,10.6,39,3.69,27,0,5,2,5,0,4,0.38,3,0,0,0,1,0
Bundesliga,2425,Werder Bremen,Keke Maximilian Topp,GER,"FW,MF",21,2004.0,2.8,11,3.93,11,0,0,0,0,0,2,0.71,2,0,0,0,0,0
Bundesliga,2425,Werder Bremen,Leonardo Bittencourt,GER,MF,31,1993.0,10.9,39,3.57,28,2,0,4,4,1,5,0.46,5,0,0,0,0,0
Bundesliga,2425,Werder Bremen,Marco Friedl,AUT,DF,27,1998.0,24.0,13,0.54,9,2,0,2,0,0,0,0.0,0,0,0,0,0,0
Bundesliga,2425,Werder Bremen,Marco Grüll,AUT,"FW,MF",26,1998.0,13.1,41,3.13,29,0,3,4,5,0,5,0.38,2,0,0,1,2,0
Bundesliga,2425,Werder Bremen,Marvin Ducksch,GER,FW,31,1994.0,26.9,103,3.83,58,37,1,6,0,1,12,0.45,9,2,0,1,0,0
Bundesliga,2425,Werder Bremen,Michael Zetterer,GER,GK,29,1995.0,34.0,5,0.15,5,0,0,0,0,0,1,0.03,1,0,0,0,0,0
Bundesliga,2425,Werder Bremen,Miloš Veljković,SRB,DF,29,1995.0,11.4,14,1.22,14,0,0,0,0,0,1,0.09,1,0,0,0,0,0
Bundesliga,2425,Werder Bremen,Mitchell Weiser,GER,"DF,MF",31,1994.0,31.9,87,2.73,73,2,2,3,5,2,13,0.41,12,0,0,1,0,0
Bundesliga,2425,Werder Bremen,Niklas Stark,GER,DF,30,1995.0,23.4,11,0.47,9,1,0,0,1,0,2,0.09,2,0,0,0,0,0
Bundesliga,2425,Werder Bremen,Oliver Burke,SCO,FW,28,1997.0,10.1,33,3.27,24,1,2,4,1,1,2,0.2,0,1,0,0,0,1
Bundesliga,2425,Werder Bremen,Olivier Deman,BEL,DF,25,2000.0,0.7,1,1.34,0,1,0,0,0,0,0,0.0,0,0,0,0,0,0
Bundesliga,2425,Werder Bremen,Romano Schmid,AUT,MF,25,2000.0,31.5,151,4.8,111,16,5,11,7,1,13,0.41,10,1,0,1,1,0
Bundesliga,2425,Werder Bremen,Senne Lynen,BEL,MF,26,1999.0,30.4,32,1.05,28,0,1,2,0,1,6,0.2,6,0,0,0,0,0
Bundesliga,2425,Werder Bremen,Skelly Alvero,FRA,MF,23,2002.0,2.6,2,0.76,2,0,0,0,0,0,0,0.0,0,0,0,0,0,0
Bundesliga,2425,Wolfsburg,Andreas Skov Olsen,DEN,"FW,MF",25,1999.0,5.9,32,5.38,24,4,1,2,1,0,1,0.17,0,1,0,0,0,0
Bundesliga,2425,Wolfsburg,Aster Vranckx,BEL,MF,22,2002.0,6.2,6,0.97,5,0,0,0,1,0,1,0.16,1,0,0,0,0,0
Bundesliga,2425,Wolfsburg,Bence Dárdai,HUN,MF,19,2006.0,14.5,24,1.66,17,0,0,4,3,0,2,0.14,1,0,0,0,1,0
Bundesliga,2425,Wolfsburg,Cedric Zesiger,SUI,DF,26,1998.0,5.8,5,0.86,5,0,0,0,0,0,0,0.0,0,0,0,0,0,0
Bundesliga,2425,Wolfsburg,David Odogu,GER,DF,18,2006.0,2.2,1,0.46,1,0,0,0,0,0,0,0.0,0,0,0,0,0,0
Bundesliga,2425,Wolfsburg,Denis Vavro,SVK,DF,29,1996.0,27.3,27,0.99,19,0,1,5,1,1,5,0.18,2,0,0,3,0,0
Bundesliga,2425,Wolfsburg,Jakub Kamiński,POL,"DF,MF",22,2002.0,12.6,43,3.42,28,9,3,2,1,0,5,0.4,2,1,0,1,1,0
Bundesliga,2425,Wolfsburg,Joakim Mæhle,DEN,DF,28,1997.0,24.3,41,1.69,34,2,3,1,1,0,8,0.33,6,0,1,0,1,0
Bundesliga,2425,Wolfsburg,Jonas Wind,DEN,"FW,MF",26,1999.0,21.8,65,2.97,56,0,0,4,5,0,6,0.27,5,0,0,1,0,0
Bundesliga,2425,Wolfsburg,Kamil Grabara,POL,GK,26,1999.0,28.7,6,0.21,5,1,0,0,0,0,0,0.0,0,0,0,0,0,0
Bundesliga,2425,Wolfsburg,Kevin Behrens,GER,FW,34,1991.0,1.9,8,4.24,5,1,0,1,1,0,0,0.0,0,0,0,0,0,0
Bundesliga,2425,Wolfsburg,Kevin Paredes,USA,DF,22,2003.0,1.4,6,4.39,4,0,0,0,2,0,1,0.73,1,0,0,0,0,0
Bundesliga,2425,Wolfsburg,Kilian Fischer,GER,DF,24,2000.0,25.5,39,1.53,33,4,0,1,0,1,2,0.08,2,0,0,0,0,0
Bundesliga,2425,Wolfsburg,Konstantinos Koulierakis,GRE,DF,21,2003.0,27.4,31,1.13,24,2,0,4,0,1,4,0.15,3,0,0,1,0,0
Bundesliga,2425,Wolfsburg,Lovro Majer,CRO,MF,27,1998.0,3.4,13,3.85,9,3,0,1,0,0,2,0.59,1,1,0,0,0,0
Bundesliga,2425,Wolfsburg,Lukas Nmecha,GER,"FW,MF",26,1998.0,5.2,8,1.54,5,0,1,1,1,0,1,0.19,0,0,0,1,0,0
Bundesliga,2425,Wolfsburg,Mads Roerslev,DEN,DF,25,1999.0,3.3,6,1.81,5,0,0,0,1,0,2,0.6,2,0,0,0,0,0
Bundesliga,2425,Wolfsburg,Marius Müller,GER,GK,31,1993.0,5.3,0,0.0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0
Bundesliga,2425,Wolfsburg,Mattias Svanberg,SWE,MF,26,1999.0,13.5,29,2.14,13,9,1,1,4,1,5,0.37,1,0,1,0,2,1
Bundesliga,2425,Wolfsburg,Maximilian Arnold,GER,MF,30,1994.0,26.2,83,3.17,47,31,1,1,3,0,10,0.38,3,7,0,0,0,0
Bundesliga,2425,Wolfsburg,Mohamed Amoura,ALG,FW,25,2000.0,27.4,80,2.92,56,2,6,10,4,2,13,0.47,12,0,1,0,0,0
Bundesliga,2425,Wolfsburg,Patrick Wimmer,AUT,"MF,FW",23,2001.0,19.7,71,3.61,45,8,8,2,5,3,12,0.61,7,1,1,1,1,1
Bundesliga,2425,Wolfsburg,Ridle Baku,GER,"FW,MF",27,1998.0,13.0,31,2.38,22,2,1,3,1,2,4,0.31,3,0,0,0,1,0
Bundesliga,2425,Wolfsburg,Salih Özcan,TUR,MF,27,1998.0,3.9,11,2.8,7,2,1,1,0,0,0,0.0,0,0,0,0,0,0
Bundesliga,2425,Wolfsburg,Sebastiaan Bornauw,BEL,DF,26,1999.0,8.8,4,0.46,3,0,0,1,0,0,1,0.11,0,0,0,1,0,0
Bundesliga,2425,Wolfsburg,Tiago Tomás,POR,"FW,MF",22,2002.0,20.9,55,2.63,33,0,7,8,6,1,8,0.38,4,0,1,2,1,0
Bundesliga,2425,Wolfsburg,Yannick Gerhardt,GER,"MF,DF",31,1994.0,16.9,29,1.72,23,0,1,1,4,0,2,0.12,1,0,0,0,1,0
Serie A,2425,Atalanta,Ademola Lookman,NGA,"MF,FW",27,1997.0,24.5,133,5.44,74,25,17,14,2,1,15,0.61,10,0,3,1,1,0
Serie A,2425,Atalanta,Alberto Manzoni,ITA,MF,19,2005.0,0.1,1,15.0,0,0,0,0,1,0,0,0.0,0,0,0,0,0,0
Serie A,2425,Atalanta,Ben Godfrey,ENG,DF,27,1998.0,0.3,0,0.0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0
Serie A,2425,Atalanta,Berat Djimsiti,ALB,DF,32,1993.0,28.3,30,1.06,23,0,0,7,0,0,7,0.25,5,0,0,2,0,0
Serie A,2425,Atalanta,Charles De Ketelaere,BEL,"MF,FW",24,2001.0,22.0,85,3.87,70,0,5,7,3,0,12,0.55,9,0,1,2,0,0
Serie A,2425,Atalanta,Daniel Maldini,ITA,"FW,MF",23,2001.0,2.4,8,3.38,8,0,0,0,0,0,1,0.42,1,0,0,0,0,0
Serie A,2425,Atalanta,Davide Zappacosta,ITA,DF,32,1992.0,23.0,53,2.31,42,5,1,5,0,0,6,0.26,6,0,0,0,0,0
Serie A,2425,Atalanta,Federico Cassa,ITA,"MF,FW",19,2006.0,0.2,1,6.43,0,0,0,0,1,0,0,0.0,0,0,0,0,0,0
Serie A,2425,Atalanta,Gianluca Scamacca,ITA,FW,26,1999.0,0.1,0,0.0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0
Serie A,2425,Atalanta,Giorgio Scalvini,ITA,DF,21,2003.0,3.0,1,0.33,1,0,0,0,0,0,0,0.0,0,0,0,0,0,0
Serie A,2425,Atalanta,Ibrahim Sulemana,GHA,MF,22,2003.0,2.5,2,0.8,1,0,0,1,0,0,0,0.0,0,0,0,0,0,0
Serie A,2425,Atalanta,Isak Hien,SWE,DF,26,1999.0,25.9,5,0.19,4,0,0,1,0,0,1,0.04,1,0,0,0,0,0
Serie A,2425,Atalanta,Juan Cuadrado,COL,"DF,MF",36,1988.0,9.0,37,4.09,27,7,1,0,2,0,3,0.33,1,1,0,0,1,0
Serie A,2425,Atalanta,Juan Musso,ARG,GK,31,1994.0,1.0,0,0.0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0
Serie A,2425,Atalanta,Lazar Samardzic,SRB,MF,23,2002.0,13.0,77,5.93,50,12,8,6,0,1,6,0.46,5,0,0,1,0,0
Serie A,2425,Atalanta,Marco Brescianini,ITA,MF,25,2000.0,10.4,23,2.21,19,0,2,2,0,0,6,0.58,4,0,0,2,0,0
Serie A,2425,Atalanta,Marco Carnesecchi,ITA,GK,24,2000.0,33.0,5,0.15,4,1,0,0,0,0,1,0.03,1,0,0,0,0,0
Serie A,2425,Atalanta,Marco Palestra,ITA,DF,20,2005.0,2.0,8,4.02,7,0,0,0,0,1,0,0.0,0,0,0,0,0,0
Serie A,2425,Atalanta,Mario Pašalić,CRO,MF,30,1995.0,21.5,71,3.3,60,4,2,4,0,1,9,0.42,8,1,0,0,0,0
Serie A,2425,Atalanta,Marten de Roon,NED,"MF,DF",34,1991.0,34.0,73,2.15,59,10,1,0,1,2,14,0.41,12,2,0,0,0,0
Serie A,2425,Atalanta,Mateo Retegui,ITA,FW,26,1999.0,25.5,72,2.83,59,0,2,7,4,0,13,0.51,10,0,0,2,1,0
Serie A,2425,Atalanta,Matteo Ruggeri,ITA,DF,22,2002.0,18.5,38,2.06,34,1,1,2,0,0,4,0.22,4,0,0,0,0,0
Serie A,2425,Atalanta,Mitchel Bakker,NED,MF,24,2000.0,0.2,0,0.0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0
Serie A,2425,Atalanta,Nicolò Zaniolo,ITA,"FW,MF",25,1999.0,4.0,15,3.79,10,0,1,2,2,0,3,0.76,3,0,0,0,0,0
Serie A,2425,Atalanta,Odilon Kossounou,CIV,DF,24,2001.0,11.5,5,0.43,4,0,1,0,0,0,0,0.0,0,0,0,0,0,0
Serie A,2425,Atalanta,Rafael Tolói,ITA,DF,34,1990.0,5.2,7,1.35,5,0,0,0,1,1,0,0.0,0,0,0,0,0,0
Serie A,2425,Atalanta,Raoul Bellanova,ITA,DF,25,2000.0,25.9,53,2.05,42,8,2,0,1,0,10,0.39,9,1,0,0,0,0
Serie A,2425,Atalanta,Rui Patrício,POR,GK,37,1988.0,3.0,0,0.0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0
Serie A,2425,Atalanta,Sead Kolašinac,BIH,DF,31,1993.0,21.1,37,1.75,33,0,0,3,1,0,4,0.19,3,0,0,1,0,0
Serie A,2425,Atalanta,Stefan Posch,AUT,DF,28,1997.0,3.8,5,1.32,3,0,0,2,0,0,1,0.26,0,0,0,1,0,0
Serie A,2425,Atalanta,Vanja Vlahović,SRB,"FW,MF",21,2004.0,0.7,3,4.5,2,0,0,0,1,0,1,1.5,0,0,0,0,1,0
Serie A,2425,Atalanta,Éderson,BRA,MF,25,1999.0,31.6,98,3.1,78,2,6,6,2,4,10,0.32,9,0,0,1,0,0
Serie A,2425,Bologna,Benjamín Domínguez,ARG,FW,21,2003.0,14.2,41,2.88,30,0,5,1,4,1,7,0.49,6,0,1,0,0,0
Serie A,2425,Bologna,Charalambos Lykogiannis,GRE,DF,31,1993.0,10.8,32,2.95,17,15,0,0,0,0,5,0.46,4,1,0,0,0,0
Serie A,2425,Bologna,Dan Ndoye,SUI,FW,24,2000.0,22.8,84,3.68,56,1,8,3,14,2,9,0.39,8,0,0,0,1,0
Serie A,2425,Bologna,Davide Calabria,ITA,DF,28,1996.0,6.8,23,3.36,21,1,0,0,0,1,3,0.44,3,0,0,0,0,0
Serie A,2425,Bologna,Emil Holm,SWE,DF,25,2000.0,12.1,27,2.23,21,2,2,1,1,0,2,0.17,1,0,0,1,0,0
Serie A,2425,Bologna,Estanis,ESP,FW,21,2003.0,0.1,3,30.0,2,0,1,0,0,0,0,0.0,0,0,0,0,0,0
Serie A,2425,Bologna,Federico Ravaglia,ITA,GK,25,1999.0,10.7,3,0.28,3,0,0,0,0,0,0,0.0,0,0,0,0,0,0
Serie A,2425,Bologna,Giovanni Fabbian,ITA,MF,22,2003.0,11.3,18,1.6,12,0,0,4,1,1,0,0.0,0,0,0,0,0,0
Serie A,2425,Bologna,Jens Odgaard,DEN,"MF,FW",26,1999.0,21.7,45,2.08,28,0,5,8,4,0,6,0.28,4,0,0,2,0,0
Serie A,2425,Bologna,Jesper Karlsson,SWE,FW,26,1998.0,3.3,9,2.72,9,0,0,0,0,0,1,0.3,1,0,0,0,0,0
Serie A,2425,Bologna,Jhon Lucumí,COL,DF,26,1998.0,28.0,32,1.14,29,0,0,2,0,1,2,0.07,2,0,0,0,0,0
Serie A,2425,Bologna,Juan Miranda,ESP,DF,25,2000.0,25.3,96,3.79,57,32,1,4,1,1,13,0.51,11,2,0,0,0,0
Serie A,2425,Bologna,Kacper Urbanski,POL,MF,20,2004.0,2.7,8,2.91,7,1,0,0,0,0,0,0.0,0,0,0,0,0,0
Serie A,2425,Bologna,Lewis Ferguson,SCO,MF,25,1999.0,9.9,27,2.72,23,3,0,0,0,1,1,0.1,1,0,0,0,0,0
Serie A,2425,Bologna,Lorenzo De Silvestri,ITA,DF,37,1988.0,11.3,14,1.24,10,2,0,2,0,0,2,0.18,1,0,0,1,0,0
Serie A,2425,Bologna,Martin Erlic,CRO,DF,27,1998.0,3.7,4,1.08,2,0,0,1,1,0,1,0.27,0,0,0,0,1,0
Serie A,2425,Bologna,Michel Aebischer,SUI,MF,28,1997.0,7.5,16,2.12,13,2,0,0,0,1,0,0.0,0,0,0,0,0,0
Serie A,2425,Bologna,Nicolò Cambiaghi,ITA,FW,24,2000.0,6.5,29,4.47,22,0,2,2,3,0,8,1.23,6,0,0,0,2,0
Serie A,2425,Bologna,Nicolò Casale,ITA,DF,27,1998.0,9.0,10,1.11,9,0,0,1,0,0,1,0.11,1,0,0,0,0,0
Serie A,2425,Bologna,Nikola Moro,CRO,MF,27,1998.0,13.4,48,3.56,33,9,1,3,0,2,6,0.44,3,0,0,2,0,1
Serie A,2425,Bologna,Oussama El Azzouzi,MAR,MF,23,2001.0,0.2,2,9.47,1,0,0,0,0,1,0,0.0,0,0,0,0,0,0
Serie A,2425,Bologna,Remo Freuler,SUI,MF,33,1992.0,34.7,72,2.07,63,2,1,0,1,5,3,0.09,2,0,0,0,0,1
Serie A,2425,Bologna,Riccardo Orsolini,ITA,FW,28,1997.0,19.9,57,2.87,37,5,4,6,5,0,5,0.25,4,0,0,0,1,0
Serie A,2425,Bologna,Sam Beukema,NED,DF,26,1998.0,33.5,36,1.08,31,2,0,3,0,0,6,0.18,4,0,0,2,0,0
Serie A,2425,Bologna,Samuel Iling-Junior,ENG,"FW,MF",21,2003.0,1.3,7,5.29,6,0,1,0,0,0,0,0.0,0,0,0,0,0,0
Serie A,2425,Bologna,Santiago Castro,ARG,FW,20,2004.0,24.9,68,2.73,45,1,6,7,7,2,11,0.44,8,0,2,1,0,0
Serie A,2425,Bologna,Stefan Posch,AUT,DF,28,1997.0,7.9,18,2.26,14,3,0,0,1,0,1,0.13,1,0,0,0,0,0
Serie A,2425,Bologna,Thijs Dallinga,NED,FW,24,2000.0,12.8,27,2.11,20,0,0,3,3,1,5,0.39,3,0,0,0,1,1
Serie A,2425,Bologna,Tommaso Pobega,ITA,MF,25,1999.0,12.6,26,2.07,23,0,0,1,2,0,3,0.24,2,0,0,0,1,0
Serie A,2425,Bologna,Łukasz Skorupski,POL,GK,34,1991.0,26.3,4,0.15,4,0,0,0,0,0,0,0.0,0,0,0,0,0,0
Serie A,2425,Cagliari,Adam Obert,SVK,DF,22,2002.0,12.0,25,2.09,19,3,0,2,1,0,4,0.33,4,0,0,0,0,0
Serie A,2425,Cagliari,Alen Sherri,ALB,GK,27,1997.0,6.9,2,0.29,2,0,0,0,0,0,0,0.0,0,0,0,0,0,0
Serie A,2425,Cagliari,Alessandro Deiola,ITA,MF,29,1995.0,15.9,26,1.63,19,1,0,3,2,1,3,0.19,2,0,0,1,0,0
Serie A,2425,Cagliari,Antoine Makoumbou,CGO,MF,26,1998.0,23.9,38,1.59,33,0,0,2,1,2,5,0.21,5,0,0,0,0,0
Serie A,2425,Cagliari,Elia Caprile,ITA,GK,23,2001.0,18.0,0,0.0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0
Serie A,2425,Cagliari,Florinel Coman,ROU,"FW,MF",27,1998.0,2.9,4,1.37,3,0,0,0,1,0,1,0.34,1,0,0,0,0,0
Serie A,2425,Cagliari,Gabriele Zappa,ITA,DF,25,1999.0,34.0,57,1.68,52,2,0,3,0,0,2,0.06,2,0,0,0,0,0
Serie A,2425,Cagliari,Gianluca Gaetano,ITA,"MF,FW",25,2000.0,11.2,48,4.28,29,6,4,6,3,0,5,0.45,5,0,0,0,0,0
Serie A,2425,Cagliari,Gianluca Lapadula,PER,"FW,MF",35,1990.0,3.4,13,3.77,5,0,1,7,0,0,0,0.0,0,0,0,0,0,0
Serie A,2425,Cagliari,Giuseppe Ciocci,ITA,GK,23,2002.0,0.1,0,0.0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0
Serie A,2425,Cagliari,José Luis Palomino,ARG,DF,35,1990.0,12.0,7,0.58,7,0,0,0,0,0,1,0.08,1,0,0,0,0,0
Serie A,2425,Cagliari,Kingstone Mutandwa,ZAM,"FW,MF",22,2003.0,1.4,1,0.71,0,0,0,0,1,0,0,0.0,0,0,0,0,0,0
Serie A,2425,Cagliari,Leonardo Pavoletti,ITA,"FW,MF",36,1988.0,4.9,17,3.42,15,0,0,1,1,0,1,0.2,1,0,0,0,0,0
Serie A,2425,Cagliari,Mateusz Wieteska,POL,DF,28,1997.0,2.0,2,0.97,1,0,0,0,0,1,0,0.0,0,0,0,0,0,0
Serie A,2425,Cagliari,Matteo Prati,ITA,MF,21,2003.0,6.3,11,1.74,9,1,0,0,1,0,1,0.16,1,0,0,0,0,0
Serie A,2425,Cagliari,Mattia Felici,ITA,"MF,FW",24,2001.0,10.3,31,3.02,18,3,8,1,1,0,4,0.39,3,0,1,0,0,0
Serie A,2425,Cagliari,Michel Ndary Adopo,FRA,MF,24,2000.0,26.8,50,1.87,47,0,1,1,0,1,5,0.19,4,0,0,0,0,1
Serie A,2425,Cagliari,Nadir Zortea,ITA,"DF,MF",25,1999.0,30.1,57,1.89,40,5,8,2,1,1,3,0.1,2,1,0,0,0,0
Serie A,2425,Cagliari,Nicola Pintus,ITA,DF,19,2005.0,0.0,0,0.0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0
Serie A,2425,Cagliari,Nicolas Viola,ITA,"FW,MF",35,1989.0,14.1,59,4.19,30,21,3,2,3,0,4,0.28,2,1,0,0,1,0
Serie A,2425,Cagliari,Paulo Azzi,BRA,DF,30,1994.0,4.7,15,3.17,9,2,1,2,0,1,0,0.0,0,0,0,0,0,0
Serie A,2425,Cagliari,Roberto Piccoli,ITA,FW,24,2001.0,34.7,57,1.64,25,1,2,16,13,0,8,0.23,3,0,1,1,3,0
Serie A,2425,Cagliari,Răzvan Marin,ROU,MF,29,1996.0,15.6,62,3.97,34,21,1,4,1,1,2,0.13,1,1,0,0,0,0
Serie A,2425,Cagliari,Sebastiano Luperto,ITA,DF,28,1996.0,36.0,30,0.83,23,0,0,6,1,0,5,0.14,2,0,0,2,1,0
Serie A,2425,Cagliari,Simone Scuffet,ITA,GK,28,1996.0,13.0,2,0.15,2,0,0,0,0,0,0,0.0,0,0,0,0,0,0
Serie A,2425,Cagliari,Tommaso Augello,ITA,DF,30,1994.0,30.1,73,2.42,48,21,3,1,0,0,11,0.36,10,1,0,0,0,0
Serie A,2425,Cagliari,Yerry Mina,COL,DF,30,1994.0,28.5,26,0.91,22,0,0,4,0,0,2,0.07,1,0,0,1,0,0
Serie A,2425,Cagliari,Zito Luvumbo,ANG,"FW,MF",23,2002.0,17.8,35,1.96,24,1,4,3,3,0,4,0.22,4,0,0,0,0,0
Serie A,2425,Como,Alberto Cerri,ITA,FW,29,1996.0,1.0,1,1.03,1,0,0,0,0,0,0,0.0,0,0,0,0,0,0
Serie A,2425,Como,Alberto Dossena,ITA,DF,26,1998.0,20.3,11,0.54,9,0,1,1,0,0,2,0.1,1,0,0,1,0,0
Serie A,2425,Como,Alberto Moreno,ESP,DF,32,1992.0,19.2,36,1.88,32,3,0,1,0,0,2,0.1,2,0,0,0,0,0
Serie A,2425,Como,Alessandro Gabrielloni,ITA,"FW,MF",30,1994.0,1.6,6,3.78,4,0,0,1,1,0,1,0.63,1,0,0,0,0,0
Serie A,2425,Como,Alessio Iovine,ITA,"DF,FW",34,1991.0,4.3,5,1.16,2,2,0,0,1,0,0,0.0,0,0,0,0,0,0
Serie A,2425,Como,Ali Jasim,IRQ,"FW,DF",21,2004.0,0.1,1,9.0,1,0,0,0,0,0,0,0.0,0,0,0,0,0,0
Serie A,2425,Como,Alieu Fadera,GAM,"FW,DF",23,2001.0,18.3,54,2.95,37,1,5,3,6,2,7,0.38,6,0,1,0,0,0
Serie A,2425,Como,Anastasios Douvikas,GRE,FW,25,1999.0,6.4,19,2.95,15,0,2,1,1,0,1,0.16,1,0,0,0,0,0
Serie A,2425,Como,Andrea Belotti,ITA,FW,31,1993.0,6.6,14,2.13,9,0,0,3,2,0,0,0.0,0,0,0,0,0,0
Serie A,2425,Como,Assane Diao,SEN,"FW,MF",19,2005.0,13.9,31,2.23,21,0,4,3,3,0,4,0.29,2,0,1,0,1,0
Serie A,2425,Como,Ben Lhassine Kone,CIV,MF,25,2000.0,0.6,0,0.0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0
Serie A,2425,Como,Daniele Baselli,ITA,MF,33,1992.0,0.2,0,0.0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0
Serie A,2425,Como,Dele Alli,ENG,MF,29,1996.0,0.1,0,0.0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0
Serie A,2425,Como,Edoardo Goldaniga,ITA,DF,31,1993.0,28.1,25,0.89,18,2,0,5,0,0,3,0.11,2,0,0,1,0,0
Serie A,2425,Como,Emil Audero,IDN,GK,28,1997.0,8.0,0,0.0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0
Serie A,2425,Como,Federico Barba,ITA,DF,31,1993.0,4.8,3,0.63,3,0,0,0,0,0,0,0.0,0,0,0,0,0,0
Serie A,2425,Como,Fellipe Jack,BRA,DF,19,2006.0,1.9,2,1.05,2,0,0,0,0,0,0,0.0,0,0,0,0,0,0
Serie A,2425,Como,Gabriel Strefezza,BRA,"FW,MF",28,1997.0,29.1,111,3.82,76,23,3,3,4,2,4,0.14,4,0,0,0,0,0
Serie A,2425,Como,Ignace Van Der Brempt,BEL,DF,23,2002.0,14.0,22,1.58,16,0,0,1,3,2,3,0.21,2,0,0,1,0,0
Serie A,2425,Como,Ivan Smolčić,CRO,DF,24,2000.0,7.0,8,1.14,4,2,0,2,0,0,0,0.0,0,0,0,0,0,0
Serie A,2425,Como,Jean Butez,FRA,GK,29,1995.0,18.5,5,0.27,5,0,0,0,0,0,0,0.0,0,0,0,0,0,0
