league,season,team,player,nation,position,age,born_year,90s,yellow_cards,red_cards,second_yellow_card_expulsions,fouls_commited,fouls_drawn,offsides,crosses,interceptions,tackles_won,penalty_kicks_won,penalty_kicks_conceded,own_goals,recoveries,aerial_duels_won,aerial_duels_lost,perc_aerial_duels_won
Premier League,2425,Crystal Palace,Asher Agbinone,ENG,MF,19,2005.0,0.1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0.0
Premier League,2425,Crystal Palace,Ben Chilwell,ENG,DF,28,1996.0,2.9,1,0,0,2,3,2,7,6,6,0,0,0,20,3,4,42.9
Premier League,2425,Crystal Palace,Caleb Kporha,ENG,DF,18,2006.0,0.1,0,0,0,0,0,0,2,0,1,0,0,0,1,0,1,0.0
Premier League,2425,Crystal Palace,Chadi Riad,MAR,DF,21,2003.0,1.0,0,0,0,1,0,0,0,2,2,0,0,0,4,2,4,33.3
Premier League,2425,Crystal Palace,Cheick Doucouré,MLI,MF,25,2000.0,5.0,1,0,0,7,7,0,1,11,8,0,0,0,31,5,5,50.0
Premier League,2425,Crystal Palace,Chris Richards,USA,DF,25,2000.0,20.4,4,1,1,11,5,1,5,19,29,1,0,0,50,44,40,52.4
Premier League,2425,Crystal Palace,Daichi Kamada,JPN,MF,28,1996.0,16.4,4,1,0,27,19,2,32,16,28,0,0,0,82,4,13,23.5
Premier League,2425,Crystal Palace,Daniel Muñoz,COL,DF,28,1996.0,34.9,10,0,0,53,19,14,73,42,79,0,0,0,164,58,77,43.0
Premier League,2425,Crystal Palace,Dean Henderson,ENG,GK,28,1997.0,37.0,3,0,0,0,1,0,0,0,1,0,0,0,26,11,1,91.7
Premier League,2425,Crystal Palace,Eberechi Eze,ENG,"MF,FW",26,1998.0,28.1,1,0,0,12,51,9,110,11,22,0,0,0,138,7,37,15.9
Premier League,2425,Crystal Palace,Eddie Nketiah,ENG,"FW,MF",25,1999.0,11.2,6,1,1,30,29,5,5,3,8,1,0,0,26,21,35,37.5
Premier League,2425,Crystal Palace,Ismaila Sarr,SEN,MF,27,1998.0,29.1,4,0,0,13,55,11,55,9,10,1,0,0,109,35,51,40.7
Premier League,2425,Crystal Palace,Jean-Philippe Mateta,FRA,FW,27,1997.0,28.7,2,0,0,27,28,20,26,2,12,0,0,0,67,63,101,38.4
Premier League,2425,Crystal Palace,Jefferson Lerma,COL,"MF,DF",30,1994.0,24.3,9,0,0,35,39,0,11,37,17,0,0,0,149,40,39,50.6
Premier League,2425,Crystal Palace,Jeffrey Schlupp,GHA,"MF,DF",32,1992.0,1.1,0,0,0,1,0,0,4,0,0,0,0,0,6,3,4,42.9
Premier League,2425,Crystal Palace,Joachim Andersen,DEN,DF,28,1996.0,1.0,1,0,0,2,0,0,1,0,1,0,0,0,7,2,0,100.0
Premier League,2425,Crystal Palace,Joel Ward,ENG,DF,35,1989.0,0.8,1,0,0,4,0,0,0,0,0,0,0,0,7,1,0,100.0
Premier League,2425,Crystal Palace,Jordan Ayew,GHA,"FW,MF",33,1991.0,0.2,1,0,0,1,0,0,1,0,0,0,0,0,1,1,1,50.0
Premier League,2425,Crystal Palace,Justin Devenny,NIR,MF,21,2003.0,5.3,1,0,0,8,0,1,17,0,9,0,0,0,27,2,13,13.3
Premier League,2425,Crystal Palace,Marc Guéhi,ENG,DF,24,2000.0,34.0,9,1,1,24,27,1,13,28,34,0,0,3,145,68,58,54.0
Premier League,2425,Crystal Palace,Matheus França,BRA,"MF,FW",21,2004.0,0.6,0,0,0,0,0,0,1,1,0,0,0,0,3,1,2,33.3
Premier League,2425,Crystal Palace,Maxence Lacroix,FRA,DF,25,2000.0,33.6,5,0,0,34,19,1,6,53,40,0,1,0,128,58,49,54.2
Premier League,2425,Crystal Palace,Nathaniel Clyne,ENG,"DF,MF",34,1991.0,5.4,1,0,0,2,2,0,7,3,8,0,0,0,10,1,7,12.5
Premier League,2425,Crystal Palace,Odsonne Édouard,FRA,"MF,FW",27,1998.0,1.3,0,0,0,4,0,2,1,0,0,0,0,0,5,1,4,20.0
Premier League,2425,Crystal Palace,Romain Esse,ENG,MF,20,2005.0,1.4,0,0,0,2,2,0,0,1,6,0,0,0,7,3,2,60.0
Premier League,2425,Crystal Palace,Trevoh Chalobah,ENG,DF,25,1999.0,11.8,1,0,0,10,15,1,7,19,16,0,0,0,56,22,19,53.7
Premier League,2425,Crystal Palace,Tyrick Mitchell,ENG,DF,25,1999.0,33.4,2,0,0,21,24,2,102,14,54,1,0,0,159,18,21,46.2
Premier League,2425,Crystal Palace,Will Hughes,ENG,MF,30,1995.0,22.6,11,0,0,64,31,0,71,21,34,0,1,0,116,18,17,51.4
Premier League,2425,Everton,Abdoulaye Doucouré,MLI,MF,32,1993.0,28.3,5,1,1,49,5,10,23,10,28,0,0,0,150,30,44,40.5
Premier League,2425,Everton,Armando Broja,ALB,FW,23,2001.0,3.7,1,0,0,6,4,3,1,1,1,0,0,0,9,18,21,46.2
Premier League,2425,Everton,Ashley Young,ENG,DF,39,1985.0,19.8,6,1,0,28,20,0,74,24,31,0,0,0,70,10,11,47.6
Premier League,2425,Everton,Beto,GNB,FW,27,1998.0,16.1,2,0,0,31,22,16,4,4,6,0,0,0,38,90,98,47.9
Premier League,2425,Everton,Carlos Alcaraz,ARG,"FW,MF",22,2002.0,7.7,4,0,0,11,11,1,10,4,5,0,0,0,33,13,6,68.4
Premier League,2425,Everton,Dominic Calvert-Lewin,ENG,FW,28,1997.0,17.8,2,0,0,27,23,27,6,7,7,0,0,0,34,84,80,51.2
Premier League,2425,Everton,Dwight McNeil,ENG,"MF,FW",25,1999.0,15.1,1,0,0,6,17,1,105,6,7,0,0,0,74,3,16,15.8
Premier League,2425,Everton,Harrison Armstrong,ENG,MF,18,2007.0,0.5,1,0,0,2,2,0,1,0,0,0,0,0,2,0,2,0.0
Premier League,2425,Everton,Idrissa Gana Gueye,SEN,MF,35,1989.0,33.0,8,0,0,53,43,0,7,45,80,0,0,0,188,24,15,61.5
Premier League,2425,Everton,Iliman Ndiaye,SEN,FW,25,2000.0,26.2,3,0,0,24,49,5,38,17,26,0,0,0,166,6,19,24.0
Premier League,2425,Everton,Jack Harrison,ENG,FW,28,1996.0,22.1,0,0,0,13,28,4,128,9,22,1,0,0,69,4,27,12.9
Premier League,2425,Everton,Jake O'Brien,IRL,DF,24,2001.0,16.5,5,0,0,13,4,3,18,4,16,0,0,0,52,39,28,58.2
Premier League,2425,Everton,James Garner,ENG,"MF,DF",24,2001.0,16.7,4,0,0,20,15,0,55,21,29,0,0,0,69,11,11,50.0
Premier League,2425,Everton,James Tarkowski,ENG,DF,32,1992.0,32.5,6,0,0,35,28,2,1,41,40,0,1,0,98,102,33,75.6
Premier League,2425,Everton,Jarrad Branthwaite,ENG,DF,22,2002.0,27.9,4,0,0,12,18,1,5,27,20,0,0,0,93,61,42,59.2
Premier League,2425,Everton,Jesper Lindstrøm,DEN,FW,25,2000.0,13.8,2,0,0,15,10,1,71,12,25,0,0,0,70,6,12,33.3
Premier League,2425,Everton,Jordan Pickford,ENG,GK,31,1994.0,37.0,7,0,0,0,7,0,0,1,0,0,0,0,35,4,1,80.0
Premier League,2425,Everton,Mason Holgate,ENG,"FW,DF",28,1996.0,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.0
Premier League,2425,Everton,Michael Keane,ENG,DF,32,1993.0,10.7,5,0,0,9,0,0,1,15,9,0,0,0,26,25,18,58.1
Premier League,2425,Everton,Nathan Patterson,SCO,DF,23,2001.0,3.9,1,0,0,6,1,0,14,2,6,0,0,0,12,1,7,12.5
Premier League,2425,Everton,Orel Mangala,BEL,MF,27,1998.0,14.0,2,0,0,24,17,2,6,21,8,0,0,0,49,6,8,42.9
Premier League,2425,Everton,Roman Dixon,ENG,DF,20,2004.0,1.0,0,0,0,0,0,0,0,1,5,0,0,0,6,0,3,0.0
Premier League,2425,Everton,Séamus Coleman,IRL,DF,36,1988.0,2.4,1,0,0,0,1,0,4,1,2,0,0,0,7,2,1,66.7
Premier League,2425,Everton,Tim Iroegbunam,ENG,MF,21,2003.0,6.4,4,0,0,15,12,0,1,16,14,0,0,0,51,11,4,73.3
Premier League,2425,Everton,Vitaliy Mykolenko,UKR,DF,25,1999.0,33.2,3,0,0,21,34,3,97,42,38,0,1,0,85,47,37,56.0
Premier League,2425,Everton,Youssef Chermiti,POR,"FW,MF",21,2004.0,0.5,1,0,0,1,1,2,1,0,0,0,0,0,0,2,1,66.7
Premier League,2425,Fulham,Adama Traoré,ESP,"FW,MF",29,1996.0,18.9,3,0,0,21,31,1,98,1,13,0,0,0,84,25,26,49.0
Premier League,2425,Fulham,Alex Iwobi,NGA,"FW,MF",29,1996.0,32.8,1,0,0,18,18,5,125,13,24,0,0,0,140,7,31,18.4
Premier League,2425,Fulham,Andreas Pereira,BRA,MF,29,1996.0,21.7,7,0,0,28,24,1,171,8,13,1,0,0,100,12,21,36.4
Premier League,2425,Fulham,Antonee Robinson,USA,DF,27,1997.0,34.2,8,0,0,31,19,6,168,60,61,0,0,0,152,47,25,65.3
Premier League,2425,Fulham,Bernd Leno,GER,GK,33,1992.0,37.0,5,0,0,0,4,0,0,0,2,0,0,0,49,9,1,90.0
Premier League,2425,Fulham,Calvin Bassey,NGA,DF,25,1999.0,34.2,7,0,0,26,32,2,8,20,34,0,0,0,168,43,33,56.6
Premier League,2425,Fulham,Carlos Vinícius,BRA,"MF,FW",30,1995.0,0.2,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0.0
Premier League,2425,Fulham,Emile Smith Rowe,ENG,MF,24,2000.0,22.4,3,0,0,19,14,4,15,11,18,0,0,0,73,6,19,24.0
Premier League,2425,Fulham,Harrison Reed,ENG,MF,30,1995.0,1.2,2,0,0,6,2,0,6,1,3,0,1,0,10,1,2,33.3
Premier League,2425,Fulham,Harry Wilson,WAL,"FW,MF",28,1997.0,12.2,2,0,0,12,21,1,41,6,12,1,0,0,53,5,19,20.8
Premier League,2425,Fulham,Issa Diop,FRA,DF,28,1997.0,14.9,2,0,0,10,4,0,1,9,12,0,0,1,45,20,12,62.5
Premier League,2425,Fulham,Jay Stansfield,ENG,MF,22,2002.0,0.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0.0
Premier League,2425,Fulham,Joachim Andersen,DEN,DF,28,1996.0,27.7,6,1,0,18,18,0,12,31,18,0,1,1,118,69,38,64.5
Premier League,2425,Fulham,Jorge Cuenca,ESP,DF,25,1999.0,2.9,0,0,0,2,2,0,1,2,2,0,0,0,9,6,3,66.7
Premier League,2425,Fulham,Joshua King,ENG,MF,18,2007.0,1.3,0,0,0,3,2,0,2,1,4,0,0,0,5,0,2,0.0
Premier League,2425,Fulham,Kenny Tete,NED,DF,29,1995.0,18.7,5,0,0,33,15,1,36,30,35,0,0,0,69,23,21,52.3
Premier League,2425,Fulham,Martial Godo,ENG,"FW,DF",22,2003.0,0.3,0,0,0,1,0,0,1,1,0,0,0,0,1,0,1,0.0
Premier League,2425,Fulham,Raúl Jiménez,MEX,FW,34,1991.0,26.7,4,0,0,39,41,14,23,10,24,1,0,0,78,87,98,47.0
Premier League,2425,Fulham,Reiss Nelson,ENG,FW,25,1999.0,5.4,1,0,0,6,9,1,23,5,6,0,0,0,29,0,4,0.0
Premier League,2425,Fulham,Rodrigo Muniz,BRA,FW,24,2001.0,10.7,1,0,0,11,31,3,1,5,5,0,0,0,14,67,63,51.5
Premier League,2425,Fulham,Ryan Sessegnon,ENG,"FW,DF",25,2000.0,6.3,1,0,0,19,4,1,14,3,13,0,0,0,30,8,11,42.1
Premier League,2425,Fulham,Sander Berge,NOR,MF,27,1998.0,24.7,6,0,0,31,10,0,3,21,30,0,0,0,125,28,22,56.0
Premier League,2425,Fulham,Saša Lukić,SRB,MF,28,1996.0,25.1,12,0,0,62,26,0,61,26,38,0,0,0,109,19,24,44.2
Premier League,2425,Fulham,Timothy Castagne,BEL,DF,29,1995.0,18.3,1,0,0,15,6,1,37,22,29,0,1,0,57,34,35,49.3
Premier League,2425,Fulham,Tom Cairney,SCO,MF,34,1991.0,6.2,3,1,0,8,19,0,19,4,5,0,0,0,46,5,8,38.5
Premier League,2425,Fulham,Willian,BRA,"FW,MF",36,1988.0,2.9,0,0,0,1,0,0,16,1,2,0,0,0,14,1,3,25.0
Premier League,2425,Ipswich Town,Alex Palmer,ENG,GK,28,1996.0,13.0,2,0,0,1,4,0,0,0,0,0,0,0,17,5,0,100.0
Premier League,2425,Ipswich Town,Ali Al Hamadi,IRQ,FW,23,2002.0,1.5,3,0,0,8,3,1,0,0,0,0,0,0,4,5,9,35.7
Premier League,2425,Ipswich Town,Arijanet Muric,KVX,GK,26,1998.0,18.0,1,0,0,0,4,0,0,0,0,0,0,0,26,11,1,91.7
Premier League,2425,Ipswich Town,Axel Tuanzebe,COD,DF,27,1997.0,18.0,5,1,1,16,12,0,7,23,19,0,0,1,47,18,17,51.4
Premier League,2425,Ipswich Town,Ben Godfrey,ENG,DF,27,1998.0,1.8,1,0,0,1,0,0,0,2,0,0,0,0,2,3,0,100.0
Premier League,2425,Ipswich Town,Ben Johnson,ENG,"DF,FW",25,2000.0,15.0,5,1,1,27,6,1,37,13,22,0,0,0,57,19,18,51.4
Premier League,2425,Ipswich Town,Cameron Burgess,AUS,DF,29,1995.0,17.1,0,0,0,6,4,1,0,14,12,0,0,0,44,44,22,66.7
Premier League,2425,Ipswich Town,Chiedozie Ogbene,IRL,FW,28,1997.0,2.6,0,0,0,2,7,1,4,1,3,0,0,0,6,1,6,14.3
Premier League,2425,Ipswich Town,Christian Walton,ENG,GK,29,1995.0,6.0,0,0,0,0,1,0,0,0,0,0,0,0,5,2,0,100.0
Premier League,2425,Ipswich Town,Conor Chaplin,ENG,"MF,FW",28,1997.0,8.8,2,0,0,11,6,0,9,3,5,0,0,0,25,2,9,18.2
Premier League,2425,Ipswich Town,Conor Townsend,ENG,DF,32,1993.0,3.7,1,0,0,2,4,0,12,4,8,0,0,0,8,6,4,60.0
Premier League,2425,Ipswich Town,Dara O'Shea,IRL,DF,26,1999.0,33.7,6,0,0,19,25,3,8,31,30,0,0,0,108,111,80,58.1
Premier League,2425,Ipswich Town,George Edmundson,ENG,DF,27,1997.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
Premier League,2425,Ipswich Town,George Hirst,SCO,FW,26,1999.0,6.6,3,0,0,12,10,3,3,2,3,0,0,0,10,31,22,58.5
Premier League,2425,Ipswich Town,Harry Clarke,ENG,DF,24,2001.0,4.2,3,1,1,5,1,0,5,4,3,0,1,0,17,10,4,71.4
Premier League,2425,Ipswich Town,Jack Clarke,ENG,"FW,MF",24,2000.0,12.9,2,0,0,15,23,3,13,7,19,0,0,0,71,7,18,28.0
Premier League,2425,Ipswich Town,Jack Taylor,IRL,MF,26,1998.0,9.4,4,0,0,16,5,0,6,9,10,0,0,0,53,7,8,46.7
Premier League,2425,Ipswich Town,Jacob Greaves,ENG,DF,24,2000.0,23.5,5,0,0,16,20,1,1,20,21,0,0,0,55,80,38,67.8
Premier League,2425,Ipswich Town,Jaden Philogene Bidace,ENG,"FW,DF",23,2002.0,5.3,1,0,0,8,10,1,13,10,7,0,0,0,23,5,3,62.5
Premier League,2425,Ipswich Town,Jens Cajuste,SWE,MF,25,1999.0,20.9,2,0,0,23,21,0,10,25,20,0,0,0,102,13,22,37.1
Premier League,2425,Ipswich Town,Julio Enciso,PAR,"MF,FW",21,2004.0,9.7,3,0,0,9,21,0,21,1,9,0,1,0,43,8,17,32.0
Premier League,2425,Ipswich Town,Kalvin Phillips,ENG,MF,29,1995.0,13.7,6,1,1,28,20,0,20,19,19,0,0,0,68,7,22,24.1
Premier League,2425,Ipswich Town,Leif Davis,ENG,DF,25,2000.0,29.5,5,1,0,26,30,4,152,25,27,0,2,0,111,34,23,59.6
Premier League,2425,Ipswich Town,Liam Delap,ENG,FW,22,2003.0,28.6,10,0,0,70,51,14,5,2,8,2,0,0,67,54,74,42.2
Premier League,2425,Ipswich Town,Luke Woolfenden,ENG,DF,26,1998.0,13.2,2,0,0,5,2,1,0,19,6,0,0,0,38,15,15,50.0
Premier League,2425,Ipswich Town,Marcus Harness,ENG,MF,29,1996.0,0.5,0,0,0,0,0,1,0,0,0,0,0,0,2,0,0,0.0
Premier League,2425,Ipswich Town,Massimo Luongo,AUS,MF,32,1992.0,2.2,0,0,0,1,2,0,1,2,6,0,0,0,10,1,0,100.0
Premier League,2425,Ipswich Town,Nathan Broadhead,WAL,"MF,FW",27,1998.0,6.9,1,0,0,4,13,2,9,4,4,0,0,0,30,1,9,10.0
Premier League,2425,Ipswich Town,Omari Hutchinson,ENG,"MF,FW",21,2003.0,27.7,5,0,0,29,45,5,74,11,13,0,0,0,106,6,25,19.4
Premier League,2425,Ipswich Town,Sam Morsy,EGY,MF,33,1991.0,29.6,10,0,0,47,26,0,14,29,39,0,1,1,151,18,23,43.9
Premier League,2425,Ipswich Town,Sammie Szmodics,IRL,"FW,MF",29,1995.0,10.9,2,0,0,9,8,8,13,6,9,0,1,0,41,6,11,35.3
Premier League,2425,Ipswich Town,Wes Burns,WAL,"FW,DF",30,1994.0,10.3,1,0,0,4,11,0,46,10,11,0,0,0,50,8,21,27.6
Premier League,2425,Leicester City,Abdul Fatawu Issahaku,GHA,FW,21,2004.0,6.4,0,0,0,11,20,2,30,4,15,0,0,0,38,14,13,51.9
Premier League,2425,Leicester City,Bilal El Khannouss,MAR,"MF,FW",21,2004.0,24.2,4,0,0,30,13,1,89,6,30,0,0,0,92,19,24,44.2
Premier League,2425,Leicester City,Bobby De Cordova-Reid,JAM,FW,32,1993.0,8.3,2,0,0,9,9,4,15,0,4,1,0,0,29,6,14,30.0
Premier League,2425,Leicester City,Boubakary Soumaré,FRA,MF,26,1999.0,23.1,8,0,0,22,22,0,9,26,20,0,0,0,136,21,11,65.6
Premier League,2425,Leicester City,Caleb Okoli,ITA,DF,23,2001.0,12.5,4,0,0,16,9,0,1,15,14,0,0,0,44,23,21,52.3
Premier League,2425,Leicester City,Conor Coady,ENG,DF,32,1993.0,18.0,2,0,0,7,2,1,0,13,9,0,2,0,55,13,20,39.4
Premier League,2425,Leicester City,Danny Ward,WAL,GK,31,1993.0,1.5,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0.0
Premier League,2425,Leicester City,Facundo Buonanotte,ARG,"FW,MF",20,2004.0,16.7,8,0,0,37,34,3,43,12,32,0,0,0,79,18,35,34.0
Premier League,2425,Leicester City,Hamza Choudhury,BAN,"MF,DF",27,1997.0,1.5,0,0,0,1,0,0,5,5,1,0,0,0,2,0,0,0.0
Premier League,2425,Leicester City,Harry Winks,ENG,MF,29,1996.0,17.1,4,0,0,9,13,0,34,9,11,0,0,0,106,8,6,57.1
Premier League,2425,Leicester City,Jake Evans,0,FW,nan,0.0,0.2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0.0
Premier League,2425,Leicester City,Jakub Stolarczyk,POL,GK,24,2000.0,9.0,1,0,0,0,0,0,0,0,1,0,0,0,8,4,0,100.0
Premier League,2425,Leicester City,James Justin,ENG,DF,27,1998.0,31.4,6,0,0,28,39,2,55,45,32,0,0,0,83,65,52,55.6
Premier League,2425,Leicester City,Jamie Vardy,ENG,FW,38,1987.0,31.4,5,0,0,25,23,27,11,5,13,2,0,0,39,50,55,47.6
Premier League,2425,Leicester City,Jannik Vestergaard,DEN,DF,32,1992.0,15.5,5,0,0,12,4,0,0,16,10,0,0,1,46,26,19,57.8
Premier League,2425,Leicester City,Jeremy Monga,0,"FW,MF",nan,0.0,1.0,0,0,0,0,5,0,3,0,1,0,0,0,10,0,1,0.0
Premier League,2425,Leicester City,Jordan Ayew,GHA,"FW,MF",33,1991.0,17.2,5,0,0,29,54,6,59,12,15,0,0,0,92,34,69,33.0
Premier League,2425,Leicester City,Kasey McAteer,IRL,"FW,MF",23,2001.0,8.5,3,0,0,17,15,2,20,4,15,0,0,0,40,13,16,44.8
Premier League,2425,Leicester City,Luke Thomas,ENG,DF,23,2001.0,11.5,2,0,0,14,8,0,27,21,24,0,1,0,39,13,11,54.2
Premier League,2425,Leicester City,Mads Hermansen,DEN,GK,24,2000.0,26.5,1,0,0,0,3,0,0,0,1,0,0,0,17,4,1,80.0
Premier League,2425,Leicester City,Michael Golding,ENG,MF,19,2006.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
Premier League,2425,Leicester City,Odsonne Édouard,FRA,FW,27,1998.0,0.3,0,0,0,2,0,0,0,0,1,0,0,0,1,1,1,50.0
Premier League,2425,Leicester City,Oliver Skipp,ENG,MF,24,2000.0,11.8,8,0,0,20,13,0,5,10,4,0,0,0,43,11,6,64.7
Premier League,2425,Leicester City,Patson Daka,ZAM,"FW,MF",26,1998.0,7.4,0,0,0,13,17,3,3,1,9,0,0,0,18,10,27,27.0
Premier League,2425,Leicester City,Ricardo Pereira,POR,DF,31,1993.0,4.1,1,0,0,5,6,0,3,4,7,0,0,0,18,4,2,66.7
Premier League,2425,Leicester City,Stephy Mavididi,ENG,FW,26,1998.0,17.9,2,0,0,18,18,3,69,11,19,0,0,0,83,9,15,37.5
Premier League,2425,Leicester City,Victor Bernth Kristiansen,DEN,DF,22,2002.0,26.6,1,0,0,17,17,3,97,40,50,0,1,1,97,19,42,31.1
Premier League,2425,Leicester City,Wilfred Ndidi,NGA,MF,28,1996.0,25.8,8,0,0,39,18,3,30,31,51,0,0,1,127,61,59,50.8
Premier League,2425,Leicester City,Will Alves,ENG,FW,20,2005.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
Premier League,2425,Leicester City,Wout Faes,BEL,DF,27,1998.0,30.3,4,0,0,21,11,1,5,26,25,0,0,0,90,44,34,56.4
Premier League,2425,Leicester City,Woyo Coulibaly,FRA,DF,26,1999.0,1.2,1,0,0,2,1,0,0,5,4,0,0,0,14,0,3,0.0
Premier League,2425,Liverpool,Alexis Mac Allister,ARG,MF,26,1998.0,28.9,6,0,0,62,40,2,86,22,58,0,0,0,148,19,34,35.8
Premier League,2425,Liverpool,Alisson,BRA,GK,32,1992.0,26.9,0,0,0,0,2,0,0,0,0,0,0,0,45,7,0,100.0
Premier League,2425,Liverpool,Andrew Robertson,SCO,DF,31,1994.0,26.6,3,1,0,11,8,2,139,21,22,0,1,1,99,7,13,35.0
Premier League,2425,Liverpool,Caoimhín Kelleher,IRL,GK,26,1998.0,10.0,0,0,0,0,3,0,0,0,0,0,0,0,18,1,0,100.0
Premier League,2425,Liverpool,Cody Gakpo,NED,FW,26,1999.0,20.5,5,0,0,20,28,5,69,12,15,1,0,0,74,16,24,40.0
Premier League,2425,Liverpool,Conor Bradley,NIR,DF,21,2003.0,7.9,4,0,0,12,13,1,6,4,10,0,0,0,46,11,7,61.1
Premier League,2425,Liverpool,Curtis Jones,ENG,"MF,DF",24,2001.0,18.0,3,1,1,17,25,1,6,7,21,1,0,0,91,13,12,52.0
Premier League,2425,Liverpool,Darwin Núñez,URU,FW,25,1999.0,12.3,8,0,0,27,14,12,2,3,17,1,0,0,40,18,32,36.0
Premier League,2425,Liverpool,Diogo Jota,POR,FW,28,1996.0,13.0,2,0,0,22,14,1,8,7,8,1,0,0,40,22,30,42.3
Premier League,2425,Liverpool,Dominik Szoboszlai,HUN,MF,24,2000.0,27.0,6,0,0,44,24,4,37,9,20,0,0,0,127,18,22,45.0
Premier League,2425,Liverpool,Federico Chiesa,ITA,FW,27,1997.0,1.2,0,0,0,3,2,0,2,0,0,0,0,0,6,0,4,0.0
Premier League,2425,Liverpool,Harvey Elliott,ENG,"MF,FW",22,2003.0,4.1,1,0,0,0,1,1,12,1,3,0,0,0,14,1,2,33.3
Premier League,2425,Liverpool,Ibrahima Konaté,FRA,DF,25,1999.0,27.8,5,0,0,27,20,0,0,14,26,0,0,0,91,74,29,71.8
Premier League,2425,Liverpool,Jarell Quansah,ENG,DF,22,2003.0,5.5,2,0,0,9,1,0,2,7,8,0,1,1,19,7,10,41.2
Premier League,2425,Liverpool,Jayden Danns,ENG,MF,19,2006.0,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
Premier League,2425,Liverpool,Joe Gomez,ENG,DF,28,1997.0,5.8,1,0,0,2,3,0,2,7,10,0,0,0,34,9,4,69.2
Premier League,2425,Liverpool,Kostas Tsimikas,GRE,DF,29,1996.0,9.3,2,0,0,9,6,1,64,11,20,0,0,0,31,5,8,38.5
Premier League,2425,Liverpool,Luis Díaz,COL,FW,28,1997.0,25.9,2,0,0,48,31,10,32,7,23,2,0,0,103,12,36,25.0
Premier League,2425,Liverpool,Mohamed Salah,EGY,FW,32,1992.0,36.5,1,0,0,25,38,18,74,8,11,0,0,0,100,9,13,40.9
Premier League,2425,Liverpool,Ryan Gravenberch,NED,MF,23,2002.0,34.4,5,0,0,44,50,0,6,59,35,0,0,0,189,26,14,65.0
Premier League,2425,Liverpool,Trent Alexander-Arnold,ENG,DF,26,1998.0,25.8,5,0,0,11,8,1,145,31,50,0,0,0,130,3,13,18.8
Premier League,2425,Liverpool,Virgil van Dijk,NED,DF,33,1991.0,36.0,4,0,0,16,12,0,1,54,17,0,0,0,112,112,46,70.9
Premier League,2425,Liverpool,Vitezslav Jaros,CZE,GK,23,2001.0,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
Premier League,2425,Liverpool,Wataru Endo,JPN,"MF,DF",32,1993.0,2.8,0,0,0,14,6,0,1,3,8,0,0,0,12,2,4,33.3
Premier League,2425,Manchester City,Abdukodir Khusanov,UZB,DF,21,2004.0,5.6,1,0,0,3,3,0,1,3,4,0,0,1,27,6,4,60.0
Premier League,2425,Manchester City,Bernardo Silva,POR,"MF,FW",30,1994.0,28.7,7,0,0,27,32,3,56,21,35,0,0,0,102,5,10,33.3
Premier League,2425,Manchester City,Divin Mubama,ENG,FW,20,2004.0,0.3,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0.0
Premier League,2425,Manchester City,Ederson,BRA,GK,31,1993.0,24.8,4,0,0,1,0,0,0,1,0,0,1,0,41,4,1,80.0
Premier League,2425,Manchester City,Erling Haaland,NOR,FW,24,2000.0,29.5,2,0,0,23,13,4,3,5,6,0,0,0,33,54,49,52.4
Premier League,2425,Manchester City,Jack Grealish,ENG,"FW,MF",29,1995.0,8.0,3,0,0,5,25,0,20,2,5,0,0,0,26,1,7,12.5
Premier League,2425,Manchester City,Jahmai Simpson-Pusey,ENG,DF,19,2005.0,1.1,1,0,0,0,1,0,0,0,0,0,0,0,3,1,3,25.0
Premier League,2425,Manchester City,James Mcatee,ENG,"MF,FW",22,2002.0,3.9,1,0,0,6,3,0,8,2,2,0,0,0,8,2,3,40.0
Premier League,2425,Manchester City,Jeremy Doku,BEL,"FW,MF",22,2002.0,16.0,1,0,0,9,32,5,56,4,21,0,0,0,58,0,11,0.0
Premier League,2425,Manchester City,John Stones,ENG,"DF,MF",30,1994.0,6.1,1,0,0,2,2,0,0,4,2,0,0,0,22,8,6,57.1
Premier League,2425,Manchester City,Joško Gvardiol,CRO,DF,23,2002.0,35.4,2,0,0,15,26,3,22,41,37,0,0,0,133,52,40,56.5
Premier League,2425,Manchester City,Kevin De Bruyne,BEL,"MF,FW",33,1991.0,18.8,2,0,0,17,18,5,145,7,9,0,0,0,63,5,16,23.8
Premier League,2425,Manchester City,Kyle Walker,ENG,DF,34,1990.0,10.8,3,0,0,6,5,1,14,3,10,0,0,0,46,9,7,56.3
Premier League,2425,Manchester City,Manuel Akanji,SUI,DF,29,1995.0,21.4,3,0,0,17,9,0,11,7,11,0,0,0,101,30,31,49.2
